epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,rmse,recall@5,ndcg@5,recall@10,ndcg@10,recall@20,ndcg@20,recall@50,ndcg@50
0,7.840285549779119e-06,7.840285549779119e-06,1740978.75,2.987785647114006,0.0008839163473584403,0.002442397189005432,0.003137437990272355,0.0033535114343652005,0.007156651568576907,0.005213510439126437,0.019591242108569044,0.009355405066846628
1,7.929094056725729e-06,1.5769379606504848e-05,789653.0677083334,2.127232068008872,0.002545066869851124,0.004322731547543439,0.007062926797028773,0.00704992519613846,0.01390058466250657,0.009971984809408611,0.029951526197360617,0.015197524522201224
2,7.708848002945972e-06,2.347822760945082e-05,267384.0364583333,1.4686785379184961,0.005104199249483716,0.010088386002488028,0.007779958379352779,0.010461219860961263,0.019060303267285684,0.014603088637973776,0.04471509117455735,0.02450359525793257
3,7.609917200469315e-06,3.1088144809920136e-05,202652.09635416666,1.2238690710457045,0.0060894934761229445,0.011639705813004195,0.016644826338379104,0.016852081964374464,0.03814202070931384,0.026663466663230335,0.09502814885316353,0.049791467665457445
4,7.570789770574847e-06,3.8658934580494986e-05,218757.42447916666,1.2259257010544713,0.02141828740123277,0.040530888077430736,0.036981306750626754,0.045730614783702224,0.05856256127324291,0.05325571008046748,0.10810875048593972,0.07274061852301389
5,7.57873989278941e-06,4.62376744732844e-05,191111.96614583334,1.3244305124014168,0.015955339609417855,0.03372130388975956,0.024822219328674983,0.03366543196203517,0.04150406583773438,0.039734665903882256,0.09309182661737274,0.05982295214708483
6,7.565500917598057e-06,5.3803175390882454e-05,163855.01822916666,1.428878411762751,0.002339150614293346,0.0022273099390846558,0.009603974820015857,0.008575007484859228,0.022081074270456993,0.01548100622337699,0.06578213045493424,0.032761147686004605
7,7.5626680029903986e-06,6.136584339387285e-05,159421.86979166666,1.4668351276531006,0.0,0.0,0.0018118363048178015,0.0010956836668972075,0.008807312047817487,0.004966973182446698,0.033411977214320494,0.015527066954183395
8,7.654954655631228e-06,6.902079804950408e-05,158628.9765625,1.4387203000081523,0.0,0.0,1.905850962454736e-05,1.4026509482177227e-05,0.00013633139475457536,0.0001310278726130414,0.025651003185715487,0.011070413859998128
9,7.582611569495741e-06,7.660340961899982e-05,156298.28645833334,1.3926178057849286,0.0,0.0,0.0,0.0,1.905850962454736e-05,9.057890661575659e-06,0.033444435508910395,0.01333588757122279
10,7.496656623233705e-06,8.410006624223353e-05,152674.765625,1.359499852359185,0.0,0.0,0.0,0.0,0.0008597883597883597,0.0003072225393866865,0.053760634598499335,0.022476970052181095
11,7.64346622659954e-06,9.174353246883307e-05,152553.68489583334,1.3499449100420968,0.0,0.0,0.0,0.0,0.0025541060196686985,0.0018330806861339257,0.060222427739171365,0.02592161640413094
12,7.623157240901012e-06,9.936668970973408e-05,148964.28125,1.3541931515023231,0.0,0.0,0.0,0.0,0.004240193209506397,0.0028707867566279714,0.0607274365820729,0.026210692721881066
13,7.880080018367511e-06,0.00010724676972810159,152761.58333333334,1.3539211030188463,0.0,0.0,0.0,0.0,0.008770930009130904,0.005750583176256284,0.0562615179949209,0.02449249917953071
14,9.94121670000262e-06,0.00011718798642810421,148595.54947916666,1.3474658798155772,0.0,0.0,0.0,0.0,0.003717536169456377,0.002395709696135584,0.052646757668511124,0.02214691071087196
15,9.636659443034859e-06,0.00012682464587113906,152149.70052083334,1.3456941265489417,0.0,0.0,0.0,0.0,0.000612677853243891,0.0002636764544571739,0.04853410086815905,0.0203690340376036
16,1.0726974812071565e-05,0.00013755162068321064,144986.10416666666,1.342084181938125,0.0,0.0,0.0,0.0,0.0002489212394872772,0.00012950895007312338,0.05406980449933343,0.023136078155827113
