model,final_rmse,final_recall,final_ndcg,history_weight,total_time_seconds,memory_usage_mb
LRML_Base,0.8591325192724357,0.016666666666666666,0.009592928632432255,0.0,8127.91090631485,653.81640625
LRML_History,2.3985578227166204,0.4358333333333333,0.275554128482413,0.3,8127.91090631485,653.81640625
