epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,rmse,mae
0,0.00017918160873829511,0.00017918160873829511,0.5283158888853607,2.1099535312446984,1.7908680133086317
1,0.0001799633473169265,0.0003591449560552216,0.4202813516852175,2.056487030330684,1.5065448221984816
2,0.0001811529465678637,0.0005402979026230853,0.4135073198910544,1.985601108804388,1.6479117742798768
3,0.00018756424325549253,0.0007278621458785779,0.40461419603205584,1.8394794898075706,1.6428798652213552
4,0.00019033484611007898,0.0009181969919886568,0.38814353261018475,1.9050836318137663,1.5591826762191023
5,0.00018377347204858255,0.0011019704640372395,0.3666623984020596,1.786587231154355,1.5336226404909
6,0.00018896792585770575,0.0012909383898949453,0.3512091662706017,1.628619576317155,1.3229673708949936
7,0.00017891343539037244,0.0014698518252853176,0.34053598080012365,1.6821439789895145,1.4069242885066298
8,0.00017930444409507587,0.0016491562693803936,0.3311986344792236,1.7069975412083762,1.3019855286108284
9,0.00018984342863123584,0.0018389996980116294,0.32464161959589294,1.7039941738167408,1.28549013973807
10,0.0001846374369211747,0.002023637134932804,0.31837906583109365,1.5747525014060393,1.2382089583301956
11,0.00017847715007997936,0.0022021142850127836,0.312131682291129,1.500221670631664,1.2445531881347913
12,0.00018750700343215604,0.0023896212884449396,0.30747612613638753,1.5034228377772816,1.3521670250754272
13,0.0001821104227210519,0.0025717317111659914,0.3027030471664468,1.5794369943408622,1.2537887165445862
14,0.0001794281328322624,0.0027511598439982536,0.29825818891083977,1.6524335280014135,1.4353021392925331
15,0.00017722028647536105,0.0029283801304736145,0.29304943446328524,1.519132485120342,1.2821824924825733
16,0.00017795331910879582,0.0031063334495824105,0.2889212180685568,1.5644863089780212,1.3425285089146959
17,0.00018033160021172875,0.003286665049794139,0.28572984273452073,1.7501249000068926,1.2981402515762983
18,0.00018047764440621487,0.0034671426942003538,0.282222252195476,1.6381184894625362,1.4190878654827892
19,0.00018130904448812444,0.003648451738688478,0.27866115070553854,1.467661840149135,1.1464909319546324
20,0.00017600023031178377,0.003824451969000262,0.27689786577132797,1.6785097721412978,1.2238205179572106
21,0.00017382693477129894,0.003998278903771561,0.27292012865714976,1.6301695890611303,1.2360573610022276
22,0.00017506367230174389,0.004173342576073305,0.2710908350647262,1.7031648460463213,1.2418087696686815
23,0.00017508507181907207,0.004348427647892377,0.2684664377669749,1.451962635563027,1.3259345606286872
24,0.00017436646438485608,0.004522794112277233,0.26684818774998037,1.41655476734741,1.2874623825899916
25,0.0001755677378126819,0.004698361850089915,0.2649739263220128,1.5267043076745304,1.272071489861401
26,0.00017712824461428144,0.004875490094704196,0.26253807874142665,1.5629780302658176,1.284196065014059
27,0.0001742961408063109,0.0050497862355105075,0.2604329444295643,1.4624607780773942,1.2603925608125666
28,0.00017465940101089983,0.005224445636521407,0.25925181495806243,1.6352593109944917,1.423652360190043
29,0.00017461295356434718,0.0053990585900857545,0.2575070816630876,1.362740230633132,1.2969739866552885
30,0.00017604595759733086,0.0055751045476830855,0.25546434613610297,1.5448840401640875,1.411882132153655
31,0.00017699970626029686,0.005752104253943382,0.25471086313608066,1.559935236019771,1.299002012527751
32,0.0001772472477368218,0.005929351501680204,0.25281632291320666,1.4600355201674344,1.2318460473241848
33,0.00017549337584082673,0.0061048448775210306,0.2526142863427459,1.4930005440029226,1.3010562113503206
34,0.00017499757174382736,0.006279842449264858,0.2514564744304569,1.4209209984758238,1.1850287128380532
35,0.0001747070576798714,0.00645454950694473,0.24957826741250438,1.3592171906233794,1.230124205941752
36,0.00017519520711396967,0.006629744714058699,0.2488320610057419,1.4144059988420137,1.3005516845383245
37,0.00017527786050513036,0.00680502257456383,0.24689324265274107,1.6013183970536606,1.2987143980960052
38,0.00017519139837506457,0.006980213972938894,0.24594749349401665,1.549608604772508,1.21295297651086
39,0.00017675029576275978,0.007156964268701654,0.24537420824438258,1.6309548997715262,1.409068531077472
40,0.00017516917650525738,0.0073321334452069115,0.24480187352794608,1.5568212529596568,1.3014111480861903
41,0.0001774913639008927,0.0075096248091078045,0.24344555393895637,1.3991932274901309,1.2533027815506046
42,0.00017674890647889096,0.007686373715586696,0.24306313919530737,1.5764054126621327,1.2935119955936103
43,0.00017686976283378766,0.007863243478420483,0.2428613336503046,1.392893557832187,1.3037586767078921
44,0.0001764534238927337,0.008039696902313216,0.24130369129095103,1.6528457518940483,1.1422868586064856
45,0.00017442470021185688,0.008214121602525073,0.24031190581830425,1.5914471453325203,1.2341966422067747
46,0.00018039515165684019,0.008394516754181913,0.24027368721281656,1.4568070112169673,1.2304164641308335
47,0.00017844213144970554,0.008572958885631619,0.239527005156392,1.5059249085312452,1.2427670231059573
48,0.00017675657075515885,0.008749715456386777,0.2388705159980411,1.5276939919382273,1.2296484372290697
49,0.0001760417511303998,0.008925757207517176,0.2379848608474192,1.5103268607834608,1.1583396960259678
