epoch,loss,rmse,mae
1,0.528622565661727,1.2640554120700425,1.0232653464667238
2,0.4189490450685006,1.2357831191124942,0.969514035015576
3,0.4060573772477,1.2230057866087551,0.9939287564631168
4,0.3922518916179098,1.1933045613814983,1.0138628105752385
5,0.37748644154298583,1.2175332178552467,1.0509576757217407
6,0.36422482830086833,1.2386594948483554,1.0067576549415846
7,0.3534309440376213,1.2126470009096348,1.021321682800242
8,0.3437811818864474,1.2572998689744523,1.0264953748732368
9,0.3327836208907375,1.2227018160007954,1.011171441071193
10,0.32393588627518605,1.2518789774152033,1.0434369309182074
11,0.3178990192922038,1.2335342096393924,1.0033498141938522
12,0.3126045474662879,1.2272504981762684,1.0398528573851642
13,0.3068496191869358,1.2384779879131569,1.0596634405889158
14,0.30082112880169887,1.2619700270663596,1.0514101619625673
15,0.295477657207793,1.217276283555602,1.043270891421664
16,0.292323321257275,1.2660943563047267,1.0415713154564998
17,0.2875849483558635,1.2371631852543392,1.009617256906073
18,0.28462524769545217,1.2637229031811852,1.0203543013966896
19,0.27945925927407333,1.2494499850026093,1.04880382653237
20,0.2774402696859561,1.2288759607997632,1.0080545726898706
21,0.27580465104402185,1.209889007837238,1.0741994058365445
22,0.27208217687349395,1.2538847735950045,1.015970529481799
23,0.2691901410453424,1.260771177752547,1.0160432293386354
24,0.2677882230986666,1.2629577165510444,1.0199901738857546
25,0.26546897181814927,1.238409304445907,1.040109348408741
26,0.2639292600375521,1.2107796090914407,1.0147192915457495
27,0.261145520524378,1.262248753381628,1.080715841365653
28,0.2592379891703858,1.251722617117839,1.010116540266891
29,0.25799050107406774,1.2386371106041605,1.0382156791273391
30,0.2557995491361863,1.2851907868433736,1.0638552644454864
31,0.2551503012909681,1.2176169867765054,1.045150858752242
32,0.2539993167536424,1.2606005949244186,1.0401324098328617
33,0.2535940011086991,1.2358127833709909,1.0544502831862441
34,0.2512728276933067,1.2482050807993426,1.072082997065278
35,0.2511672494037599,1.2520677486609106,1.04463913547954
36,0.2495734898857102,1.2193756796707007,1.0612999455406342
37,0.24824753602856536,1.2175158748681827,1.065020969149644
38,0.2476595333348816,1.3102912569390812,1.0495536606914477
39,0.24564047628932256,1.259730596061231,0.9863788821851801
40,0.24587046517810968,1.1964459351515735,1.0272284026863228
41,0.24469536041079573,1.219831329573331,1.0550882809181457
42,0.24370014341907206,1.248073876986703,1.0650818889829112
43,0.24293441024721435,1.2364599942004664,1.0254991460693113
44,0.24163651918384288,1.254408607551441,1.0442377025272978
45,0.24111237221787704,1.272839232178828,1.0410481458777445
46,0.2403536020636865,1.2372604960421107,1.0020652237807284
47,0.2397788581857338,1.2466264111890704,1.0238634947232226
48,0.23869551557348442,1.2644697566849956,1.015042668600026
49,0.2385170615271002,1.2601141664122797,1.0509907102610114
50,0.238060976170329,1.2366170211768417,1.099331054150881
