epoch,memory_usage_mb,cpu_usage_percent,epoch_time_sec,loss,recall,ndcg,rmse
1,597.19921875,47.1,998.0594663619995,0.49827483307886244,0.0814148229008648,0.22697535847517197,0.4882021543212348
2,608.09375,43.8,992.5831816196442,0.4298457481101117,0.08757989084937214,0.23733026321722334,0.48033637315425104
3,645.73828125,43.7,998.8386986255646,0.39674022893366284,0.09655870151314232,0.25367058659420105,0.46894361812562035
4,675.8515625,44.6,985.7622466087341,0.37636881453825455,0.10244381791583217,0.26118909761677644,0.46305283915792594
5,705.3515625,43.5,1002.4489741325378,0.3648008992249065,0.10616691360233951,0.2660835610012618,0.4568960328561207
6,734.87109375,44.7,986.2004859447479,0.3561244308565454,0.10964885918301998,0.2735579629998095,0.45371292963592524
7,764.27734375,43.5,985.705554485321,0.3489379555293404,0.11283168399648699,0.2766098814823978,0.4474803635417175
8,793.4609375,43.5,986.9441001415253,0.34219968410874396,0.11439734032608337,0.27809523579387024,0.4442537590536059
9,822.37109375,43.4,999.9160258769989,0.3370668876983206,0.11599531629063957,0.2800996195278899,0.4355620559039933
10,851.3984375,44.6,986.7094826698303,0.3318946006442097,0.11805004144922802,0.28404684272407116,0.4330424850551414
11,881.23828125,43.2,987.4369494915009,0.32847728827312245,0.11913969823528557,0.2847562711646249,0.4322959266168727
12,910.83203125,43.3,999.5912597179413,0.32459036017598103,0.1218013473717342,0.28560487695763287,0.43073922066701514
13,939.359375,44.6,981.9218821525574,0.32245600277170117,0.12272739869956405,0.288376153289012,0.42755767827401586
14,968.23046875,43.5,983.0793032646179,0.3204332214701145,0.12368613357428437,0.2895258845733718,0.4243417775491909
15,997.0546875,43.4,982.5468356609344,0.3183620337655428,0.12524458348535036,0.2909613212981263,0.42179073417664603
16,1025.65625,43.6,985.9474484920502,0.316039940538627,0.12545905368848462,0.2903273328579543,0.42549241362039125
17,1054.76171875,43.7,1068.946379184723,0.3142661348866313,0.1274219359220697,0.29216887274944003,0.4237998092729288
18,695.3515625,47.8,1033.5046620368958,0.3127844265080356,0.12704375655348527,0.2912720632689543,0.42788731040214617
19,696.9140625,45.3,996.8549530506134,0.31175207475003974,0.12733958672174406,0.2938108491017321,0.42290402197846194
20,707.53125,44.8,983.5623943805695,0.3111282795820874,0.1282391290215866,0.2929133630530055,0.4205219198594332
21,736.86328125,43.5,985.1634063720703,0.30902348412799346,0.12825338638637498,0.29416572217853737,0.4198468295308733
22,766.9609375,43.7,1065.6678564548492,0.3080718888874838,0.1280807908342097,0.29502003759670586,0.42038382878975117
23,787.53125,47.4,1077.28359913826,0.3071896702740677,0.1299448255096929,0.2953682737347113,0.4185327947930191
24,677.77734375,47.7,1084.9821009635925,0.30615346129878324,0.12882883750856652,0.29529375222110427,0.4174400451855534
25,617.6796875,48.4,1084.8601524829865,0.3056718223658809,0.12963549937029312,0.2956511329865687,0.4174374629987149
26,594.51171875,48.4,1020.8141932487488,0.3050397843658771,0.12983956801575589,0.29483891900264764,0.4146540019952397
27,608.6796875,45.4,1093.1156101226807,0.30510515269552835,0.1302593505261522,0.29436452989242257,0.41836323586845353
28,589.5390625,47.9,1017.1863744258881,0.3037775660311961,0.13025053639575304,0.29578269812077296,0.42530492175539175
29,606.7265625,44.9,990.063958644867,0.30308382642146553,0.13107699687524232,0.2952348809762501,0.4149786087486446
30,615.99609375,44.1,996.0125553607941,0.30189494470704187,0.1314334678387117,0.2953521916772214,0.4119968882844298
31,645.90234375,44.8,984.9115998744965,0.301578802590505,0.13166160880285457,0.2960275086552991,0.414740317746923
32,675.84375,43.4,982.4081964492798,0.3007984506516959,0.1308146126178639,0.2965283997364983,0.41539195320136496
33,705.04296875,43.5,994.9947934150696,0.3004936402361926,0.13150200565726547,0.29749642296309997,0.41339851959807167
34,734.1796875,44.5,989.389655828476,0.3001875448732572,0.1322362570895574,0.296259701626636,0.40997925916891614
35,763.7890625,43.9,983.7210831642151,0.29967716311351195,0.13232862931726302,0.2963840175213831,0.4146089590277221
36,792.47265625,43.6,980.5468423366547,0.2991693133636735,0.1323579574748493,0.29772921978696937,0.4067772907534161
37,821.48046875,43.5,1015.8132991790771,0.29890024336414045,0.13241104105237475,0.2961583146866703,0.4114434072923892
38,850.30859375,46.0,980.8834125995636,0.2982563944892589,0.13205936301760912,0.29691029824693194,0.4145209984994738
39,881.09375,43.4,979.1309626102448,0.2980176574696612,0.1321317567034195,0.2958357062030833,0.4100579836720278
40,910.01171875,43.5,997.0781338214874,0.2979091130062976,0.13262439196329578,0.29584632436025005,0.40774866807380905
41,939.3046875,44.6,987.2463109493256,0.29739793560498784,0.13281983237077225,0.2951605133644518,0.4077017557184812
42,968.0625,43.6,981.2564005851746,0.29783392431343736,0.1328340551098753,0.2961037690315305,0.410717529121276
43,997.2109375,43.6,992.289660692215,0.2969605321289641,0.13326657564807567,0.29710553073727364,0.4086255181292793
44,1025.8515625,44.4,980.218014717102,0.2969418470687915,0.1337344584050168,0.2963312356373286,0.41072310101502046
45,1055.1328125,43.6,982.3714227676392,0.2962873339040114,0.13377037554940172,0.29676593124804584,0.409650397049581
46,1083.75390625,43.8,998.269651889801,0.29618083095719083,0.13346214222782524,0.296206165558292,0.4075218361780147
47,1112.4453125,44.9,979.9295039176941,0.2972094083736366,0.13372174221781435,0.29729385643506434,0.4091227430726053
48,1141.2109375,43.3,998.1458027362823,0.2965451311942544,0.13339997874780482,0.2978327643192179,0.406215314539253
49,1170.4921875,44.5,990.8704836368561,0.29600336006184164,0.13416735798586557,0.2982612410726337,0.4066552173681959
50,1199.53125,43.7,994.3188881874084,0.2961709289440459,0.13426581884092964,0.29795862125254513,0.4077852628016752
