epoch,loss,rmse,mae
1,0.6927516750387244,6.03975301962496,3.8538568127466277
2,0.6916206720713023,4.266342152813092,3.654168441533639
3,0.6874179695103619,4.1072953596714274,3.1309180649706265
4,0.6737453309265343,4.326236348064947,3.1325149970653294
5,0.6539673241409095,4.352454081664222,3.2128494128628127
6,0.6402961619802423,4.422789140820819,3.3095633571444725
7,0.6322550177574158,4.134359027167194,3.393488356841586
8,0.6224372918541367,4.259814797549553,3.5836297935948966
9,0.6131472507038632,3.9245006619321416,3.7836556529813414
10,0.6053734018995955,3.9461341191423793,2.9968910567833165
11,0.5986272861828675,4.562768411491521,2.789953588771673
12,0.5934802978425413,3.8302847980218604,3.223024269134653
13,0.5882416931358544,3.7389883964379758,2.8509758438918587
14,0.5829016018558193,3.716548805482354,3.1138297835738378
15,0.5799640674848814,3.6949413140728247,3.031607595217772
16,0.577869960585156,4.1197954527949765,2.8179283065391973
17,0.5719404864955593,4.30508883981449,2.8167934495100257
18,0.568853908293956,3.9187918302047766,3.199624610902992
19,0.5648971489957861,3.9872657661792417,2.9724197446449496
20,0.5629488302243723,4.039537848811835,3.089560282561849
21,0.5585279158643774,4.062123602816881,2.8341447131959367
22,0.5542634806117496,3.975814067992339,2.952485709314191
23,0.5501056418225572,4.154776556142885,2.9320043694740896
24,0.544599315604648,4.057479523503875,2.6096847747987746
25,0.5384399399564073,3.7113758251379507,3.3704292043252235
26,0.5363405274378287,3.6947220008655175,2.79166580648104
27,0.529838913195842,4.099977214222719,3.2423767050631733
28,0.5262317093642982,3.3524766165255984,3.199555222681021
29,0.5185346651721645,3.9455749472797326,3.322874380299716
30,0.5144618032751856,3.677638375897332,3.4117704967132774
31,0.5090205818414688,3.7700328683150253,3.2000848264817816
32,0.5038118068430875,3.918983480187665,2.848074363572034
33,0.5004745653352222,4.079118610301401,3.0849576203772062
34,0.4926932280933535,4.5203247682957155,3.0437378822746415
35,0.4893162939194086,3.9271653850815444,3.2589273756874686
36,0.484326991277772,4.409186964266293,3.2731163969034616
37,0.4779962434156521,4.976400772933886,2.9526480641276422
38,0.4728853887802846,3.7132167317895517,3.7196284285108723
39,0.46701722934439377,4.413801833849415,3.2283766281297384
40,0.46233514273488846,4.474987861159369,3.9374328421902183
41,0.4568947122709171,3.777041244707826,3.4401838037826202
42,0.45066661206451625,4.227019134096805,2.87420558990438
43,0.44645772028613734,4.845253097345769,4.1015791713826
44,0.4415883458143956,5.161694786747158,3.229295905957284
45,0.4367440753691905,3.967278119010519,3.748887012976751
46,0.430790705052582,3.3649999995380004,4.157431481388534
47,0.42767506274017125,3.9771177764628503,2.795185396947897
48,0.42191544336241643,4.665115877682989,3.8178870104244225
49,0.4163498677111961,4.291359616241057,3.099645151360586
50,0.4129902974173829,3.872310262132836,2.609118991275092
