test_rmse,final_recall@5,final_recall@10,final_recall@20,final_recall@50,final_ndcg@5,final_ndcg@10,final_ndcg@20,final_ndcg@50
"tf.Tensor(0.97676504, shape=(), dtype=float32)",0.03823189256862661,0.0490434570815377,0.0735659861999978,0.1089598024426632,0.0836743019092564,0.0800425579663494,0.08028418744369549,0.0828645225829246
