model,final_rmse,total_time_seconds,memory_usage_mb,recall@5,recall@10,recall@20,ndcg@5,ndcg@10,ndcg@20
LRML_TopK,1.2013105606542178,1118.4980025291443,711.44921875,0.15254629629629632,0.1983796296296296,0.318287037037037,0.14263674705736826,0.1693635628846749,0.20873475033932484
