model,final_rmse,total_time_seconds,recall@5,recall@10,recall@20,recall@50,ndcg@5,ndcg@10,ndcg@20,ndcg@50
LRML_TopK,1.0544986732130848,1027.2563743591309,0.06474603174603175,0.1278015873015873,0.2143095238095238,0.38066666666666665,0.04919603034330688,0.07006616006877707,0.0947362223022211,0.13345831145396875
