epoch,train_loss,test_loss,test_rmse
0,202713.375,54712.176,2.217748709740969
1,74554.552734375,18010.82,1.2614830670874717
2,20587.6728515625,5472.801,0.6731941028560551
3,28933.8330078125,4372.703,0.5937720770659829
4,31791.19482421875,4699.651,0.6185429972471715
5,17137.800537109375,7136.7246,0.7772694132791927
6,11193.153564453125,9779.507,0.9186491074892942
7,13131.80517578125,9547.422,0.9070205898062165
8,11286.710205078125,7120.103,0.7760107648902778
9,7854.5294189453125,4940.2324,0.6356013931804573
10,7434.077392578125,3975.0198,0.5621706953786191
11,6555.581787109375,3702.3625,0.5395492438150261
12,5840.3671875,3772.7344,0.5453711841928319
13,5248.8011474609375,3911.7925,0.5567550104887752
14,5373.6126708984375,3801.1162,0.5475475748303147
15,4921.1649169921875,3484.7212,0.5205093599812513
16,4651.6439208984375,3216.498,0.49641553604461774
17,4674.1666259765625,3074.4248,0.483152035793154
18,4546.700439453125,3025.7666,0.4785352886482397
19,4493.0799560546875,3024.4763,0.4784243163866709
20,4355.4229736328125,3019.5366,0.47795818662997097
21,4395.4737548828125,2985.42,0.4746893178265113
22,4313.3892822265625,2933.382,0.4696608517065432
23,4261.93017578125,2897.7217,0.46619011244423797
24,4199.771423339844,2884.5432,0.4649134720002722
25,4202.2958984375,2888.5515,0.46532225018764795
26,4052.6228637695312,2885.4446,0.46503144539764146
27,4090.3300170898438,2874.2097,0.4639323439708721
28,4037.9074096679688,2861.3186,0.46266303872227454
29,3882.268798828125,2850.2456,0.46156861053135373
30,3997.9376220703125,2843.9365,0.4609390446888064
31,3896.8936767578125,2841.4373,0.4606755595781654
32,3843.6006469726562,2838.8345,0.46039786336374705
33,3777.9596557617188,2831.613,0.45965949678830287
34,3798.0628662109375,2820.5994,0.4585381153625086
35,3741.7098388671875,2815.6287,0.4580105576205885
36,3645.8828735351562,2813.2168,0.4577394079451528
37,3655.0569458007812,2806.9365,0.45707738844632084
38,3617.4813232421875,2801.1453,0.45645625929482103
39,3578.008056640625,2792.4868,0.4555435524247596
40,3571.7557983398438,2787.2656,0.4549696883565924
41,3462.0982666015625,2788.7256,0.45506279380906745
42,3436.1220092773438,2787.4866,0.45487893637031335
43,3472.489990234375,2783.1155,0.45437558655206095
44,3375.3952026367188,2780.4854,0.4540452973920688
45,3383.4260864257812,2778.2205,0.4537484569410704
46,3340.9000244140625,2769.7097,0.45281992707959
47,3344.1649780273438,2763.2896,0.4520925371270692
48,3196.1077270507812,2763.212,0.4519970207477338
49,3213.9896850585938,2763.0325,0.45189055161870273
