epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,rmse,mae
1,1.4002384096852015e-05,1.4002384096852015e-05,192.13818134693727,1.162632421545335,1.1212596151694656
2,1.3691958042888814e-05,2.769434213974083e-05,154.75584835584888,1.2916563639232492,1.2544808618932963
3,1.3457832203405848e-05,4.115217434314668e-05,144.91241702227526,1.4015751449495708,1.3660900246083736
4,1.3801262319488209e-05,5.4953436662634884e-05,141.55737830246304,1.4541576096878805,1.4186224303901196
5,1.3873608704476844e-05,6.882704536711173e-05,139.07099776811393,1.5017519565884028,1.4658775499671697
6,1.3774861468455043e-05,8.260190683556678e-05,118.77608805520892,1.4640745902616359,1.4225684394299984
7,1.3966632495327737e-05,9.656853933089452e-05,82.26173447768912,1.3393115496729884,1.2937900783121585
8,1.3814901988009121e-05,0.00011038344131890364,70.43984037782715,1.2331149177575949,1.1858261697679757
9,1.556756119905289e-05,0.00012595100251795653,65.96561418696952,1.1878378558151923,1.1378602738305927
10,1.5143416606753739e-05,0.00014109441912471028,62.95825135723119,1.1577859742043266,1.101881521242857
11,1.5876041266903847e-05,0.00015697046039161414,61.04432072560094,1.1192634723264347,1.0590996739953755
12,1.39186339178512e-05,0.00017088909430946534,59.28116840162289,1.1057430081494553,1.0429921450912953
13,1.3792670815037637e-05,0.00018468176512450297,58.14517567496599,1.0935590433444293,1.0301376385509968
14,1.3705866784502192e-05,0.00019838763190900517,57.025939238056175,1.0873570485461117,1.025188977432251
15,1.3581613780444929e-05,0.0002119692456894501,56.19477693799516,1.0869665931916264,1.019790031197667
16,1.384746536529097e-05,0.00022581671105474107,55.483987957200995,1.0951734555764465,1.0272950804248453
17,1.3808884784308755e-05,0.00023962559583904982,54.628509521484375,1.099536954441524,1.030206736035645
18,1.4264302686445255e-05,0.0002538898985254951,53.639005590187296,1.0977931838303279,1.0274302364394068
19,1.4274989503016389e-05,0.0002681648880285115,51.81689541043759,1.1109092942575167,1.037333002756536
20,1.4277864681051452e-05,0.00028244275270956296,49.5878673997945,1.1364813841347072,1.0581069673262538
21,1.4410687401718684e-05,0.00029685344011128165,45.97524466129943,1.1339370081886477,1.050627065321803
22,1.3747187984507339e-05,0.000310600628095789,41.96399579310692,1.0976518221793197,1.0126646515950561
23,1.3790918521654505e-05,0.0003243915466174435,39.0086655561811,1.0552421209425482,0.9742545969501137
24,1.3898205534523159e-05,0.00033828975215196666,36.42231949282364,1.0071766263920663,0.938902709043026
25,1.4512431783907968e-05,0.0003528021839358746,34.03856508741,0.9528125242955532,0.8905019855692983
26,1.4500405512831166e-05,0.0003673025894487058,31.945756003737603,0.9170185773580884,0.8608422256201506
27,1.4400538029179803e-05,0.0003817031274778856,30.665206237578055,0.8932887597855549,0.839471127037704
28,1.5106591342816888e-05,0.0003968097188207025,29.655721686408402,0.8889862041539724,0.839846445722133
29,1.389417925503057e-05,0.00041070389807573303,28.913710546554587,0.872225306363072,0.8214000441387296
30,1.3804550327276461e-05,0.0004245084484030095,28.306524179045887,0.8636955362149644,0.8131624377138913
31,1.4018596275764623e-05,0.0004385270446787741,27.711687903703403,0.8554392872411698,0.8040306579552591
32,1.3890938155329978e-05,0.0004524179828341041,27.123143214422367,0.8503715622527034,0.8000023446053266
33,1.401822727824336e-05,0.0004664362101123474,26.809585380798417,0.8461793708237103,0.7950692292861641
34,1.4074009012071194e-05,0.0004805102191244186,26.423091478140194,0.8395009030029391,0.7884904769949616
35,1.4541684423732392e-05,0.000495051903548151,26.025011099254886,0.8401849348530687,0.790215304454416
36,1.7795206272262473e-05,0.0005128471098204135,25.85897982960016,0.8406562087249944,0.7903903726510704
37,1.570854798743435e-05,0.0005285556578078478,25.664477007642446,0.8362359331442845,0.7838619169436395
38,1.5271395514934833e-05,0.0005438270533227826,25.44996292612464,0.8341249736993763,0.7838676232248545
39,1.4877685209493037e-05,0.0005587047385322756,25.186042739242964,0.8328671085326174,0.7819728446312249
40,1.5076402751974686e-05,0.0005737811412842503,25.024453222980572,0.8341683969595475,0.7834443263530732
41,1.554876567341607e-05,0.0005893299069576664,24.785139499034223,0.8321047028782024,0.7813799889072776
42,1.4991484211714801e-05,0.0006043213911693812,24.620396156164503,0.8344746696023353,0.786191516482085
43,1.4269639822983127e-05,0.0006185910309923643,24.573887584456713,0.8349654168599555,0.7849133345685899
44,1.5398943109281775e-05,0.0006339899741016461,24.3869753311294,0.8373185488207441,0.7873300278447568
45,1.4619290277428002e-05,0.000648609264379074,24.366954217341736,0.8363859595566381,0.7859053122051061
46,1.4065796771960941e-05,0.000662675061151035,24.153185059258025,0.8385505510146017,0.7898530823931098
47,1.3916139542771086e-05,0.0006765912006938061,24.193348228855108,0.83719418856641,0.7873400764927267
48,1.3656484264147316e-05,0.0006902476849579535,24.11240158618336,0.8369938593653098,0.7861311043456197
49,1.3902999887937343e-05,0.0007041506848458908,23.99940210115284,0.8313647981920206,0.780828046771884
50,1.500018325420216e-05,0.0007191508681000929,23.88638021637627,0.8303763460453292,0.780188446841389
