epoch,loss,rmse,mae
1,0.6921089511850606,2.81989479553375,2.4290070202462806
2,0.6907443935456483,3.168100189939398,2.4367886049905256
3,0.6880328668200452,3.0493821391421494,2.1646817543298984
4,0.6822267848512401,2.8584557934678907,2.3133269314180716
5,0.6709089667900748,3.1847635621085493,2.4360077903001747
6,0.654702866854875,3.219810306817251,2.4823498280049683
7,0.6361244865085768,3.1918368884117942,2.445079758292839
8,0.6199156849280648,3.2262511658147894,2.4896633331391382
9,0.6103842763797097,3.1298711937739454,2.506116229374504
10,0.6030928699866586,3.064302585142281,2.2818295848979777
11,0.5973896384239197,3.0854851297313384,2.6891557460322266
12,0.5948627733665964,3.1224164068277007,2.545573218581093
13,0.5894565089889194,3.1719286210878774,2.3378276850835937
14,0.5908446998699851,2.9987963548139573,2.6143525741828424
15,0.5834479966889257,3.1033392384878695,2.4252095322542586
16,0.5757790415183358,3.3990260588029506,2.5414939019796257
17,0.5665920078754425,3.156894066948493,2.549971594797663
18,0.5603063987649005,2.9131659001479937,2.4789478675971623
19,0.559081468893134,2.9309784989882424,2.4401405569982897
20,0.5514802712461223,3.097444329395161,2.3193077414061545
21,0.5474642463352369,2.875822866285849,2.638334935478407
22,0.5411566431107728,2.9953041752397143,2.380113063784488
23,0.5344686527615008,2.7094173975091853,2.3985550125060473
24,0.5268367950035178,2.7845015438758742,2.3719432504347395
25,0.525404405982598,2.8088945564605337,2.2019562960812893
26,0.5130013642103776,3.0859987602353134,2.231037607334904
27,0.5085872068353321,2.891728475927329,2.3934166847756555
28,0.5031784973714662,2.8573195559021536,2.0453234507332665
29,0.4993751100871874,2.864613690426315,2.238014812823626
30,0.4913155138492584,2.731479024118905,2.265039284803629
31,0.48663410868333734,2.8040267332677025,2.315796009081347
32,0.4812420023524243,2.725481009957573,2.2540213355162386
33,0.47526919906554016,2.9382345166507706,2.0697557766629013
34,0.46608127200085187,2.7881501377817153,2.332887643725144
35,0.4612118925737298,2.9118263215145808,2.123935240949025
36,0.45459466783896735,2.640892913686276,2.0870082654473445
37,0.4537650437458702,2.557889039276093,2.23589654381548
38,0.44722976697527844,2.5934831995262226,2.157170068816762
39,0.4407346222711646,2.767393217192228,2.2117547948078577
40,0.43628309213596844,2.833391148284959,2.431128061237534
41,0.4342938123837761,2.611214831562307,2.261036968608836
42,0.4265385697717252,2.6666886775145557,2.3486233346247363
43,0.42385395583899127,2.4958079785308414,2.144174691159006
44,0.4168009699686714,2.581236361623051,2.132914200733519
45,0.4133232009151708,2.8065304032571032,2.2399426918064864
46,0.40846412142981653,2.808365895199088,2.239963215446366
47,0.41376481431981793,2.7881203626476156,2.166076218174646
48,0.40334607855133386,2.6860325451002334,2.3671634022154846
49,0.3956583401431208,2.766801447742094,2.2422648836873904
50,0.3913641746925271,2.583726971184494,2.263539521437614
