epoch,loss,rmse,mae
1,0.6926699037614622,0.587152745287809,0.44623193737654104
2,0.6767417670864808,0.595730210873502,0.3965244043431251
3,0.5988507474723616,0.5613364852189161,0.4768440714507224
4,0.5250167027115822,0.5616730177794862,0.46029555009920115
5,0.4875316317928465,0.7074679715240886,0.5461909455331374
6,0.46671849449998454,0.7113227899832372,0.5076488592832422
7,0.4529828146884316,0.590320322932371,0.5313879130748452
8,0.44505063326735245,0.6793673329929207,0.5666661217589981
9,0.43639116459771204,0.6026821230968951,0.7817851844794461
10,0.4287024375639464,0.7300624026947614,0.5715886057262338
11,0.4194653485166399,0.8658718056325311,0.6083447813466237
12,0.4106805712768906,0.6013872389454463,0.6662125168228803
13,0.4073342935819375,0.7327108703363355,0.6084795364733494
14,0.396509419146337,0.7516030290374672,0.6686931138332198
15,0.38929271070580734,0.8255463577568847,0.7151940847349071
16,0.38435058099658864,0.6933668557233533,0.6186905402400205
17,0.3771169236616084,0.7002876407163395,0.6484708250012993
18,0.37033190029232127,0.6851587990611848,0.6217504209610742
19,0.36117894751460927,0.8095290163738641,0.7980090685919972
20,0.35828467027137156,0.73542629787398,0.6094121282658943
21,0.35134521636523697,0.8731063865266312,0.6444193383692314
22,0.34275028423259135,0.7813959850698401,0.6974587635037578
23,0.33958745943872554,0.7623149894932746,0.7873405487194276
24,0.3311280294468528,0.6737959071837956,0.6865031419416658
25,0.32666203732553284,0.743724608887548,0.8528849207589686
26,0.3211878275400714,0.9523057835538119,0.8443721944143768
27,0.3166766100023922,0.8656061320826113,0.6513364441072078
28,0.31075406192164673,0.6984214721861467,0.8067948114294383
29,0.30748992726991053,0.7417860015004532,0.8449702872185042
30,0.30253971407288,0.8387374779867076,0.7603329026502863
31,0.2961012050509453,0.8058398666395404,0.8198121086795916
32,0.29267825970524236,0.7495478431943625,0.7003882166773774
33,0.2859266216033383,0.7530470460350714,0.777740673733035
34,0.28079573182683243,0.8549890146256365,0.7174537927963652
35,0.2818580948208508,0.8927222812309927,0.7956161399446937
36,0.27895395536171763,0.9180785459973553,0.898848057068813
37,0.2732359368942286,0.8644041088432098,0.7477242336968255
38,0.2687159208090682,0.8512490728676168,0.76065689994579
39,0.2616182634312856,0.8769869577363999,0.7184230713013
40,0.2581099520780538,0.7870488730483695,0.8157195175643404
41,0.25688354867069346,0.833917638665395,0.8037492341319085
42,0.2519114652746602,0.8037302283674453,0.7157951604041982
43,0.2491019691683744,0.7863848129221226,0.6889750559523079
44,0.24455694383696505,0.7934009880255515,0.8716925965950256
45,0.24227923331292053,0.8604199335869669,0.7930585920527166
46,0.23901226567594627,0.8166597942287066,0.9239946268950017
47,0.2350731164609131,0.8827819740799839,0.7618262072348726
48,0.2299260802959141,0.9011695488144803,0.7737915553202062
49,0.2256783931271026,0.9531152139401479,0.798228690720085
50,0.2253094717468086,0.8403105490665018,0.7549599184211793
