epoch,train_loss,test_loss,test_rmse
0,1626806.125,285279.34,2.9250871451358056
1,1127382.625,216185.3,2.546018494705167
2,767856.0,162519.19,2.2071145149535076
3,524635.34375,123320.805,1.9221735143609975
4,401637.75,97124.76,1.7054097146278175
5,361723.359375,81368.02,1.5605898669693063
6,350047.78125,72780.89,1.4756915637286052
7,342498.15625,68559.68,1.4321115041152992
8,340203.875,66884.19,1.414438888208637
9,323241.484375,66638.31,1.4118234583437224
10,313130.453125,67211.46,1.4178996047143981
11,308414.640625,68125.11,1.4275342205251234
12,299688.421875,69055.44,1.437278424089065
13,292488.859375,69763.34,1.4446481857290785
14,285644.765625,70093.266,1.4480680499431817
15,279800.578125,69924.69,1.4463161951683743
16,276543.546875,69345.9,1.4402940321527196
17,269292.3125,68589.4,1.4323856345548294
18,267600.734375,67738.57,1.4234390295856112
19,261207.4375,66964.7,1.4152521725394926
20,251707.90625,66243.375,1.4075780479216107
21,246708.078125,65628.41,1.4010014440557366
22,246928.1328125,65150.25,1.3958658083123148
23,244598.25,64794.336,1.3920297155654904
24,241491.328125,64511.1,1.3889684952784183
25,236072.7734375,64266.96,1.3863238548694823
26,235154.4921875,64108.08,1.3845985325591743
27,228919.046875,63967.496,1.3830697184290437
28,228634.484375,63740.3,1.3805980646790772
29,223137.8203125,63416.33,1.3770676078601645
30,225864.453125,63122.707,1.3738596733692714
31,219204.9765625,62882.113,1.37122482359235
32,220159.7265625,62623.84,1.368391117899813
33,216899.140625,62336.855,1.3652359164476902
34,214019.28125,62056.23,1.3621434786636764
35,210191.8671875,61822.24,1.3595588623352357
36,207921.9921875,61608.684,1.35719535752345
37,207753.6640625,61355.94,1.354393637739481
38,206747.0,61115.527,1.3517228609939342
39,203505.6015625,60914.242,1.3494820379458434
40,203304.6171875,60718.55,1.3472997329424459
41,197598.1875,60463.535,1.3444517832188956
42,196130.09375,60260.555,1.342179560208632
43,198516.734375,60133.582,1.3407546905724863
44,195770.6328125,59965.277,1.3388649879383738
45,195571.0390625,59798.242,1.3369866703961466
46,192169.609375,59655.965,1.3353837951313754
47,190988.734375,59530.047,1.3339632091397733
48,190879.9296875,59425.188,1.3327779585389334
49,189360.765625,59293.17,1.3312855337893192
