epoch,train_loss,train_auc,train_f1,train_recall,test_auc,test_f1,test_recall,train_rmse,test_rmse
18,1.3865774255162397,0.5014116345793161,0.4986364340180688,0.48937113436915375,0.4971623240533434,0.49614983973794063,0.48621115088219113,0.49997998408080985,0.499999995348778
19,1.3867454908353865,0.5007939581195937,0.4928006649573202,0.48323900257628166,0.4952790634121782,0.4884537638519034,0.4778562864411837,0.49994922874241343,0.5000001198577755
20,1.3865837134053354,0.5011269213353091,0.4996722298357441,0.49609707718028634,0.49729154854876806,0.4972631228040197,0.4924198626112507,0.49997810606606735,0.5000000321823452
21,1.3866662433863755,0.5004119402981869,0.5097242826456264,0.5191034163833856,0.49940470377649626,0.5091836669687084,0.5181202449872542,0.49996184534954147,0.5000038199606471
22,1.3865440725745641,0.5009476206260163,0.49549949742544913,0.4739012347045159,0.49811703258409434,0.49431928242234013,0.4709860587751097,0.49998731796367335,0.49999996807941316
23,1.3864687213448665,0.5006500091772342,0.504337849919197,0.4668060138381352,0.5014523665774827,0.5039313758743742,0.46596453946445443,0.4999995522303441,0.4999999994633386
24,1.3867465300410318,0.5006128108408971,0.5071818531927595,0.5136043402528588,0.49804255367401035,0.5056847697966503,0.5120759343405984,0.49994561930920434,0.500001131924195
25,1.3865701510767232,0.5003614128860051,0.4893303470525137,0.4751613792853917,0.5000650242462449,0.4893747918605732,0.4742959741498729,0.49998157476452393,0.5000000255311087
26,1.386525158390336,0.4997917075807402,0.5002695255422627,0.49622728028603774,0.5004995064295772,0.5028400643177068,0.4992352393152857,0.49998957809051686,0.5000000894318322
27,1.386670012912408,0.5003869696403793,0.5029457153447695,0.5047454806443783,0.498148405498256,0.5023886973652629,0.5038200321169501,0.4999612358549498,0.49999751305833595
28,1.3866013831087292,0.49976154680846685,0.5046197776308939,0.5014858319933609,0.5003768923327631,0.5043640689490501,0.49953896818122007,0.4999766725267264,0.4999999442958246
29,1.3865286053028876,0.5008452604826632,0.5095371763864688,0.5147623025019837,0.49830672170010837,0.5077155492628631,0.5118814259159828,0.4999890615634654,0.500000027863488
30,1.3864994703921503,0.5011319807583001,0.4955621962712314,0.48403426505420283,0.4981749149367393,0.49390654005573376,0.48202590701719555,0.49999420125049,0.49999995600617386
31,1.3865307310236943,0.5007122915265386,0.5030473427140929,0.5049374540226477,0.49924737528735863,0.5029942947664144,0.5042567259765698,0.49998810938123706,0.49999981656714687
32,1.3866256119959024,0.5006339580637575,0.5007683776181199,0.5007175306427778,0.5005386277609418,0.5020963666626845,0.5027930697540455,0.4999703744920565,0.5000003763048319
33,1.3865212282257764,0.5004063013044254,0.4957828491225903,0.48758418272165727,0.49733387202058954,0.4949209273738199,0.48664425380267173,0.49999017618310176,0.5000000733663046
34,1.3865360120486785,0.500417056967281,0.5097999119987046,0.510447712105715,0.4984924398282827,0.5098879513031424,0.5102448220497462,0.4999880668236597,0.49999998069019935
35,1.3865124609972863,0.50017973372358,0.49580951919761446,0.48726855435148514,0.50042451493991,0.49586510223666447,0.48600112215687924,0.4999916745287661,0.5000000158993052
36,1.3864929852464274,0.5007470686477549,0.5107860835228074,0.517929710234577,0.4962712528826128,0.5080289095435251,0.5145297825909085,0.4999951147747098,0.5000002965706386
37,1.3867300601818102,0.5006244081325445,0.4980368528082709,0.49235623719178767,0.4978525103941078,0.4958124929455569,0.48890734483415643,0.49995297230873326,0.500000288052497
38,1.3865771018336173,0.5004485966626282,0.49295512315925755,0.4851091381414007,0.49913475677830205,0.4922755191644074,0.48383152075972363,0.499978427203389,0.4999992176904984
39,1.3866384045425553,0.5007293314872066,0.4982700706946361,0.4957263286380977,0.49804494420700174,0.49789533194597296,0.4950814316699497,0.49997005649904686,0.4999996969713736
40,1.3865790877641584,0.5002140352353527,0.503243713625592,0.5016057946479722,0.4988526849625626,0.5023341915220877,0.4996909301203227,0.4999798894737972,0.5000000004306255
41,1.3865047580992695,0.5007144827823202,0.49434418466521624,0.48584338792770043,0.499181024061321,0.49130572238984416,0.4808081938855443,0.4999923634843973,0.5000003736530165
42,1.3865697870340048,0.5003827142537451,0.49345020610398377,0.48388855986231055,0.4975602374133357,0.4916454717615807,0.48134603681490096,0.49998158414746674,0.4999999464146645
43,1.386752963066101,0.5006836123496856,0.501919701542501,0.503386028787672,0.4976059792840536,0.5012433789932726,0.5029430797546158,0.49994330505980245,0.5000013818648374
44,1.3866479781711047,0.5013045331426934,0.49920496014783466,0.4961888011045895,0.4994639790513477,0.49867993001275734,0.4947996244482987,0.49996872980123036,0.4999998699782204
45,1.3864912064620731,0.5013967076704057,0.5009887761185087,0.49781687722694573,0.4956074513949231,0.4985602368824043,0.49525513469397536,0.499995264134589,0.5000000039031379
46,1.386512481310977,0.5008850504625959,0.5018725258708473,0.5000655201226959,0.498956435278332,0.5020190646064785,0.5002063442519795,0.499991592734786,0.49999997927734147
47,1.3866388768358615,0.5006893477484087,0.5056485838157946,0.5107603695004853,0.4993202027739973,0.5047086216896213,0.508493211876657,0.49996680453012415,0.4999993623933616
48,1.3865817683694608,0.5002013618472565,0.5042534757159634,0.5013652109057515,0.5006621406657956,0.5041431527413665,0.5006746966247968,0.4999796510343448,0.4999999096553291
49,1.3865235819410315,0.4998621112188305,0.5037443874309211,0.5029533125351926,0.49733813982231784,0.5030700861903931,0.5012003065178298,0.4999896890468555,0.500000355368986
