epoch,train_loss,train_rmse,train_mae,test_rmse,test_mae
0,3.265087583684063,1.188116299876422,0.9813247521300442,1.1284995717505888,0.937077886554309
1,2.984675963311085,1.1095064322501156,0.9182610086610135,1.1133306682527078,0.9193670479322059
2,2.9499266883095006,1.09159150994002,0.8989454077449269,1.1043387596032737,0.9061915891555449
3,2.9358390615654484,1.0869450404406154,0.8912257653025265,1.100502866726861,0.899564036530339
4,2.926008058391071,1.0825978799603244,0.8857361865871681,1.0928915666490089,0.8938785652733512
5,2.919666583862893,1.0822624517737895,0.8838859595991193,1.0954441672273694,0.8947244661265157
6,2.9148188489261813,1.0813170556957596,0.8819500442880851,1.0943819966509027,0.8918005439401087
7,2.9118621349334717,1.0783362075609544,0.8793165977739801,1.0916382168146042,0.8903332577319816
8,2.907790128246984,1.07881169798375,0.8789152452581896,1.0954417713345026,0.8915673453464277
9,2.906788451506117,1.0809951352977527,0.8802114743231915,1.0944316251957915,0.8899186947253637
10,2.9057316577832926,1.0765873088521307,0.876600785254059,1.0975018293372267,0.8906785744992602
11,2.903186533322371,1.0827290300509718,0.8810064295703808,1.0898566611635725,0.8855930755380541
12,2.9003882101691474,1.077257371700203,0.8754105492068144,1.0913504277520594,0.8840369489561353
13,2.902349627722811,1.0810056791203735,0.8800976443393992,1.0931810378789977,0.888709606641593
14,2.8987418704290318,1.0777431254429923,0.8758572657317973,1.0948334174280843,0.8880450953082699
15,2.900129348269465,1.0797213669788566,0.8774520393672924,1.0913614892810453,0.8886663074760387
16,2.900233597252853,1.0783558562491844,0.875102565325319,1.0914449446926724,0.8886516608504785
17,2.897418229316378,1.078860323243268,0.8772127321989944,1.0973912883551717,0.8911077779484913
18,2.896893191153715,1.0813548531904196,0.8789226133913661,1.088806750852567,0.8864361358056259
19,2.8970591372266834,1.0809245758892865,0.8790298634020683,1.0954262485143607,0.8872198930863912
20,2.895002270725515,1.0743691345253341,0.8733524093986489,1.0948226845236855,0.889244392216723
21,2.8944642844114328,1.080434054765672,0.8786907853776565,1.0971206335363755,0.8917821445372991
22,2.894950655248294,1.0763067215641593,0.8750303758260531,1.08976316751461,0.8870694390886152
23,2.8926087339004085,1.07599173362446,0.8749559880532802,1.0920386707503267,0.8885318136696393
24,2.890802320906926,1.0736794630167221,0.8725302451400635,1.0888890929899517,0.8865171220774452
25,2.888396121542374,1.0760586751776866,0.8751333266383228,1.0893967264296975,0.8868773260878192
26,2.888375365029264,1.0803230593286746,0.8782923016294192,1.0937403872165674,0.8869486837777205
27,2.887409376301312,1.0780402117978052,0.8756530980821341,1.0912109713638498,0.8877350215722496
28,2.8866064272686875,1.0775646142578728,0.8766766673219629,1.0917675357606755,0.8866409911618879
29,2.888247830702284,1.0793535625169992,0.8775808781531688,1.0842531617797664,0.8834003155223198
30,2.887645093824686,1.0736273096721571,0.8727750352849492,1.0928086253206002,0.8878480388343127
31,2.8866661704291414,1.0762252064286832,0.8746930672219978,1.0845581611273414,0.8835911681591015
32,2.8866351288204632,1.07704628520243,0.8763789151950429,1.088714322188117,0.8869060843717307
33,2.884686022000938,1.0765250238501276,0.8745664623759998,1.091850938558815,0.8900264975382015
34,2.884720874016573,1.076322170523211,0.8747863396196268,1.0898624182438654,0.8873570271017444
35,2.885116962050411,1.0752629703530752,0.8745566201187336,1.0862604152211237,0.8832991201456429
36,2.883860611363977,1.0787342790046193,0.8765516914069079,1.086004338216852,0.883546817724386
37,2.8830753524996013,1.0761774833116675,0.8745744525699709,1.089996005905177,0.8873582616086222
38,2.8835605778240607,1.0775680187939232,0.876450390156466,1.0896143100576972,0.8861231482070353
39,2.8841269292071425,1.0792634044209193,0.8774101918157285,1.0900110520372914,0.8830058585929995
40,2.884166119337695,1.0759814193823944,0.8746072529868868,1.0888742671051996,0.8882094095719771
41,2.88261396290404,1.0736996723132937,0.8713599766726988,1.0870413235314476,0.8825814987713885
42,2.883178197326268,1.0770737484353499,0.8763683544612155,1.0850377803919669,0.8825226877427971
43,2.883680588175521,1.0774720956255,0.8767338686276418,1.0928491804869793,0.8893805955562534
44,2.8822422940810726,1.0739086102123774,0.8734000305143687,1.085011585022158,0.8810289401897333
45,2.8833916818574648,1.0750606182705118,0.87387238971692,1.0892824379850286,0.8866844857887676
46,2.883440841439451,1.0769481056051389,0.8760249713862626,1.0849105725228627,0.8812111794250086
47,2.883482606368077,1.079294969184269,0.8789688044433626,1.086784770270765,0.8861881552859106
48,2.8831568315893334,1.07815994198005,0.8762760373095099,1.0872539129385692,0.8847369336548986
49,2.882493950713876,1.0753672747528735,0.8730393993647363,1.0876268633961548,0.8852353468796031
