epoch,memory_usage_mb,cpu_usage_percent,epoch_time_sec,loss,auc,f1,rmse,recall
33,931.62109375,74.5,62.65973615646362,1.3865212282257764,0.49978367192698797,0.49566621651845716,0.49999017618310176,0.48758418272165727
34,931.62109375,74.9,62.768383741378784,1.3865360120486785,0.49887011649342494,0.5086879510027081,0.4999880668236597,0.510447712105715
35,931.62890625,74.7,64.71466374397278,1.3865124609972863,0.4965998280970458,0.49107720814803985,0.4999916745287661,0.48726855435148514
36,931.62890625,77.5,62.89649295806885,1.3864929852464274,0.5000676527618311,0.5110977534918493,0.4999951147747098,0.517929710234577
37,931.62890625,74.9,62.7112340927124,1.3867300601818102,0.4984299560657807,0.4952824199362381,0.49995297230873326,0.49235623719178767
38,931.6328125,74.3,63.00276589393616,1.3865771018336173,0.4987871563366738,0.4901362287271256,0.499978427203389,0.4851091381414007
39,931.2890625,74.3,63.0107696056366,1.3866384045425553,0.49894364164690985,0.49865534465797123,0.49997005649904686,0.4957263286380977
40,931.95703125,75.2,62.90557527542114,1.3865790877641584,0.4979568700823312,0.503100041677676,0.4999798894737972,0.5016057946479722
41,931.796875,74.6,63.334455490112305,1.3865047580992695,0.49749474517750214,0.4919016525950942,0.4999923634843973,0.48584338792770043
42,931.796875,74.1,63.2760956287384,1.3865697870340048,0.49962791246211086,0.49465738212544913,0.49998158414746674,0.48388855986231055
43,931.79296875,75.5,62.994531869888306,1.386752963066101,0.49816546900083364,0.5010833074067322,0.49994330505980245,0.503386028787672
44,931.79296875,74.4,62.96623992919922,1.3866479781711047,0.4944595807533311,0.4935008593734455,0.49996872980123036,0.4961888011045895
45,931.796875,74.9,62.74023985862732,1.3864912064620731,0.4984068919028559,0.49959602577577283,0.499995264134589,0.49781687722694573
46,931.796875,74.6,62.94621777534485,1.386512481310977,0.4964464876588001,0.4985254659961131,0.499991592734786,0.5000655201226959
47,931.796875,74.6,62.85279083251953,1.3866388768358615,0.4972941879494304,0.5023269667684583,0.49996680453012415,0.5107603695004853
48,931.73046875,75.2,62.654990911483765,1.3865817683694608,0.4973712536430084,0.5024110067593082,0.4999796510343448,0.5013652109057515
49,931.73046875,74.8,62.685338735580444,1.3865235819410315,0.5014980627671415,0.5040109952010549,0.4999896890468555,0.5029533125351926
