epoch,memory_usage_mb,cpu_usage_percent,epoch_time_sec,loss,auc,f1,rmse,recall
0,708.50390625,23.5,76.03155207633972,1.532656966838067,0.49486260376804625,0.4958545149636585,0.4999943738967663,0.49514025499788156
1,986.890625,79.4,85.3652696609497,1.3864457535102228,0.49423737028060416,0.4926067815644229,0.49999706209406664,0.48363919069918
2,986.80859375,85.8,69.98208475112915,1.386433220497696,0.49893595508941513,0.4994904282821741,0.499998478159708,0.48403727839663063
3,986.6640625,78.0,72.14698958396912,1.386431400818675,0.4993280930621052,0.5078051398451393,0.4999994334514531,0.46606087042816746
4,987.890625,79.2,71.47354984283447,1.3864314304873548,0.49860529013243293,0.6403033918037055,0.49999983819703747,0.016258611246197523
5,987.89453125,79.3,75.71718764305115,1.3864350880208036,0.49819096055359363,0.5672953470863437,0.49999998809718055,0.25310740249716096
6,987.96875,80.6,74.88174700737,1.3864371439801204,0.5010458965504779,0.5363950140530284,0.4999999764401273,0.3180381692173605
7,988.70703125,80.6,71.31038784980774,1.38644238223944,0.49820402481469633,0.5000887044894918,0.49999956839321463,0.48146967672258756
8,988.75390625,79.1,68.69011092185974,1.3864533029864188,0.4971555293646275,0.5065457803631137,0.49999831244973575,0.5097641130191208
9,988.73046875,77.3,69.44006061553955,1.3865042278050308,0.49992364590001215,0.4988901918690994,0.49999039810081086,0.4951998393371636
10,988.74609375,77.8,64.33196425437927,1.3865211410907352,0.4996369126950701,0.5019068069755775,0.4999882426554097,0.5030172139708532
11,988.75,75.9,64.30187559127808,1.3865481935809012,0.4975071789070921,0.4957914826225631,0.49998333375317844,0.4945011500483529
12,988.74609375,75.6,64.36836695671082,1.3865910808601722,0.49989612555542917,0.49589409307547627,0.4999768386057402,0.49421408666762945
13,988.75390625,75.4,64.81352090835571,1.3864904211775604,0.49738886475583344,0.505608786872272,0.49999541325311925,0.5118581227406833
14,881.44140625,76.3,65.43082284927368,1.3865360446574977,0.49930687133363494,0.5005962583432448,0.4999878160855631,0.5005028043432014
15,931.84375,77.9,63.11422276496887,1.3865936283573441,0.49655436013036175,0.49588207943333773,0.4999767168852668,0.5003634909438145
16,931.84765625,74.9,62.5387167930603,1.386659788978474,0.4979510764966685,0.5019207193012966,0.4999650644420782,0.507545736304839
17,931.84765625,74.7,62.84122848510742,1.3865232986185048,0.4987619450663566,0.4987633863470588,0.49998960338938253,0.49612478304792634
18,931.8515625,75.3,62.663910150527954,1.3865774255162397,0.49739374394966135,0.4953749684101154,0.49997998408080985,0.48937113436915375
19,931.85546875,74.7,62.799046754837036,1.3867454908353865,0.5004110642004708,0.493994079497247,0.49994922874241343,0.48323900257628166
20,931.8125,75.5,62.82013440132141,1.3865837134053354,0.49769774128399213,0.49692954431992414,0.49997810606606735,0.49609707718028634
21,931.81640625,74.7,62.70443606376648,1.3866662433863755,0.49844069692688137,0.509796377669742,0.49996184534954147,0.5191034163833856
22,931.83203125,74.7,62.808016300201416,1.3865440725745641,0.4985257727272091,0.4940921346514108,0.49998731796367335,0.4739012347045159
23,931.9296875,75.0,67.31622171401978,1.3864687213448665,0.4955252654625534,0.4979265722906986,0.4999995522303441,0.4668060138381352
24,931.9296875,79.8,64.0165376663208,1.3867465300410318,0.4989632089668841,0.506643598283069,0.49994561930920434,0.5136043402528588
25,931.9296875,77.7,62.87962579727173,1.3865701510767232,0.49739747570200404,0.48782050649481284,0.49998157476452393,0.4751613792853917
26,931.9375,74.9,62.72421908378601,1.386525158390336,0.4990046192190219,0.4994694887781761,0.49998957809051686,0.49622728028603774
27,931.9921875,74.9,62.82326936721802,1.386670012912408,0.49920066972241656,0.5016620666804759,0.4999612358549498,0.5047454806443783
28,932.0,74.9,63.049875020980835,1.3866013831087292,0.49822731404673337,0.5021615199349583,0.4999766725267264,0.5014858319933609
29,931.34765625,75.4,62.853912591934204,1.3865286053028876,0.4973272824749907,0.5056923175835142,0.4999890615634654,0.5147623025019837
30,930.8828125,75.2,62.60643744468689,1.3864994703921503,0.49746411826675424,0.49259871291933166,0.49999420125049,0.48403426505420283
31,931.625,75.4,63.058369398117065,1.3865307310236943,0.4975353239858328,0.5008511838091069,0.49998810938123706,0.5049374540226477
32,931.625,74.3,62.70301270484924,1.3866256119959024,0.49537632973502854,0.4980645522284359,0.4999703744920565,0.5007175306427778
