epoch,train_loss,test_loss,test_rmse
0,388022.25,72503.21,6.568033179363281
1,348973.484375,61527.812,6.049302356472786
2,277312.984375,51308.69,5.522666186044923
3,213119.3515625,41810.914,4.983532242380889
4,150920.1015625,33177.348,4.436950307097545
5,112019.4765625,25579.312,3.892920662862716
6,69797.720703125,19240.275,3.372507514867038
7,42268.22265625,14286.708,2.9015400602438555
8,34562.5224609375,10666.613,2.5018547034168157
9,27607.4951171875,8206.081,2.188881223901962
10,29013.7568359375,6654.266,1.9660050047379518
11,31185.2666015625,5771.1523,1.8270471860688802
12,32568.0419921875,5362.194,1.7589657042328477
13,30597.3955078125,5302.5195,1.748789112660154
14,26000.1591796875,5498.525,1.781894757466884
15,26292.2099609375,5900.854,1.848013453118185
16,25097.166015625,6439.6753,1.933028691359828
17,23520.7841796875,7056.951,2.026043750460235
18,21768.623046875,7713.522,2.1205064184087123
19,20336.1162109375,8323.019,2.2045760609781198
20,21603.0537109375,8777.299,2.2652069714065037
21,20928.130859375,9094.396,2.306584164653884
22,18994.1474609375,9312.966,2.3346765806157164
23,18340.4609375,9443.649,2.3513118192876625
24,17397.40869140625,9506.953,2.359325757977956
25,18403.947265625,9491.026,2.3573077210911983
26,18808.078125,9393.515,2.344931898678467
27,16459.61767578125,9268.341,2.3289495157250344
28,16910.7177734375,9136.24,2.3119620757620227
29,16364.72802734375,9006.145,2.295108544322521
30,16741.5703125,8930.207,2.2852096771346155
31,16527.12109375,8929.306,2.2850827974777665
32,14055.1484375,8919.981,2.2838551799087643
33,14493.36376953125,8933.102,2.2855570988310943
34,14988.20751953125,8958.98,2.2889202255892322
35,14929.7900390625,8997.951,2.2939802092302037
36,14295.95654296875,9047.076,2.3003453392814865
37,13619.89794921875,9115.803,2.309225362426308
38,13130.34130859375,9228.259,2.3236905487411526
39,12980.38134765625,9298.782,2.332709978651299
40,12825.3359375,9302.353,2.3331505568850037
41,11978.9560546875,9260.095,2.3277259532429793
42,11504.10693359375,9208.126,2.321040427610312
43,12033.673828125,9205.619,2.3207010214834156
44,12009.4619140625,9211.03,2.3213787378167527
45,10320.439453125,9207.197,2.3208681840816774
46,11690.7353515625,9229.67,2.323735846879663
47,10911.0322265625,9205.356,2.3205942297015887
48,11251.5029296875,9174.468,2.316601489975498
49,10658.869140625,9151.894,2.313673806852951
