test_rmse,final_recall@5,final_recall@10,final_recall@20,final_recall@50,final_ndcg@5,final_ndcg@10,final_ndcg@20,final_ndcg@50
"tf.Tensor(0.99708325, shape=(), dtype=float32)",0.021714078940860197,0.03139139498125781,0.061220285358478004,0.09701201565574825,0.07793261831027257,0.0695486755917225,0.07204195350352555,0.07382136929232791
