epoch,train_rmse,valid_rmse,recall@5,recall@10,recall@20,recall@50,ndcg@5,ndcg@10,ndcg@20,ndcg@50
24,"tf.Tensor(0.7642084, shape=(), dtype=float32)","tf.Tensor(0.8653721, shape=(), dtype=float32)",0.04913535590047429,0.06770478676829225,0.09436923703391925,0.1428375865958226,0.05844668789157164,0.057432427161896255,0.06541715925285982,0.07921626470790978
25,"tf.Tensor(0.75110316, shape=(), dtype=float32)","tf.Tensor(0.8675514, shape=(), dtype=float32)",0.021154594745926014,0.039549479015423286,0.08873073091339345,0.13242711680018182,0.049486164587330815,0.044525424371213464,0.05880380743247757,0.0737344895994628
26,"tf.Tensor(0.7398992, shape=(), dtype=float32)","tf.Tensor(0.8727914, shape=(), dtype=float32)",0.03552303260451739,0.05119445499053555,0.06949084611503363,0.10443205501182616,0.0502472078317943,0.05150001999728412,0.05481507716616113,0.06787683159058283
27,"tf.Tensor(0.7332586, shape=(), dtype=float32)","tf.Tensor(0.88099587, shape=(), dtype=float32)",0.04824629792906268,0.06561763817274335,0.09667772220229749,0.11486101131528131,0.07220146892775321,0.0721017872364304,0.07981927332201352,0.08544751306602454
28,"tf.Tensor(0.7200425, shape=(), dtype=float32)","tf.Tensor(0.88369006, shape=(), dtype=float32)",0.02603951000690131,0.04516516092603049,0.05994337787816049,0.13760116694899302,0.04366627303615925,0.04445724111544304,0.04955775674648454,0.07154639697703166
29,"tf.Tensor(0.71571815, shape=(), dtype=float32)","tf.Tensor(0.88900924, shape=(), dtype=float32)",0.046840018058505455,0.05433894070448693,0.07559830835687333,0.10367452475607107,0.053199572797704556,0.054728242134724936,0.06289102488205753,0.072195904189353
30,"tf.Tensor(0.7079415, shape=(), dtype=float32)","tf.Tensor(0.8914034, shape=(), dtype=float32)",0.03564266980412162,0.07745709060790412,0.10486366149147751,0.1562128802569979,0.05679900029851186,0.064075110750018,0.0734349332862461,0.08902601326863245
31,"tf.Tensor(0.701491, shape=(), dtype=float32)","tf.Tensor(0.8953404, shape=(), dtype=float32)",0.026707790508463197,0.050320220962998916,0.09454434618593922,0.14117318979539226,0.05744139171723068,0.05586721019438497,0.06930875397815377,0.08372764878384092
32,"tf.Tensor(0.69558775, shape=(), dtype=float32)","tf.Tensor(0.89903057, shape=(), dtype=float32)",0.02038729040817024,0.04193621111710852,0.06486180640867113,0.0994061552486856,0.03584786666777005,0.04290358112882788,0.052626932614253844,0.06431659471424875
33,"tf.Tensor(0.6883631, shape=(), dtype=float32)","tf.Tensor(0.90462774, shape=(), dtype=float32)",0.03676377797971069,0.06587508367616131,0.08992916403119273,0.13174404764295136,0.06003898369201222,0.06478369886706474,0.06948132933835316,0.0823291258257919
34,"tf.Tensor(0.67823154, shape=(), dtype=float32)","tf.Tensor(0.9098765, shape=(), dtype=float32)",0.02160722152819269,0.03173279169246254,0.08263907266367751,0.13465893274855306,0.044642549610912935,0.043500301299466436,0.05794577740472502,0.07277498135116096
35,"tf.Tensor(0.67113745, shape=(), dtype=float32)","tf.Tensor(0.91286874, shape=(), dtype=float32)",0.03406256563747112,0.047867344795511156,0.08081109689687194,0.13296831926912267,0.05176497258181296,0.04871492553872494,0.059823884998539696,0.07463317385992932
36,"tf.Tensor(0.66415656, shape=(), dtype=float32)","tf.Tensor(0.9196765, shape=(), dtype=float32)",0.034938708380684365,0.05759197086911168,0.07730134709810993,0.14854403908256014,0.062444559299615274,0.05686005095955631,0.058876477736905936,0.07901756801733437
37,"tf.Tensor(0.65780157, shape=(), dtype=float32)","tf.Tensor(0.9254163, shape=(), dtype=float32)",0.026265636903682447,0.03409955814517384,0.06682524617209526,0.10355725362279342,0.043693252992693415,0.038828845449650935,0.0493678627133526,0.05954546741186371
38,"tf.Tensor(0.6502116, shape=(), dtype=float32)","tf.Tensor(0.9276526, shape=(), dtype=float32)",0.022153337764473518,0.03896535813912585,0.08031555603657059,0.10736361706774411,0.03090132633048981,0.036636288231079235,0.05053629125273133,0.06157610273434158
39,"tf.Tensor(0.64159155, shape=(), dtype=float32)","tf.Tensor(0.93355054, shape=(), dtype=float32)",0.02612269193546865,0.036838270661800065,0.06823928060178658,0.09845491071096969,0.03906481637781288,0.03941740093221289,0.05207190042987706,0.06112399687268381
40,"tf.Tensor(0.6307212, shape=(), dtype=float32)","tf.Tensor(0.9399771, shape=(), dtype=float32)",0.02140622836499125,0.03882899133267322,0.05900800941791837,0.10160770112911305,0.044067550255463286,0.04424992950391601,0.050906518535443396,0.06436486160011753
41,"tf.Tensor(0.6188172, shape=(), dtype=float32)","tf.Tensor(0.94933987, shape=(), dtype=float32)",0.03505617163660705,0.048477799595612464,0.09641693940127971,0.129231163575798,0.05803535312844894,0.05545704543009563,0.06746896518334787,0.0777484139404029
42,"tf.Tensor(0.6112138, shape=(), dtype=float32)","tf.Tensor(0.9595426, shape=(), dtype=float32)",0.013385909104599808,0.03261244046900019,0.07994653808019714,0.12112523946605387,0.030754262817461516,0.03484563484200423,0.04989550715332606,0.063099139640931
43,"tf.Tensor(0.60057765, shape=(), dtype=float32)","tf.Tensor(0.9617892, shape=(), dtype=float32)",0.027729678654216383,0.048721920941608314,0.08134773905941728,0.10978307549870628,0.04124350043222821,0.0470175315117907,0.0560607999247358,0.0661827452999403
44,"tf.Tensor(0.591891, shape=(), dtype=float32)","tf.Tensor(0.96901846, shape=(), dtype=float32)",0.008974570115874464,0.028165373274068924,0.06591556091897832,0.13717399054167093,0.021322010596473193,0.02477290265099457,0.036392254138555145,0.054719748960229325
45,"tf.Tensor(0.5838119, shape=(), dtype=float32)","tf.Tensor(0.9779458, shape=(), dtype=float32)",0.032659782803697274,0.046357343827604695,0.0678844412994696,0.11899369997451774,0.03835440858553604,0.04170893087813054,0.04850276372360141,0.064296543719647
46,"tf.Tensor(0.57340527, shape=(), dtype=float32)","tf.Tensor(0.9849486, shape=(), dtype=float32)",0.02035411899188989,0.035350386422365654,0.05731093717222715,0.09111341096431094,0.04047099024807656,0.04084679072512707,0.04669186260742423,0.05790307154964929
47,"tf.Tensor(0.56576407, shape=(), dtype=float32)","tf.Tensor(0.99193984, shape=(), dtype=float32)",0.025657071575438922,0.04445899855405763,0.0812755873472494,0.12199007171015996,0.03390095292362675,0.039234931846946285,0.05390941677540283,0.06755730989013099
48,"tf.Tensor(0.5626413, shape=(), dtype=float32)","tf.Tensor(1.0011894, shape=(), dtype=float32)",0.014826245915598148,0.025537088539721545,0.03978618767096269,0.09040714975705336,0.02587078919880542,0.030136935583904657,0.034269318908478494,0.050897142449330864
49,"tf.Tensor(0.55653536, shape=(), dtype=float32)","tf.Tensor(0.9980847, shape=(), dtype=float32)",0.028463779128672748,0.032060536980749746,0.058117910284681246,0.12004596884133804,0.04399116714080756,0.039389735865893144,0.04820980483651294,0.06916021214571438
