epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,RMSE,Recall@5,NDCG@5,Recall@10,NDCG@10,Recall@20,NDCG@20,Recall@50,NDCG@50
26,0.0001790021021002867,0.004849835166750188,0.2611643774267334,2.8131187761312924,0.03845793626130676,0.17963208844007403,0.07003223750339722,0.2390353742767158,0.12364268769594194,0.2899286224304761,0.23920409506242749,0.3294510212718742
27,0.00017976828858530847,0.005029603455335496,0.2599202666460395,2.830678487188984,0.037387001879061535,0.1781134948866341,0.0709263113731073,0.23950084129689808,0.12377545817245424,0.28988946804412813,0.2407039142596233,0.3296282560600846
28,0.00017903624142224576,0.005208639696757742,0.2585581904971508,2.8436773228398606,0.03788147881912794,0.17964070546792912,0.07112832463739234,0.24061381697057863,0.1244359953565083,0.2908934382226838,0.2419113654242825,0.33048150117615954
29,0.0001790839900925678,0.00538772368685031,0.25690309159400226,2.8656512072658136,0.03801959582243583,0.17984743941244244,0.07135081565844979,0.2403338012913918,0.12595352866157303,0.2907534177918786,0.2426923321423666,0.33099533430724914
30,0.00017956881926184536,0.005567292506112155,0.2558734754823474,2.8774384935154873,0.03841412722358667,0.18108945016754674,0.07223798049640413,0.24161739113773795,0.126571630394144,0.292076470196426,0.24418360194708325,0.3320210425257871
31,0.00017976542619584053,0.005747057932307996,0.253484825127229,2.9008994897531815,0.03834207105620134,0.1804878202584335,0.07231917621207253,0.24193344112810175,0.12642029071110497,0.29192768160004356,0.24466016978632382,0.33200338981872285
32,0.00017997854670031963,0.005927036479008316,0.2525825190590096,2.9122918811480742,0.03804768399281878,0.1794978290060887,0.07296397977389983,0.24133290541417549,0.12718705364072733,0.29220232002289037,0.24518117866201564,0.33182019939382024
33,0.00018492050453407913,0.006111956983542395,0.2515497162823199,2.9347604264970055,0.038144020406671676,0.17907141689364972,0.07310652439625184,0.24183659287035772,0.12793299727728646,0.2920325514660476,0.2462206979457742,0.3319700955201191
34,0.0002006648068686425,0.006312621790411038,0.24959610184238012,2.9533373671603784,0.0384285625617341,0.18089477549819913,0.07354388291906144,0.24259251230639997,0.12838973815559002,0.2936080027110777,0.24689792964107513,0.3328714100891783
35,0.00018092501013155043,0.006493546800542588,0.24936222137552913,2.9561904194582977,0.038651619015469305,0.18070508545783578,0.07368918093936902,0.2432845754041609,0.12840451898358413,0.2944660584587774,0.24791010043583053,0.33341056862193175
36,0.00018008901659045677,0.006673635817133045,0.2477167003182335,2.9742533742982538,0.03863190852766527,0.1812755346427568,0.07339197211558787,0.24240470812353465,0.12876280333573412,0.29453071015578575,0.24801377572104513,0.3334322680187019
37,0.000180152996190152,0.006853788813323197,0.24776629329800298,2.9754221783553834,0.03834174724897994,0.18208528477526717,0.07379503518768063,0.24377691129401366,0.129893089971919,0.29545849856855316,0.24936261628242165,0.3347216997913538
38,0.00017976000935933148,0.007033548822682529,0.24569764055292526,2.9938105262879167,0.03901958425223958,0.1814062193203036,0.07430255041485437,0.24329619888968612,0.12958415599134693,0.2943450036500458,0.25012889921487547,0.33405018427848104
39,0.00017980516240743587,0.007213353985089964,0.24443908583535634,3.0108947776793493,0.03948400163143191,0.18335238528899922,0.07384781329889842,0.24365922251282804,0.12975087708957375,0.2952232512278662,0.25133164095189775,0.33485353722145006
40,0.00018176065878793948,0.007395114643877904,0.24413264816708308,3.016820695964637,0.03977518043513599,0.18432878830128094,0.07433041397084986,0.2446794244817526,0.12977988553689987,0.29614469552662903,0.2519476300930559,0.3353625418438635
41,0.000179872462821377,0.0075749871066992805,0.24280395065757487,3.0265109392203913,0.03965475160676118,0.18273921759323963,0.0744044472055505,0.243718879786368,0.13064512423581384,0.2954000642156901,0.25217304211979935,0.3350681287212313
42,0.00018000733838067164,0.007754994445079952,0.24265877121058713,3.038619553547155,0.03964846377626816,0.18323754466940945,0.07410066518166092,0.24392707970711933,0.13162227493449236,0.29522570135567633,0.2527904574841291,0.33516677047729065
43,0.00017954936255495775,0.00793454380763491,0.24209249831716934,3.0429317132572358,0.03969947081121565,0.1836956917583986,0.07455203783857503,0.24417495780903137,0.13098788735639774,0.2954728598931467,0.25333238646693207,0.3354044209542547
44,0.00018069238480247665,0.008115236192437387,0.2401510745593392,3.060663095880159,0.040283302668808134,0.18424900562639066,0.07504783796755415,0.245190877157744,0.13103104774473634,0.29587379177358575,0.2531662297371159,0.33579780820735866
45,0.0001802105010618099,0.008295446693499197,0.2395262359653463,3.0710227663524936,0.040590639569550634,0.1840399186833775,0.07492572456872303,0.24498743616341698,0.13197230421010045,0.29619634997501426,0.25350545721616113,0.33597912708541033
46,0.00018205064380438362,0.008477497337303581,0.23956335625182693,3.075827053779725,0.04051192917782581,0.18338325916734877,0.0746153320443562,0.2436135153420233,0.13200569253151934,0.29638700750817354,0.2546735644476087,0.3359236534822677
47,0.00018023190024411115,0.008657729237547693,0.23813823677580276,3.092860411312444,0.04079237614608075,0.1845693599010081,0.07475117047781103,0.24452218265006165,0.1319074630315525,0.29632889472138635,0.25539410113685257,0.3360951175620326
48,0.00018013805070327498,0.008837867288250967,0.23792896797080887,3.1014109832261507,0.040646715957026305,0.18416059870887455,0.07446319470355209,0.24405121937252322,0.131985497129474,0.29627306162305256,0.2555472109837023,0.336331591316616
49,0.0001811577556057295,0.009019025043856698,0.23670743436464,3.104199335910982,0.04072652158597306,0.18355965693077547,0.07521558405329089,0.24414893222249373,0.13219896506585685,0.2964101120575048,0.25626673178562337,0.336306960616698
