epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,rmse
0,0.00037448550305254296,0.00037448550305254296,228208.30603678038,1.1405133734535051
1,0.0003829591351608177,0.0007574446382133607,187281.75939498935,1.0841359572185334
2,0.00037351978080225515,0.0011309644190156158,177947.31559834754,1.055602084175659
3,0.0003539810334477212,0.0014849454524633369,170409.20638992538,1.0401020200680462
4,0.000346436604003298,0.0018313820564666349,164665.7764858742,1.0202630819543304
5,0.00034903177277099224,0.0021804138292376273,159488.6935967484,1.0044505159689614
6,0.000344938390469513,0.0025253522197071403,154892.6796042111,0.9800110803207814
7,0.00034530067889138966,0.00287065289859853,150268.3125999467,0.9622097000786486
8,0.0003430383264802675,0.0032136912250787975,147002.63551106077,0.9404187875581292
9,0.00035236091907396783,0.0035660521441527654,143132.2070062633,0.9136648612696396
10,0.0003495161267147531,0.003915568270867519,139851.74376998935,0.9004277836386937
11,0.00034340083505100783,0.004258969105918527,137780.41984275053,0.8841341058947937
12,0.00034277001891754944,0.004601739124836076,134658.6206190032,0.8772235067039497
13,0.0003438647620183276,0.004945603886854404,132110.3545275853,0.8662203304780328
14,0.0003435487729870347,0.0052891526598414385,129069.09741471216,0.851833600224758
15,0.0003532614480416635,0.005642414107883102,126617.98642390725,0.8435865131499326
16,0.0003741927506987703,0.006016606858581872,125078.4110141258,0.8339220890674184
17,0.0003653852241925787,0.006381992082774451,123204.93631729744,0.829109220129907
18,0.00036517377880448064,0.006747165861578932,122713.93458488806,0.8217031448807869
19,0.0003673491076590759,0.007114514969238007,121748.51540844883,0.819430692511768
20,0.00036943617600876687,0.007483951145246774,121076.93057036247,0.8128872555707444
21,0.00036633913769829464,0.007850290282945068,120473.95305836888,0.8121446044846352
22,0.00037503055326012407,0.008225320836205191,120610.5894689499,0.8101240237273624
23,0.0003681279614772316,0.008593448797682424,119806.7387559968,0.8101912155188387
24,0.00036648364249332945,0.008959932440175754,119814.27986740405,0.8072809349329585
25,0.0003668928408218256,0.00932682528099758,118879.19078158315,0.8065807777837329
26,0.0003747858988047776,0.009701611179802358,118004.73963885928,0.8078863428635693
27,0.0003689262210269676,0.010070537400829326,118554.30113939232,0.8078533848086122
28,0.00036660711639482387,0.01043714451722415,118357.15505063966,0.8046675340798045
29,0.00037143000799058596,0.010808574525214736,117098.84518256929,0.7993591893503309
30,0.0003758015383462488,0.011184376063560984,117088.56205023987,0.8033915060511713
31,0.0003714169656148532,0.011555793029175837,116717.95057635928,0.8062350833912149
32,0.0003677041887387445,0.011923497217914582,117436.81155050639,0.8027612770894993
33,0.0003677904498997579,0.01229128766781434,117146.55513726013,0.8046518835319358
34,0.0003674420340167854,0.012658729701831125,116165.23467484009,0.8004690751334799
35,0.0003699039627751599,0.013028633664606284,116200.6641624467,0.801597387896315
36,0.0003712877194730527,0.013399921384079336,116262.24040511728,0.8021470006672017
37,0.00036878556195256727,0.013768706946031904,116008.77493670043,0.805236364274725
38,0.0003674304073105597,0.014136137353342465,115936.46711753731,0.8047470585899977
39,0.00036951170001712624,0.014505649053359592,116497.18668376865,0.8043410170569005
40,0.00036858128117840433,0.014874230334537997,115753.08105676972,0.8074802449516407
41,0.0003697064551618763,0.015243936789699873,116306.83738672709,0.801141925866026
42,0.0003693422547421566,0.015613279044442029,116112.95154251067,0.8020046453262248
43,0.00037473649766944593,0.015988015542111475,116538.45454091151,0.8001064562653223
44,0.00036967933021605576,0.016357694872327532,115582.49558568763,0.7993062311521759
45,0.00037563229138231377,0.016733327163709847,115509.20032649254,0.7978085990993722
46,0.00037645766110855274,0.0171097848248184,115989.94351345948,0.7991763854421734
47,0.00037335781417862176,0.017483142638997022,115652.30893523454,0.8024414887952586
48,0.00035596910021716327,0.017839111739214184,115377.20464085821,0.7943979749543647
49,0.0003629587653467352,0.018202070504560918,115809.25279850746,0.7990731645749363
