epoch,memory_usage_mb,cpu_usage_percent,epoch_time_sec,loss,recall,ndcg,rmse
1,560.9140625,18.8,982.2624185085297,0.49729694540978703,0.08135973130872552,0.2272267842946781,0.48546549538894784
2,423.29296875,47.2,969.0395765304565,0.4244574769986626,0.08888241748312177,0.23908774017478993,0.4777912914558671
3,615.77734375,46.6,981.586859703064,0.3971724862228016,0.09606438194236874,0.25083111555856397,0.46928581180980494
4,645.64453125,47.5,967.371367931366,0.37917779918501493,0.1017951980200517,0.2596651353022034,0.46096299360669835
5,674.75390625,46.5,969.7398688793182,0.3658423452879898,0.10542286175198493,0.2651399755801087,0.4582761976359961
6,703.79296875,46.6,972.7032310962677,0.35624075008695105,0.1095495734666297,0.2710469737917136,0.45330703789505594
7,434.9140625,46.6,968.1400308609009,0.34862337175249136,0.1116784941999935,0.27423300148610097,0.4462841160150819
8,472.21875,46.5,972.8628108501434,0.34204557986216555,0.11463692500311912,0.27865109169397806,0.43956501402779663
9,501.8515625,46.8,970.5243580341339,0.33600679292776897,0.11722813670157069,0.28093680273895366,0.4369561452372931
10,465.87109375,46.7,961.5897259712219,0.3321323353404558,0.11927726337982601,0.28456386343629525,0.43858435235310955
11,664.9609375,45.8,960.1990044116974,0.32827517585613425,0.12117298192418313,0.2857367448609569,0.43517625816676275
12,461.57421875,45.9,959.4617800712585,0.3256026804447174,0.12187432872748856,0.2880297520588454,0.4324083607165872
13,446.74609375,45.4,952.9152176380157,0.322347761081546,0.12312203532188289,0.289087166258972,0.42923696092004177
14,468.12109375,45.4,945.2354114055634,0.3195499486282736,0.12344253208826454,0.28940188441325254,0.42505264757419775
15,497.3359375,45.7,944.4725756645203,0.3175393610349964,0.12486927266534549,0.2893424616122844,0.42589376945696233
16,526.3125,45.4,944.6193375587463,0.3155135405094274,0.12582420388446766,0.29168090002091307,0.4246563743264975
17,555.1640625,45.6,944.0897941589355,0.31515699885498283,0.12745433585986846,0.2912294902996463,0.42074328482068357
18,762.9296875,45.3,948.2371490001678,0.3128787768683887,0.12772421750189195,0.2926511474953015,0.4249165261911315
19,791.7109375,45.7,940.8082573413849,0.3124152097113641,0.12733295649341073,0.29277758535689297,0.42104464167363714
20,820.58984375,45.6,942.1422574520111,0.3103150831856274,0.1283899148615154,0.2938167630507731,0.4158171828328307
21,849.32421875,45.7,948.0106818675995,0.3097156897608603,0.12818082765374114,0.29333327979662716,0.41992038280517324
22,877.8046875,45.4,950.1062366962433,0.30804988895100005,0.12936366006718122,0.29446377648524313,0.416449385985891
23,906.40234375,45.7,956.6682872772217,0.3070787050423708,0.12953841558451423,0.29515288264183603,0.4188894945696668
24,935.171875,46.3,944.3189282417297,0.3059190494465644,0.12886215860259784,0.29399044145282416,0.4176132844314356
25,963.46484375,45.3,20006.66581439972,0.30589256682708516,0.13121055093205045,0.2945147285232715,0.41863647397320575
26,559.60546875,50.4,936.5387880802155,0.30480627669620025,0.13104657932242617,0.2952790354155045,0.4175503872115417
27,591.1328125,45.6,943.8212556838989,0.3042078249558692,0.13079747328583172,0.2942409142499004,0.4159857192612985
28,393.97265625,45.6,940.9817469120026,0.30322418275713003,0.1305917206379673,0.2954504543938938,0.41584600596137056
29,429.48828125,45.8,937.3478076457977,0.3035643120274752,0.13063253174554776,0.2960909909035593,0.41322692771186237
30,458.7109375,45.5,939.9627244472504,0.3025401870511798,0.13126505624663776,0.2954288700736541,0.41753573935124366
31,487.89453125,45.8,957.7334005832672,0.3015340288531198,0.13036199067011617,0.2950958185146189,0.40911166964091816
32,447.21875,46.7,1111.878630399704,0.3016350925888071,0.13180468164855214,0.29511814531646857,0.412160193387062
33,328.81640625,54.0,1109.3589508533478,0.3006447308474151,0.13170217648697027,0.2954373835500209,0.4104590949864759
34,563.87890625,53.7,1008.1216616630554,0.29941091577314166,0.13163973475456722,0.2952062073654865,0.4098782915036083
35,357.8359375,49.3,988.8493499755859,0.29988623676692305,0.13138280453625367,0.29489112155441904,0.4127649973187305
36,361.9765625,48.2,3192.905190706253,0.2995669152252472,0.13174701596838154,0.2959402400158903,0.4141637979002118
37,299.90625,48.0,1056.3265619277954,0.29981899069942974,0.1318231296930178,0.29539465925190195,0.4098768397903614
38,307.8984375,48.3,70460.4910891056,0.2994120935777772,0.13265267168421344,0.2967155931751243,0.4132904581510531
39,302.3828125,52.4,981.9405720233917,0.29935870884623195,0.13250392707245698,0.2959109903368734,0.4109360852174199
40,312.76953125,48.2,974.9113636016846,0.29762491480397074,0.13280316413737572,0.296255313672767,0.4126394318923451
41,321.19921875,47.6,957.760547876358,0.29764998158329864,0.13271308181258581,0.29638010494364536,0.41332252203250286
42,580.67578125,46.9,958.8963134288788,0.2971074819411594,0.13327833575190573,0.29741074185753935,0.4155525227610783
43,609.6796875,47.2,992.7887260913849,0.29768375083229537,0.13295590871396296,0.29692862521829483,0.41207721938756714
44,636.73046875,48.8,957.699548959732,0.2968290301092486,0.13281203007176173,0.2970071083511375,0.4112783763558649
45,666.53125,47.1,957.0370347499847,0.2964606192776967,0.13286127284179935,0.29723525614160823,0.4102789326372521
46,695.29296875,47.0,955.718011379242,0.29568524095576953,0.13318432501752317,0.29696802477226025,0.40615179282494274
47,724.26953125,46.9,955.0546209812164,0.29646946152715264,0.1339957478069776,0.29793401805188074,0.40917676724707785
48,748.4375,47.3,969.545273065567,0.2963635412578718,0.1340783367477901,0.2975126249410211,0.40799724521577413
49,766.98828125,48.2,962.4250619411469,0.2955999230740922,0.13321047068694392,0.29706928774769487,0.4140909634603503
50,365.98828125,47.3,956.1776146888733,0.29558909161538266,0.13334074660362114,0.29660815671366997,0.41021873510067863
