epoch,loss,recall,ndcg,rmse
1,0.49729694540978703,0.08135973130872552,0.2272267842946781,0.48546549538894784
2,0.4244574769986626,0.08888241748312177,0.23908774017478993,0.4777912914558671
3,0.3971724862228016,0.09606438194236874,0.25083111555856397,0.46928581180980494
4,0.37917779918501493,0.1017951980200517,0.2596651353022034,0.46096299360669835
5,0.3658423452879898,0.10542286175198493,0.2651399755801087,0.4582761976359961
6,0.35624075008695105,0.1095495734666297,0.2710469737917136,0.45330703789505594
7,0.34862337175249136,0.1116784941999935,0.27423300148610097,0.4462841160150819
8,0.34204557986216555,0.11463692500311912,0.27865109169397806,0.43956501402779663
9,0.33600679292776897,0.11722813670157069,0.28093680273895366,0.4369561452372931
10,0.3321323353404558,0.11927726337982601,0.28456386343629525,0.43858435235310955
11,0.32827517585613425,0.12117298192418313,0.2857367448609569,0.43517625816676275
12,0.3256026804447174,0.12187432872748856,0.2880297520588454,0.4324083607165872
13,0.322347761081546,0.12312203532188289,0.289087166258972,0.42923696092004177
14,0.3195499486282736,0.12344253208826454,0.28940188441325254,0.42505264757419775
15,0.3175393610349964,0.12486927266534549,0.2893424616122844,0.42589376945696233
16,0.3155135405094274,0.12582420388446766,0.29168090002091307,0.4246563743264975
17,0.31515699885498283,0.12745433585986846,0.2912294902996463,0.42074328482068357
18,0.3128787768683887,0.12772421750189195,0.2926511474953015,0.4249165261911315
19,0.3124152097113641,0.12733295649341073,0.29277758535689297,0.42104464167363714
20,0.3103150831856274,0.1283899148615154,0.2938167630507731,0.4158171828328307
21,0.3097156897608603,0.12818082765374114,0.29333327979662716,0.41992038280517324
22,0.30804988895100005,0.12936366006718122,0.29446377648524313,0.416449385985891
23,0.3070787050423708,0.12953841558451423,0.29515288264183603,0.4188894945696668
24,0.3059190494465644,0.12886215860259784,0.29399044145282416,0.4176132844314356
25,0.30589256682708516,0.13121055093205045,0.2945147285232715,0.41863647397320575
26,0.30480627669620025,0.13104657932242617,0.2952790354155045,0.4175503872115417
27,0.3042078249558692,0.13079747328583172,0.2942409142499004,0.4159857192612985
28,0.30322418275713003,0.1305917206379673,0.2954504543938938,0.41584600596137056
29,0.3035643120274752,0.13063253174554776,0.2960909909035593,0.41322692771186237
30,0.3025401870511798,0.13126505624663776,0.2954288700736541,0.41753573935124366
31,0.3015340288531198,0.13036199067011617,0.2950958185146189,0.40911166964091816
32,0.3016350925888071,0.13180468164855214,0.29511814531646857,0.412160193387062
33,0.3006447308474151,0.13170217648697027,0.2954373835500209,0.4104590949864759
34,0.29941091577314166,0.13163973475456722,0.2952062073654865,0.4098782915036083
35,0.29988623676692305,0.13138280453625367,0.29489112155441904,0.4127649973187305
36,0.2995669152252472,0.13174701596838154,0.2959402400158903,0.4141637979002118
37,0.29981899069942974,0.1318231296930178,0.29539465925190195,0.4098768397903614
38,0.2994120935777772,0.13265267168421344,0.2967155931751243,0.4132904581510531
39,0.29935870884623195,0.13250392707245698,0.2959109903368734,0.4109360852174199
40,0.29762491480397074,0.13280316413737572,0.296255313672767,0.4126394318923451
41,0.29764998158329864,0.13271308181258581,0.29638010494364536,0.41332252203250286
42,0.2971074819411594,0.13327833575190573,0.29741074185753935,0.4155525227610783
43,0.29768375083229537,0.13295590871396296,0.29692862521829483,0.41207721938756714
44,0.2968290301092486,0.13281203007176173,0.2970071083511375,0.4112783763558649
45,0.2964606192776967,0.13286127284179935,0.29723525614160823,0.4102789326372521
46,0.29568524095576953,0.13318432501752317,0.29696802477226025,0.40615179282494274
47,0.29646946152715264,0.1339957478069776,0.29793401805188074,0.40917676724707785
48,0.2963635412578718,0.1340783367477901,0.2975126249410211,0.40799724521577413
49,0.2955999230740922,0.13321047068694392,0.29706928774769487,0.4140909634603503
50,0.29558909161538266,0.13334074660362114,0.29660815671366997,0.41021873510067863
