epoch,train_loss,train_auc,train_f1,train_recall,test_auc,test_f1,test_recall,train_rmse,test_rmse
38,1.3866031103070007,0.5004935307317541,0.4946341781995404,0.4889609506881812,0.4990816962941855,0.4952930116306765,0.48879236981142626,0.4999732760474381,0.49999845427186784
39,1.3866605224096187,0.500775354910171,0.496227024465654,0.4912066351437314,0.49809314868785093,0.4945929027612592,0.4895088065879863,0.4999668098231619,0.49999961737709053
40,1.3866173127841521,0.49959792217620347,0.5042416237474766,0.5080818483884707,0.4989716671587348,0.5030444661010007,0.5066664025949975,0.49997252932065844,0.4999999281664675
41,1.3865008421008362,0.5009083533625043,0.4943749146852326,0.4876202270346473,0.4996757991953521,0.4940725395567223,0.48593316795411856,0.4999926399499232,0.5000003476041951
42,1.3865634935319155,0.5001184863100911,0.5000790105090616,0.499051274053209,0.4981334719099003,0.49996829657675584,0.4988761530642618,0.4999828659219584,0.4999999952954174
43,1.3867705493764493,0.5003553650182306,0.4963203657135975,0.4920653361875168,0.49916518654626907,0.49579410477232944,0.49082373856178346,0.49993828173493693,0.5000002953886563
44,1.3866614755493643,0.5009326059106924,0.5025562822495352,0.5027576726981382,0.500310542111904,0.5029954189553588,0.5017723075792372,0.4999680833908321,0.49999995169074496
45,1.3864806885141963,0.5014248320925918,0.5079898532808129,0.5050297057441081,0.49542736342817817,0.5046793058176688,0.5012905574059378,0.49999718729791504,0.5000000001070062
46,1.3865015496052968,0.5006997470159497,0.5018588427634804,0.4922473732416279,0.4979972662424962,0.49899482930868294,0.48856580630154123,0.49999352206697245,0.4999999866219589
47,1.3866525444749225,0.5006719852153141,0.5036673253685086,0.5066645200115484,0.4992763030927511,0.5025570070086853,0.5043784195446898,0.4999641451006707,0.4999994251638621
48,1.3865942877504323,0.5001236442044436,0.5027370792695246,0.4950823352358235,0.5010317879119155,0.5046381627882838,0.49652429888889527,0.4999770753976873,0.4999999575716542
49,1.3865514884080588,0.4998552099828215,0.5026698264937314,0.5034576796930784,0.49745050830098486,0.5030181354551995,0.5031848297494538,0.4999845950337753,0.5000008297829289
