epoch,memory_usage_mb,cpu_usage_percent,epoch_time_sec,loss,auc,f1,rmse,recall
26,814.375,74.8,62.99352812767029,1.3865421197874128,0.4979776845035717,0.5039116020917591,0.499986805197745,0.5032420471684764
27,814.43359375,73.7,63.041855335235596,1.3866747529517374,0.4997426243566056,0.4994512953152096,0.49996026153849593,0.4987281039491892
28,814.4765625,75.0,63.09197926521301,1.3866071615518476,0.4991124535510074,0.5029606508430124,0.4999752327561473,0.502926351005529
29,815.375,74.3,63.37942862510681,1.3866170468351766,0.49881337917216495,0.499761325222589,0.49997258139515793,0.5008295545499218
30,814.52734375,75.7,63.05867028236389,1.3864967098685124,0.4973932762187666,0.49924272388298985,0.49999445324103176,0.5030739847997693
31,815.0859375,75.6,62.75192975997925,1.3865150635552512,0.4977272846132039,0.5034600884901211,0.4999904720108012,0.5071991525034288
32,815.08203125,74.1,62.84660339355469,1.386693128823165,0.49574599554896115,0.49089114119869587,0.49995733469637976,0.4868318128451486
33,815.09375,74.7,62.8548219203949,1.3865835188215623,0.49761517340901584,0.4871004588903827,0.49997918812545583,0.4800729273290399
34,815.1015625,74.8,62.79819941520691,1.3865317130302635,0.4981297540797261,0.502298507599314,0.499988837283496,0.4988430414161328
35,815.10546875,75.2,62.692408084869385,1.3864942508428086,0.4973968888282864,0.4966096386721459,0.4999949058016136,0.4906920498509928
36,815.04296875,74.9,62.6741681098938,1.386478572950235,0.5009846592362022,0.5089548823037375,0.4999976688205503,0.5065619824088495
37,814.5703125,74.6,62.858335971832275,1.3866164670931385,0.4983264657128593,0.49614669800530475,0.4999731471054387,0.4933469216894992
38,814.56640625,74.8,62.53932452201843,1.3866031103070007,0.4989260960076978,0.49308476004017526,0.4999732760474381,0.4889609506881812
39,814.5234375,74.4,62.75696539878845,1.3866605224096187,0.4987380994852133,0.49572290423720844,0.4999668098231619,0.4912066351437314
40,815.546875,75.1,62.70205593109131,1.3866173127841521,0.5006326075831213,0.5061779010184061,0.49997252932065844,0.5080818483884707
41,815.16796875,75.0,63.869590759277344,1.3865008421008362,0.4969245338994465,0.4922888661146348,0.4999926399499232,0.4876202270346473
42,815.59765625,75.5,76.22148895263672,1.3865634935319155,0.4998543114377451,0.4985844956590651,0.4999828659219584,0.499051274053209
43,815.3984375,81.6,73.64768886566162,1.3867705493764493,0.49791392039974874,0.49373990742271934,0.49993828173493693,0.4920653361875168
44,815.703125,81.9,70.77945709228516,1.3866614755493643,0.4946107029122552,0.49871488221677607,0.4999680833908321,0.5027576726981382
45,816.4609375,78.8,74.77311515808105,1.3864806885141963,0.49875315796246605,0.5066306955297659,0.49999718729791504,0.5050297057441081
46,816.48046875,82.7,70.68254828453064,1.3865015496052968,0.4975122152268696,0.49923388377359595,0.49999352206697245,0.4922473732416279
47,816.50390625,78.3,71.54158067703247,1.3866525444749225,0.49719177576322926,0.4999612556781489,0.4999641451006707,0.5066645200115484
48,616.515625,80.2,70.20096158981323,1.3865942877504323,0.49658942191860844,0.4993136661335033,0.4999770753976873,0.4950823352358235
49,616.78515625,78.8,70.24037981033325,1.3865514884080588,0.5011859060945068,0.50354697707199,0.4999845950337753,0.5034576796930784
