epoch,loss,rmse,mae
1,0.6931129260021344,3.969697378531524,3.2526804635769495
2,0.692930524286471,3.7503423136516623,3.0069813143036317
3,0.6921621289169579,4.306640680622767,3.0299012863286006
4,0.6895552596502137,3.8248069064776935,2.99336942500786
5,0.6835022469361623,5.056457468565233,4.056680058482702
6,0.6739217798437989,3.609229078092456,4.10069360347984
7,0.6622839517760695,3.999023140571542,4.973643814890897
8,0.6505953272183737,4.902036234283168,4.8027473168579204
9,0.6405350333243086,5.29333955370378,5.049163436076576
10,0.631790945927302,5.271202645436892,3.471584500702092
11,0.6247318196192122,5.695156363430989,3.826022397356125
12,0.6209338281238288,6.05981878195648,4.926603122233304
13,0.6159375432813377,5.226949535577103,4.71909817315588
14,0.6135041420919853,5.799041781084456,4.809299746564139
15,0.6105145600281263,5.083286776048817,3.883882211879737
16,0.609148661034149,4.3594085496564094,4.0389139185585945
17,0.6070978275516576,5.54062809710791,4.433166278054682
18,0.6070897963486219,5.841392580488364,3.2793513141247477
19,0.6049231771837201,5.092072368114918,4.335832909016397
20,0.6044766761754689,4.660156729198975,3.841665675799587
21,0.6044804819843226,5.708942688781549,3.561610516448997
22,0.6024682762330038,5.223186849604945,4.174840362500205
23,0.6018249659161818,5.409920828596058,3.357436730760395
24,0.6010997661373072,4.664541694385618,4.0287818133853515
25,0.6011599801611482,4.727213248541167,4.5522514690435365
26,0.5998546478518268,4.929513601121144,4.7440891551084245
27,0.5993107693237171,4.407139944240145,3.674151485178335
28,0.598890109020367,5.719299726827733,4.135767720570431
29,0.5988521006023675,5.341365654736266,4.38602439091977
30,0.5985014571955329,5.23738685684759,4.234773282664437
31,0.5967392291416201,4.330983779155814,4.044454247781369
32,0.5965749571720759,4.913718199632629,3.969965417489613
33,0.5958538379585534,5.064861955135964,4.183911981931298
34,0.595685113156051,4.262722940135584,4.344327524031639
35,0.5956066961874041,4.0259782578426515,3.9504932357161415
36,0.5956240526416845,4.90765555494058,3.6653646799275696
37,0.593997111707403,4.664003459805851,3.616250418833807
38,0.5928751841971749,5.354577183082289,3.7076851728390494
39,0.5937886031573278,4.697450637194533,3.2526978774826745
40,0.5936600215602339,5.481676893463524,4.108785542564388
41,0.592761419844209,5.136523783596259,3.9710901684257554
42,0.592623518485772,5.0232619667348235,4.383247625651932
43,0.5920549134413401,5.582479053049508,3.3824619249705847
44,0.5913555833854174,4.76379306411765,3.6776066391857025
45,0.5911897590808701,4.249760045722301,4.119201714950561
46,0.5905750762475165,4.007071882054709,4.114900070136589
47,0.5902122714017567,6.053220410201796,3.83074256902839
48,0.590974095882031,4.855210679854187,3.8615942947822695
49,0.5893669598980954,4.518858303298632,3.9117132068600857
50,0.5894755362941507,4.170240411546968,4.157216054727516
