epoch,train_loss,val_loss,val_rmse,val_mae
0,43.10579228863098,34.51191704605703,5.874684409753614,5.562943905272274
1,27.801834452667464,19.22082753005272,4.384156420935804,3.96942513321523
2,13.659948991698764,8.327733798021356,2.8857813090948112,2.3571829176346935
3,6.846094107023828,5.471905067793945,2.3392103495130248,1.8586226816825275
4,4.431103595998,3.6042022426591585,1.898473663847075,1.4790154458228966
5,3.020338494518297,2.741228718297274,1.6556656438619612,1.2773535527262272
6,2.3172684008247275,2.191507279517682,1.48037403317433,1.132319872086608
7,1.891488973358882,1.865434080397841,1.36580894897004,1.037722672836431
8,1.625354264496691,1.6546357595877936,1.286326459401397,0.9765147321698776
9,1.4480219568474282,1.5115141875695557,1.2294365311057873,0.9292924264901017
10,1.3345637600752351,1.4202103168660325,1.191725773345203,0.8979949132762449
11,1.2526538403663123,1.365870611033934,1.1687046703454278,0.8780988891019582
12,1.1947398103651454,1.3267734323553875,1.1518565158941878,0.8658678830025165
13,1.1545385352545452,1.2976924436737443,1.1391630460653335,0.8542404356673449
14,1.1214737527594303,1.2784092207489195,1.1306675988299566,0.8488294853783336
15,1.0996859728490542,1.264578207741193,1.1245346632620414,0.8435573418745693
16,1.0777605596491193,1.2528551161928598,1.1193101054732244,0.8370573023363006
17,1.063206723869824,1.246834195697407,1.1166172989378984,0.8349903365852438
18,1.0477667315706234,1.2430792661901027,1.1149346466004646,0.8323854257722293
19,1.034719927282518,1.2424721032984918,1.1146623284315125,0.8325566961313459
20,1.023216911044455,1.2353268844720433,1.1114526003879377,0.8275853317315303
21,1.0113900436196703,1.2356420320606345,1.1115943658510998,0.8300091058051344
22,1.0027575165255413,1.2411262551422484,1.1140584591085692,0.8321333874962753
23,0.9946401634266053,1.2352285770182103,1.1114083739788252,0.8291372769779756
24,0.9871796528024575,1.2339982226295607,1.1108547260949453,0.8288252401977103
25,0.9814160118870515,1.2320490392087042,1.1099770466273586,0.8287063616819689
26,0.9735434687084306,1.2406579884073305,1.113848280876693,0.830369051363812
27,0.9653978716243398,1.2341315644006194,1.1109147400092099,0.8269011232651176
28,0.955375538852993,1.2311523897002792,1.1095730645522246,0.8260723609606047
29,0.9503983189913981,1.2391809333066974,1.1131850414799203,0.8279548708673597
30,0.9414720840852058,1.2363188144561077,1.1118987423859368,0.8285746659652837
31,0.9349483378597947,1.2376754738576932,1.1125086392639132,0.829508371091713
32,0.9281794561536764,1.2368501897932378,1.1121376661063092,0.8302977724495889
33,0.9222053828608971,1.237665989543883,1.1125043766120422,0.8275929974998137
34,0.9157537419820863,1.2366427997298122,1.1120444251126038,0.8296313734816141
35,0.9090589638438559,1.2396865142542643,1.1134121040943643,0.8313460503488388
36,0.9025458901365538,1.242144002817811,1.1145151439463554,0.8302710695687295
37,0.8968441183449792,1.2342996347220492,1.110990384110218,0.8300564644305441
38,0.8888320090518446,1.2335487606982936,1.1106524033758485,0.8281503343184315
39,0.8821387401813899,1.2320622722923542,1.1099830066230603,0.8269350054153243
40,0.8754001321629156,1.2329412614915596,1.1103788834904953,0.8272493610222945
41,0.8674757207559225,1.2347672357888841,1.1112008082957932,0.8293191457391496
42,0.8604080779008823,1.2339478178444863,1.1108320384109907,0.8303325912239157
43,0.8544838960764127,1.234779485644544,1.111206319824671,0.8289067446830304
44,0.850095654066913,1.2336728868382196,1.1107082814826086,0.8288186747354319
45,0.844547541663828,1.2294128908730235,1.1087889306446599,0.829631055211282
46,0.8351465266081332,1.2309422694741614,1.1094783786086282,0.8278178554894103
47,0.8292427363587562,1.2327790685149,1.110305843111233,0.8266131158949224
48,0.824508235777899,1.2351852477804555,1.1113888804185088,0.8298804791237941
49,0.8180506954960602,1.238632981626581,1.112938895080997,0.8307920417285506
