final_rmse,final_recall@5,final_recall@10,final_recall@20,final_ndcg@5,final_ndcg@10,final_ndcg@20
2.627135987608375,0.02940892711194922,0.05423780163230181,0.09831593162027548,0.08159907804198623,0.0833943528919977,0.09481114590918449
