epoch,train_loss,val_rmse,recall@5,recall@10,recall@20,ndcg@5,ndcg@10,ndcg@20
0,0.6897391099803495,3.6005697431106216,0.006067785445729802,0.009309333824941934,0.015562709303916837,0.01897194823019971,0.017259766318629296,0.017748429761039172
1,0.6759990282406081,3.5850249926943842,0.011145154599620725,0.017650793387787383,0.029804722403850997,0.03767842629775303,0.03359546133913334,0.034158049690172616
2,0.6636952463364759,3.566682430856875,0.014245422226694702,0.022394384324559993,0.03705566512445377,0.04651583493533696,0.04115855756758253,0.04177696166767019
3,0.6471484016898452,3.54331899340421,0.01607083686885676,0.02580155639228069,0.0417230974811798,0.04814793775572493,0.04378785371477156,0.04458653288201869
4,0.6371388812728276,3.5121115839277657,0.01786871167878434,0.0276090306709179,0.04613908824684258,0.04826389228546411,0.044280837805359095,0.04620061759687016
5,0.6304011537539248,3.479804357165868,0.01782840112132002,0.029826837366351784,0.05019253135004001,0.048508014002844144,0.0473537464510825,0.049313377120629345
6,0.6192652710226197,3.455178552535821,0.017948366960522807,0.03252024063608051,0.055621754194391894,0.04928468366713257,0.05044670103279489,0.05355030532078573
7,0.6022705523383538,3.42692009288399,0.01829153985276029,0.03391087044373841,0.05937385138389673,0.0552779142930529,0.05587158642544593,0.05947630568628083
8,0.5951937534951216,3.395516191050563,0.020083002180685153,0.03530377717641441,0.062449148855197166,0.06047877294866657,0.05850899660225816,0.06270975566460119
9,0.5919916418214507,3.3638542215346683,0.022157420572694302,0.039294567862468384,0.06482351526495529,0.06541127863351082,0.06342047536468778,0.0657486352959316
10,0.5580809222151901,3.3207222914995964,0.022863043373476156,0.041242454364341194,0.06577207529384214,0.06841746956814501,0.06621380052217263,0.0677940956419337
11,0.5538445548505972,3.2791726829270496,0.022639289931896834,0.040988497383361105,0.0692823387108965,0.06748348665371591,0.06581034124350436,0.06954782259474006
12,0.544537791511081,3.2425713978722106,0.022685089760767593,0.043452657627009485,0.0728408324730751,0.06513178387206711,0.06673125769437492,0.07147331336482751
13,0.5157661479829952,3.2068115107865562,0.02153747043830377,0.04496377266327652,0.0746332670823502,0.060283784946345405,0.06630166328566044,0.07128829909280214
14,0.5198098308992701,3.1694418554723605,0.023672001779380145,0.046263914241329175,0.07692013455038378,0.0640072512906413,0.0681770522291811,0.0734000108015526
15,0.5058949149602296,3.1334935770527648,0.02560710330310289,0.0489853664392317,0.08008826897764969,0.06853552370420521,0.07194525992540816,0.07706391281778217
16,0.4951951932828158,3.0950435430621503,0.02501459972604686,0.051397748976809966,0.08369766337944524,0.06946371691733078,0.07454921070451821,0.07956849640260219
17,0.4798117206191385,3.0609013662831637,0.02713094520372958,0.051671193120514394,0.08515112223135643,0.07661484463819034,0.07793294890492655,0.08276170871557009
18,0.47410225390598476,3.0261068090957166,0.026558236433196908,0.051750967350499735,0.08693724815351983,0.0755343834302614,0.07809188274594812,0.08393685909798855
19,0.4664927258791513,2.9884364050502383,0.028624468740494763,0.05285263865723645,0.08894858221723415,0.07924234495426664,0.07988440563063616,0.08635468206109072
20,0.4690876220235761,2.95884148315575,0.029993504753396044,0.05376542485648947,0.09011393875444262,0.08249512789595986,0.08198605470926489,0.08800929117145641
21,0.4363376800982368,2.929083141128833,0.030131837159816457,0.05381526778007706,0.09107633615679918,0.08221237892640243,0.08219882191061427,0.0883650365708836
22,0.43721335735542094,2.8980514682374823,0.029617163897134733,0.05415765256649862,0.09106181689390823,0.08134156432380053,0.08154266510307492,0.08787904045993021
23,0.43947558572750217,2.8774292365336143,0.02991636006528418,0.05512210037113591,0.09275594452832378,0.08155880464550917,0.08232526976565976,0.08875637540766526
24,0.43117594789985,2.862600291881863,0.02997818103326366,0.05629719535052352,0.09375470974410044,0.08092941162594339,0.08344932446921831,0.08980352252349302
25,0.4165000706318988,2.849195694496564,0.02954175139438265,0.055915508224935184,0.09570076494318162,0.07991899154850933,0.0837329340532041,0.09134254677183223
26,0.41471368074417114,2.835687681672345,0.03087364876407083,0.05580898441082161,0.09575654383821655,0.08115632991059828,0.08405342876103396,0.09200148304497101
27,0.41398343443870544,2.815998598352136,0.029537559445701623,0.05448611544408966,0.09275977879780771,0.08174634949331973,0.08436433862036913,0.0913367283540743
28,0.39486940704434126,2.7926268308902724,0.03055270878772426,0.053654442906769885,0.09165133532616906,0.08134351781883262,0.08257843995025024,0.08965555129000205
29,0.40567504522816233,2.7745128533990537,0.030698543246430114,0.05382460310538059,0.0933703781970784,0.08097173189818134,0.08203396453287644,0.09026618900150657
30,0.39420022036855584,2.7564645728081225,0.03090887095062809,0.05457342855925357,0.0931979963645358,0.08152978854687293,0.08278300185316895,0.09039862267023685
31,0.39119334540619755,2.7375399484040503,0.030238584972482458,0.05577904773670427,0.0942879515655372,0.08080443494590336,0.08325213623987593,0.09061798459437545
32,0.39279678361305337,2.7283826925799555,0.029421394746915835,0.056079400300486866,0.09774231145577301,0.07893962867019941,0.08277895175363346,0.09185563851125733
33,0.3958502962099795,2.7141759853315475,0.029866663584794687,0.05569080447601564,0.09840174732898137,0.07906569251991095,0.08217465551049276,0.09240581374344874
34,0.3884791525783918,2.706969540208053,0.03067597657300604,0.05494257981965189,0.09741467367003025,0.08073103332778542,0.08238912704738192,0.09309878068441048
35,0.371472140811137,2.7016286721200165,0.030264371734000282,0.05471977744786663,0.09709019995229583,0.07943062039576718,0.08241945232234081,0.09267362950775122
36,0.36926858156722114,2.692043747742728,0.030245760513152448,0.055345939630565506,0.09650759559936349,0.07841437591023771,0.08229092552948188,0.09208327029899471
37,0.36972059631189763,2.6775401467058946,0.030183003264442773,0.054827202752730196,0.09732045567370878,0.0789969504608837,0.08181111415944947,0.09213275126327523
38,0.3717795255168384,2.673466349850454,0.02947440031403939,0.05438454836135707,0.09865150161207384,0.07713400913711033,0.07972570870152197,0.0911110474258968
39,0.36704891181939486,2.679008046573521,0.028766771874037516,0.0527459772088881,0.09641794020806436,0.07523024878062105,0.0779690466101674,0.0895406027039519
40,0.3678067207731159,2.6848296487647225,0.029647505684570852,0.05146542886034768,0.09477302555563359,0.07748501910932647,0.07788526420136979,0.08922638672422775
41,0.36122949719429015,2.691045348524228,0.03049749004008071,0.05230257498585077,0.09583336837763509,0.0809347313908591,0.08130069884380658,0.09198885246670867
42,0.3494242719467113,2.6889710909142126,0.03043702221388263,0.0537869465162719,0.0965432641126148,0.08165349524300836,0.08278279462764468,0.09310585612560857
43,0.35062806369453076,2.677815776615637,0.03007047071931195,0.053810866498538626,0.09616455964096246,0.08065096550307273,0.08203515793931747,0.09232101344352873
44,0.354206362820619,2.667221084293553,0.03039774993833958,0.053863033664501805,0.09784559020001622,0.08191300428208213,0.0827066519615779,0.09390255915875817
45,0.35863132468911985,2.6567965651905467,0.030082393004662485,0.05489455805481016,0.09683045737336607,0.07925515224488675,0.08233708973353905,0.09263695910786501
46,0.35368747344080187,2.6417986845742134,0.030109613541286325,0.05381110513633143,0.09732873955435933,0.07810864052757041,0.081124598348964,0.09235723058990727
47,0.34703375203719994,2.631098779330674,0.029701602009487727,0.054666209214134676,0.09625602862280029,0.07986340816040004,0.0833562980684197,0.09323676229075067
48,0.35677521568260445,2.6298090603940802,0.02974685393944703,0.05426792268890636,0.09586242252066128,0.08101295056522077,0.08344272216870222,0.09361422249309931
49,0.3570942363202177,2.627135987608375,0.02940892711194922,0.05423780163230181,0.09831593162027548,0.08159907804198623,0.0833943528919977,0.09481114590918449
