final_rmse,final_recall_5,final_recall_10,final_recall_20,final_recall_50,final_ndcg_5,final_ndcg_10,final_ndcg_20,final_ndcg_50
2.2240079592994353,0.02983757182426401,0.05401588254659,0.09976677538165181,0.19417304973438312,0.08397790183064233,0.08499069450415851,0.09696493464852897,0.12766415650302707
