epoch,train_loss,test_loss,test_rmse
0,1406715.8333333333,480232.94,2.1901756966230446
1,282315.3515625,138730.3,1.1757086424984826
2,311818.2291666667,135174.78,1.160478395594016
3,204499.3203125,182704.64,1.3497983561191582
4,172440.79427083334,214369.48,1.462371006697049
5,168693.0859375,182609.06,1.349420096670524
6,154701.43229166666,154885.34,1.242463236295909
7,154612.58072916666,154955.97,1.2427443769096196
8,149116.89322916666,163612.42,1.2770903822792627
9,152683.5234375,164994.22,1.2824855388494094
10,146615.19270833334,157904.56,1.2545414863114752
11,148759.296875,154013.48,1.2389349959002751
12,143703.78645833334,154949.02,1.2427022759532846
13,148280.15625,153461.8,1.2367015356081563
14,146322.6484375,150729.33,1.2256018647264324
15,147502.63541666666,152150.31,1.2313824133520204
16,141319.53645833334,151158.33,1.2273448656697408
17,141134.41927083334,146324.45,1.2074885161586708
18,144721.43489583334,147011.83,1.210326202761541
19,147997.88541666666,148807.45,1.2177160797373658
20,146521.4765625,145795.11,1.205279090130628
21,143640.91666666666,145042.72,1.202146921172246
22,144985.4296875,144104.86,1.1982325110181615
23,140147.2421875,144339.28,1.1992029476628474
24,143399.46875,143044.52,1.1937841293612503
25,144235.76041666666,141769.56,1.1884224968229742
26,140701.16666666666,140416.67,1.1827059304214962
27,141029.1328125,141073.52,1.1854693100227691
28,137373.6328125,138905.42,1.1762758645916764
29,142376.171875,138609.27,1.1750032638833279
30,139668.484375,138175.0,1.1731413217595223
31,137056.65364583334,137961.08,1.172215245073152
32,136988.72786458334,136452.33,1.165745853986903
33,136957.62369791666,135899.22,1.163353919974221
34,134065.79947916666,136905.27,1.167652685020657
35,131741.109375,135138.34,1.1600444818040003
36,138530.39322916666,134932.8,1.1591398856288928
37,130218.51822916667,134198.67,1.155948545816213
38,131599.21744791666,133386.02,1.1524076656437343
39,129661.55208333333,133011.08,1.1507598675860564
40,131751.56380208334,132833.02,1.1499656737349329
41,129887.21354166667,132562.11,1.1487667520968512
42,127892.56640625,131917.36,1.1459360955001685
43,133081.38932291666,131705.8,1.1449895708676294
44,127883.72786458333,130991.01,1.1418403817205487
45,127453.07161458333,129775.79,1.1364834907780264
46,127514.5390625,130219.05,1.1384098201760242
47,125497.25520833333,129502.96,1.135235486010132
48,126173.99869791667,129093.445,1.1334056438920554
49,125422.77083333333,128745.16,1.1318444115175454
