epoch,memory_usage_mb,cpu_usage_percent,epoch_time_sec,loss,rmse,mae
0,594.140625,46.3,47.107829093933105,1.375453489435504,0.9598489595287116,0.7658619822466677
1,633.51171875,70.5,43.00835037231445,0.8669816791765219,0.9345581636520305,0.7431751189855111
2,635.02734375,72.1,34.290377140045166,0.827556696692363,0.9297407128305982,0.735273097227219
3,636.875,54.9,34.84526205062866,0.8087152270699399,0.9277417313824021,0.7356687741753432
4,638.31640625,54.8,35.14267301559448,0.794817756690172,0.9277930420540084,0.7344773573501713
5,638.81640625,59.6,34.342517614364624,0.7837765249772198,0.9262694962449851,0.7305169902967837
6,639.3125,54.5,34.76941156387329,0.7728421976367554,0.925632312691277,0.733293506074906
7,639.81640625,54.4,34.18806982040405,0.7617574341294167,0.9267733982183058,0.732976801647777
8,640.12109375,54.6,34.51257634162903,0.7504229195725192,0.9264720494320582,0.7338049002995504
9,640.63671875,57.0,34.934595346450806,0.7384780731523679,0.9281849308837462,0.7361566841043947
10,641.13671875,56.1,37.07563376426697,0.7262711941937485,0.9302480742552917,0.7331281275963786
11,641.703125,62.1,33.6782112121582,0.7137284306709617,0.9344241981868416,0.7336873409110942
12,641.953125,54.0,36.1441113948822,0.7009273916619428,0.9338093681494657,0.7369792556575815
13,642.45703125,59.3,36.313880443573,0.6874282634329915,0.9355329741550985,0.73918582200277
14,642.96875,62.1,35.493273973464966,0.6739265818642112,0.9374005147170472,0.7399054972259537
15,643.41796875,60.2,36.837494134902954,0.660903181810687,0.9396964693780713,0.7421875742947008
16,643.6640625,58.2,45.6921591758728,0.6474968372929943,0.9422702707325785,0.746468745408679
17,643.921875,75.0,37.83256697654724,0.6343993050844471,0.9459538622502474,0.7468247860576233
18,644.171875,65.5,32.66237235069275,0.6215022915079754,0.9534987458251377,0.7484859629367969
19,644.67578125,51.3,32.906890630722046,0.6085259166425888,0.9530352341092705,0.7522763664454684
20,645.171875,51.5,33.5786235332489,0.5960546669719693,0.9547787989149753,0.7547108730518642
21,645.8515625,52.8,32.5732536315918,0.5837044788123488,0.9584899255620254,0.7556229938233967
22,646.44921875,50.2,33.04358100891113,0.5720121399986019,0.9633388209229966,0.7578182994107858
23,646.69921875,52.6,32.98678755760193,0.5606309445105836,0.9657493181151128,0.7634877156754113
24,646.94921875,52.2,33.425498485565186,0.5491233464683551,0.9693281199300624,0.7666907223958066
25,647.44921875,52.2,33.41389536857605,0.5377644569053311,0.973856293324784,0.7692496555398659
26,633.83203125,53.8,33.1889328956604,0.5277481223614149,0.9819095266307408,0.7705810028490209
27,635.16015625,51.8,31.561814308166504,0.5174726489332188,0.98168481181604,0.7767128831839357
28,635.57421875,49.9,31.079506874084473,0.5076683382785768,0.9829540646823903,0.77752385042354
29,635.82421875,49.0,31.13835906982422,0.4977991227404073,0.9860952419162721,0.7773104824500526
30,636.1484375,49.1,30.943668365478516,0.4888820815727532,0.989742268216792,0.7813659889784962
31,636.3984375,48.7,32.00523352622986,0.4801512882911899,0.9939897050300347,0.7821369399022885
32,636.65234375,51.8,33.19614863395691,0.47136578718098754,0.9990284058730099,0.7860045188239961
33,636.9140625,51.5,32.72752547264099,0.463104054814197,1.0027119067593275,0.7919382422245039
34,637.42578125,50.6,33.15101599693298,0.4552446332837575,1.0012629588376827,0.7910770148486103
35,637.70703125,51.9,33.04708909988403,0.4469232768959724,1.0074040049929436,0.7940223551894434
36,638.10546875,51.9,32.910324811935425,0.44026534022170266,1.008823669057433,0.7941139607081439
37,638.35546875,51.4,32.83799982070923,0.43265202325994817,1.0100643966256617,0.7970896608843491
38,638.66015625,51.1,33.01340317726135,0.4262318080444404,1.0147147466520978,0.7994444506497386
39,639.203125,51.1,33.295350551605225,0.4185740586541739,1.01697023295901,0.8029053605163814
40,639.44921875,51.3,32.782317876815796,0.41249904226408746,1.0200328783419572,0.8033133427722365
41,639.44921875,50.8,32.03484845161438,0.40627799427995565,1.024097650412332,0.8050903327330069
42,639.453125,51.3,30.990641117095947,0.39982835762128016,1.024992731844241,0.8096377090828016
43,639.69921875,48.7,31.80933928489685,0.39418557751744676,1.0292776500826029,0.8115070447632755
44,638.15625,51.5,31.176345586776733,0.3882392002121797,1.0313043448435593,0.8124402649247369
45,638.41015625,48.6,30.840123891830444,0.3828366850585805,1.0323020784612655,0.8140448478536793
46,638.66796875,48.5,31.158387899398804,0.3773095597887237,1.0358154468868368,0.8150379744106276
47,639.03125,48.7,33.29681372642517,0.37203943740078815,1.0382751717022372,0.8185633977069894
48,639.53515625,53.7,33.402265787124634,0.36703291332283544,1.0403735122530737,0.8201973766234189
49,640.03515625,51.6,33.42804288864136,0.3623906123437134,1.0424494196206215,0.821941406891955
