epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,rmse,recall,ndcg
1,8.461031405942503e-07,8.461031405942503e-07,302.42570143479566,0.7127965646223293,0.0667795714745771,0.06685887652986415
2,6.072498861336016e-07,1.4533530267278518e-06,287.37394362229566,0.7372222774609737,0.06158506672793059,0.06310036423988938
3,5.21645359022467e-07,1.974998385750319e-06,270.614020714393,0.7715879251661015,0.060074388248393985,0.04996442909671995
4,6.576318262857853e-07,2.6326302120361043e-06,261.5885714017428,0.8046907583495203,0.07304680717274052,0.056787063967428136
5,8.079202849768449e-07,3.440550497012949e-06,255.6037339430589,0.8225716288942809,0.06579228602841065,0.045838821030819654
6,5.936577705604567e-07,4.034208267573406e-06,255.17222477839545,0.8405671816327699,0.042415338834080475,0.038023373465777735
7,6.909474754628191e-07,4.725155743036224e-06,251.60860619178186,0.8650242109569346,0.051334676736430544,0.043921035760650214
8,6.433460011567076e-07,5.368501744192932e-06,245.13214111328125,0.8882810049782368,0.058120984146901165,0.047223617930303184
9,6.925002775898864e-07,6.061002021782818e-06,244.238277728741,0.9075004628820272,0.06527408571851125,0.050899137767433884
10,6.488166006545319e-07,6.70981862243735e-06,239.5182589017428,0.9278929340226848,0.06350165972777895,0.05128243805115188
11,6.261211750474891e-07,7.335939797484839e-06,237.09708932729868,0.9512664332844798,0.05889436882024124,0.04653211458533448
12,6.619285506063452e-07,7.997868348091184e-06,233.27096557617188,0.9753092554502258,0.07234822356475343,0.05592718804443275
13,6.69104505181476e-07,8.66697285327266e-06,229.75180053710938,0.9986049665287232,0.06212430767864032,0.052144853997986435
14,6.282009817186449e-07,9.295173834991305e-06,228.29058133638821,1.021233306098576,0.06905794222523792,0.056510255965589805
15,6.355064522054177e-07,9.930680287196722e-06,222.69571979229266,1.0452453963155386,0.07621725089307778,0.05836867452318119
16,6.551081861255351e-07,1.0585788473322258e-05,220.22977975698618,1.0663835005290796,0.06812974902282326,0.05551500820516466
17,6.29334345494502e-07,1.121512281881676e-05,218.5744863656851,1.0890745514029714,0.07062068595131162,0.0552344645809146
18,6.34699737884805e-07,1.1849822556701566e-05,214.00562462439905,1.1116221174334588,0.05854928546485105,0.04881270471948502
