epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,val_loss,rmse
1,6.9961210911132205e-06,6.9961210911132205e-06,1.6073263883590698,1.7687991857528687,1.3299619558634879
2,5.9273875384379394e-06,1.292350862955116e-05,1.2294732332229614,1.6671828031539917,1.291194426755444
3,6.105342952632323e-06,1.9028851582183484e-05,1.1871845722198486,1.4452855587005615,1.2022003468454117
4,6.642610497775353e-06,2.5671462079958835e-05,1.171920657157898,1.3735285997390747,1.1719762888946104
5,6.186471356225775e-06,3.185793343618461e-05,1.1622294187545776,1.3605293035507202,1.1664175185304095
6,5.9538513239573425e-06,3.7811784760141955e-05,1.1551438570022583,1.3206244707107544,1.149184237491479
7,5.35924475877222e-06,4.317102951891417e-05,1.150030255317688,1.2947263717651367,1.1378604375938377
8,5.38935429445071e-06,4.856038381336488e-05,1.1435011625289917,1.2397218942642212,1.1134280546482864
9,5.390395877969845e-06,5.3950779691334727e-05,1.138630986213684,1.2735791206359863,1.1285295292415507
10,5.3509028861016435e-06,5.930168257743637e-05,1.1331688165664673,1.1959518194198608,1.093595828438812
11,5.39648807402086e-06,6.469817065145724e-05,1.1265912055969238,1.1780574321746826,1.0853835969040204
12,5.4968146266181485e-06,7.019498527807538e-05,1.121433973312378,1.1726059913635254,1.0828693387077848
13,5.463577069782262e-06,7.565856234785764e-05,1.1166901588439941,1.1775013208389282,1.0851274174205212
14,5.371625858338218e-06,8.103018820619586e-05,1.112544059753418,1.1406500339508057,1.0680121206665258
15,6.0673060164493325e-06,8.709749422264519e-05,1.1092638969421387,1.1390783786773682,1.0672760898272318
16,6.216875941621723e-06,9.331437016426691e-05,1.1059319972991943,1.1320067644119263,1.0639581466919859
17,6.234036058191552e-06,9.954840622245847e-05,1.102197527885437,1.1375126838684082,1.0665422798856732
18,6.381577455651819e-06,0.00010592998367811029,1.0993740558624268,1.1133959293365479,1.0551757083887743
19,6.1870617739215995e-06,0.00011211704545203189,1.096419095993042,1.103248119354248,1.0503561459181585
20,6.15142562513334e-06,0.00011826847107716523,1.0945302248001099,1.1091116666793823,1.0531437679245566
21,6.105169865749425e-06,0.00012437364094291465,1.0913290977478027,1.1074700355529785,1.0523640584190175
22,6.204049353204636e-06,0.00013057769029611928,1.089663028717041,1.0990309715270996,1.0483468323038063
23,6.071159668592727e-06,0.000136648849964712,1.0872052907943726,1.1011831760406494,1.0493728312985118
24,6.252148969116945e-06,0.00014290099893382897,1.0856252908706665,1.0944308042526245,1.0461505420701402
25,6.568640441950916e-06,0.0001494696393757799,1.0837411880493164,1.0941517353057861,1.0460171772404099
26,6.447566184000121e-06,0.00015591720555978002,1.081684947013855,1.0982023477554321,1.0479516012966188
27,6.123279050661612e-06,0.00016204048461044163,1.0802154541015625,1.0933712720870972,1.045643908158137
28,5.994217710953724e-06,0.00016803470232139536,1.07843816280365,1.0952483415603638,1.0465411235611277
29,6.3225474708952525e-06,0.00017435724979229062,1.0771273374557495,1.0840439796447754,1.0411743100634678
30,6.406813110658194e-06,0.0001807640629029488,1.0752702951431274,1.0916353464126587,1.044813607883116
31,6.267750312461982e-06,0.0001870318132154108,1.0749222040176392,1.0683664083480835,1.0336182126159057
32,6.6412771028584675e-06,0.00019367309031826928,1.0738416910171509,1.073691487312317,1.036190959647299
33,6.439589611386743e-06,0.00020011267992965602,1.0724596977233887,1.0705410242080688,1.0346694666237812
34,6.305327449486966e-06,0.000206418007379143,1.072597861289978,1.0662072896957397,1.0325731456647176
35,5.987861598029324e-06,0.00021240586897717232,1.0705171823501587,1.06657075881958,1.0327491198312784
36,6.115960066596862e-06,0.00021852182904376919,1.069351315498352,1.0602407455444336,1.0296799395134093
37,6.127504180672109e-06,0.00022464933322444128,1.0690414905548096,1.0727113485336304,1.0357177459493523
38,6.033410811219255e-06,0.00023068274403566054,1.067617416381836,1.059346318244934,1.0292454269365914
39,6.26366906478655e-06,0.00023694641310044708,1.0671011209487915,1.056434988975525,1.0278302055485593
40,6.052311981816418e-06,0.0002429987250822635,1.066636323928833,1.0604586601257324,1.0297856674150987
41,6.201092504760424e-06,0.00024919981758702393,1.06511390209198,1.0632625818252563,1.031146080371076
42,6.207598865802607e-06,0.0002554074164528265,1.0645151138305664,1.061140775680542,1.0301168500883051
43,6.074083508774778e-06,0.0002614814999616013,1.0643595457077026,1.0579602718353271,1.028571996635308
44,6.149126551936009e-06,0.0002676306265135373,1.063757061958313,1.0561845302581787,1.0277084259841294
45,6.086184127834257e-06,0.0002737168106413716,1.0633214712142944,1.0516949892044067,1.0255218374449666
46,6.084727166031614e-06,0.0002798015378074032,1.06271231174469,1.051382303237915,1.0253694914512108
47,6.1502662679559935e-06,0.0002859518040753592,1.061618447303772,1.0640723705291748,1.031538802996786
48,6.1100920917792055e-06,0.0002920618961671384,1.0611789226531982,1.0516854524612427,1.025517239325297
49,6.201289701289298e-06,0.0002982631858684277,1.0608134269714355,1.0545157194137573,1.0268959960219097
50,6.073275541232852e-06,0.00030433646140966053,1.0610612630844116,1.052014708518982,1.0256776371433902
