epoch,epoch_emissions_kg,cumulative_emissions_kg,train_rmse,train_mae,valid_rmse,valid_mae
34,2.823536242994791e-05,0.0008495727893930346,"tf.Tensor(0.6702386, shape=(), dtype=float32)","tf.Tensor(0.52437055, shape=(), dtype=float32)","tf.Tensor(0.90951884, shape=(), dtype=float32)","tf.Tensor(0.70265067, shape=(), dtype=float32)"
35,2.560861876161862e-05,0.0008751814081546532,"tf.Tensor(0.6597862, shape=(), dtype=float32)","tf.Tensor(0.51709974, shape=(), dtype=float32)","tf.Tensor(0.9141432, shape=(), dtype=float32)","tf.Tensor(0.70681417, shape=(), dtype=float32)"
36,2.5641357486278258e-05,0.0009008227656409315,"tf.Tensor(0.65211856, shape=(), dtype=float32)","tf.Tensor(0.5095036, shape=(), dtype=float32)","tf.Tensor(0.9186695, shape=(), dtype=float32)","tf.Tensor(0.7078646, shape=(), dtype=float32)"
37,2.4431444538409915e-05,0.0009252542101793414,"tf.Tensor(0.644449, shape=(), dtype=float32)","tf.Tensor(0.50294966, shape=(), dtype=float32)","tf.Tensor(0.92718905, shape=(), dtype=float32)","tf.Tensor(0.713347, shape=(), dtype=float32)"
38,2.4454856558739542e-05,0.000949709066738081,"tf.Tensor(0.6339804, shape=(), dtype=float32)","tf.Tensor(0.49587846, shape=(), dtype=float32)","tf.Tensor(0.9325911, shape=(), dtype=float32)","tf.Tensor(0.71795195, shape=(), dtype=float32)"
39,2.4462890173649972e-05,0.000974171956911731,"tf.Tensor(0.6274021, shape=(), dtype=float32)","tf.Tensor(0.4868461, shape=(), dtype=float32)","tf.Tensor(0.9386237, shape=(), dtype=float32)","tf.Tensor(0.71872354, shape=(), dtype=float32)"
40,2.436897954595607e-05,0.000998540936457687,"tf.Tensor(0.61655253, shape=(), dtype=float32)","tf.Tensor(0.48083958, shape=(), dtype=float32)","tf.Tensor(0.94456536, shape=(), dtype=float32)","tf.Tensor(0.72517246, shape=(), dtype=float32)"
41,2.4271145681782564e-05,0.0010228120821394696,"tf.Tensor(0.61112326, shape=(), dtype=float32)","tf.Tensor(0.47799227, shape=(), dtype=float32)","tf.Tensor(0.9524526, shape=(), dtype=float32)","tf.Tensor(0.73184156, shape=(), dtype=float32)"
42,2.4297589215628025e-05,0.0010471096713550977,"tf.Tensor(0.6038653, shape=(), dtype=float32)","tf.Tensor(0.47097018, shape=(), dtype=float32)","tf.Tensor(0.9584997, shape=(), dtype=float32)","tf.Tensor(0.7342409, shape=(), dtype=float32)"
43,2.37844377271295e-05,0.0010708941090822272,"tf.Tensor(0.5995533, shape=(), dtype=float32)","tf.Tensor(0.46798688, shape=(), dtype=float32)","tf.Tensor(0.9584705, shape=(), dtype=float32)","tf.Tensor(0.7342715, shape=(), dtype=float32)"
44,2.451267066654617e-05,0.0010954067797487733,"tf.Tensor(0.5920709, shape=(), dtype=float32)","tf.Tensor(0.46040127, shape=(), dtype=float32)","tf.Tensor(0.9660842, shape=(), dtype=float32)","tf.Tensor(0.7378115, shape=(), dtype=float32)"
45,2.4454322857879757e-05,0.001119861102606653,"tf.Tensor(0.58377665, shape=(), dtype=float32)","tf.Tensor(0.45448357, shape=(), dtype=float32)","tf.Tensor(0.9736403, shape=(), dtype=float32)","tf.Tensor(0.7433575, shape=(), dtype=float32)"
46,2.4524907392917085e-05,0.00114438600999957,"tf.Tensor(0.5771174, shape=(), dtype=float32)","tf.Tensor(0.44839612, shape=(), dtype=float32)","tf.Tensor(0.97612137, shape=(), dtype=float32)","tf.Tensor(0.7440492, shape=(), dtype=float32)"
47,2.4389301706540413e-05,0.0011687753117061105,"tf.Tensor(0.57267344, shape=(), dtype=float32)","tf.Tensor(0.4469717, shape=(), dtype=float32)","tf.Tensor(0.9871837, shape=(), dtype=float32)","tf.Tensor(0.75353926, shape=(), dtype=float32)"
48,2.4600124525477656e-05,0.0011933754362315882,"tf.Tensor(0.5659599, shape=(), dtype=float32)","tf.Tensor(0.43934396, shape=(), dtype=float32)","tf.Tensor(0.9896704, shape=(), dtype=float32)","tf.Tensor(0.75337, shape=(), dtype=float32)"
49,2.444116364077908e-05,0.0012178165998723673,"tf.Tensor(0.56209576, shape=(), dtype=float32)","tf.Tensor(0.4358014, shape=(), dtype=float32)","tf.Tensor(0.99403936, shape=(), dtype=float32)","tf.Tensor(0.7557685, shape=(), dtype=float32)"
