epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,rmse,mae
0,2.020407541005574e-05,2.020407541005574e-05,0.6897391099803495,3.6005697431106216,
1,2.0243397589873018e-05,4.044747299992876e-05,0.6759990282406081,3.5850249926943842,
2,2.0220521060855565e-05,6.0667994060784324e-05,0.6636952463364759,3.566682430856875,
3,1.9975144985596744e-05,8.064313904638106e-05,0.6471484016898452,3.54331899340421,
4,2.019749368000784e-05,0.0001008406327263889,0.6371388812728276,3.5121115839277657,
5,2.1399625874800113e-05,0.00012224025860118901,0.6304011537539248,3.479804357165868,
6,2.136153543928207e-05,0.00014360179404047108,0.6192652710226197,3.455178552535821,
7,2.0374951066097494e-05,0.00016397674510656857,0.6022705523383538,3.42692009288399,
8,2.065567841269522e-05,0.0001846324235192638,0.5951937534951216,3.395516191050563,
9,2.019838388478987e-05,0.00020483080740405367,0.5919916418214507,3.3638542215346683,
10,1.9837685855948942e-05,0.0002246684932600026,0.5580809222151901,3.3207222914995964,
11,2.0236177675028093e-05,0.00024490467093503073,0.5538445548505972,3.2791726829270496,
12,2.0194169768851297e-05,0.000265098840703882,0.544537791511081,3.2425713978722106,
13,2.019290062270332e-05,0.0002852917413265853,0.5157661479829952,3.2068115107865562,
14,2.0157443028488797e-05,0.00030544918435507413,0.5198098308992701,3.1694418554723605,
15,2.0019032616123353e-05,0.0003254682169711975,0.5058949149602296,3.1334935770527648,
16,2.0190080372703726e-05,0.0003456582973439012,0.4951951932828158,3.0950435430621503,
17,1.8958854643375432e-05,0.0003646171519872767,0.4798117206191385,3.0609013662831637,
18,1.8865513397095158e-05,0.0003834826653843718,0.47410225390598476,3.0261068090957166,
19,2.0192091297190456e-05,0.00040367475668156227,0.4664927258791513,2.9884364050502383,
20,2.0032446895529704e-05,0.000423707203577092,0.4690876220235761,2.95884148315575,
21,2.03244119537138e-05,0.0004440316155308058,0.4363376800982368,2.929083141128833,
22,2.8128741682341464e-05,0.00047216035721314725,0.43721335735542094,2.8980514682374823,
23,2.0142718066669034e-05,0.0004923030752798163,0.43947558572750217,2.8774292365336143,
24,2.0779404095807687e-05,0.0005130824793756239,0.43117594789985,2.862600291881863,
25,2.0362802253639357e-05,0.0005334452816292633,0.4165000706318988,2.849195694496564,
26,2.039181072183262e-05,0.0005538370923510959,0.41471368074417114,2.835687681672345,
27,1.918956674301235e-05,0.0005730266590941082,0.41398343443870544,2.815998598352136,
28,1.9247312461758758e-05,0.0005922739715558669,0.39486940704434126,2.7926268308902724,
29,1.9294906167696508e-05,0.0006115688777235635,0.40567504522816233,2.7745128533990537,
30,2.0450524152291505e-05,0.000632019401875855,0.39420022036855584,2.7564645728081225,
31,2.0400451158447614e-05,0.0006524198530343026,0.39119334540619755,2.7375399484040503,
32,2.0289434329684138e-05,0.0006727092873639867,0.39279678361305337,2.7283826925799555,
33,2.0251081678072586e-05,0.0006929603690420593,0.3958502962099795,2.7141759853315475,
34,2.2231022043713037e-05,0.0007151913910857724,0.3884791525783918,2.706969540208053,
35,2.039109507316477e-05,0.0007355824861589371,0.371472140811137,2.7016286721200165,
36,2.0371113951638766e-05,0.0007559536001105759,0.36926858156722114,2.692043747742728,
37,1.9950117882011478e-05,0.0007759037179925874,0.36972059631189763,2.6775401467058946,
38,1.916376516626763e-05,0.0007950674831588549,0.3717795255168384,2.673466349850454,
39,1.8976352131780744e-05,0.0008140438352906357,0.36704891181939486,2.679008046573521,
40,1.9263551359370363e-05,0.000833307386650006,0.3678067207731159,2.6848296487647225,
41,1.9153104320519587e-05,0.0008524604909705256,0.36122949719429015,2.691045348524228,
42,1.9027804837001992e-05,0.0008714882958075276,0.3494242719467113,2.6889710909142126,
43,1.9312477782691256e-05,0.0008908007735902189,0.35062806369453076,2.677815776615637,
44,1.901232082500982e-05,0.0009098130944152287,0.354206362820619,2.667221084293553,
45,1.919019486609032e-05,0.000929003289281319,0.35863132468911985,2.6567965651905467,
46,1.8891618972217796e-05,0.0009478949082535368,0.35368747344080187,2.6417986845742134,
47,1.9071988911976346e-05,0.0009669668971655132,0.34703375203719994,2.631098779330674,
48,1.8994759324210742e-05,0.000985961656489724,0.35677521568260445,2.6298090603940802,
49,1.9216382761996408e-05,0.0010051780392517204,0.3570942363202177,2.627135987608375,
