epoch,epoch_emissions_kg,cumulative_emissions_kg,rmse,mae
0,4.516368287694065e-05,4.516368287694065e-05,0.9536755681037903,0.7632268071174622
1,4.450175281528665e-05,8.966543569222731e-05,0.9009057283401489,0.7158987522125244
2,4.479771767075077e-05,0.00013446315336297808,0.8825720548629761,0.6999416351318359
3,4.479715283695727e-05,0.00017926030619993535,0.871420681476593,0.690634548664093
4,4.707727436865437e-05,0.00022633758056858972,0.8637928366661072,0.6838904619216919
5,4.558893430277123e-05,0.00027192651487136096,0.8579570055007935,0.6789517998695374
6,4.381224983661622e-05,0.00031573876470797715,0.8536996245384216,0.6753983497619629
7,4.409218906663632e-05,0.0003598309537746135,0.851940393447876,0.6740311980247498
8,4.432886842325375e-05,0.00040415982219786726,0.8515268564224243,0.6735205054283142
9,4.4843398762076945e-05,0.0004490032209599442,0.8531054854393005,0.674395740032196
10,4.401250215913114e-05,0.0004930157231190753,0.8561016917228699,0.6764003038406372
11,4.490012486707101e-05,0.0005379158479861463,0.8599746823310852,0.6789583563804626
12,6.047316283690396e-07,0.0005385205796145154,0.8642621636390686,0.6820150017738342
13,6.0868051592824e-07,0.0005391292601304436,0.8689134120941162,0.6851117610931396
14,4.7985540516276034e-05,0.0005871148006467196,0.8740136027336121,0.6887370944023132
15,4.593053360901202e-05,0.0006330453342557316,0.8788495063781738,0.6920994520187378
16,4.51683222476817e-05,0.0006782136565034134,0.8836886286735535,0.695497989654541
17,5.858647178294639e-07,0.0006787995212212428,0.8884134888648987,0.6989300847053528
18,4.430252913565829e-05,0.0007231020503569011,0.8926926255226135,0.7019115090370178
19,4.505074026394641e-05,0.0007681527906208476,0.8969295024871826,0.7048376798629761
20,4.4939419211012466e-05,0.0008130922098318601,0.9009553790092468,0.70761638879776
21,4.674936645510475e-05,0.0008598415762869648,0.9046689867973328,0.710017204284668
22,4.5424130100927655e-05,0.0009052657063878924,0.908114492893219,0.712557852268219
23,4.62348874205534e-05,0.0009515005938084459,0.9118184447288513,0.7151239514350891
24,4.295718128810091e-05,0.0009944577750965469,0.9148870706558228,0.7171235680580139
25,4.397052814084252e-05,0.0010384283032373893,0.9179094433784485,0.7191256284713745
26,4.355994878392569e-05,0.001081988252021315,0.9208001494407654,0.7211736440658569
27,4.327049494704394e-05,0.0011252587469683588,0.9235349893569946,0.7230386137962341
28,4.408125922246793e-05,0.0011693400061908268,0.926136314868927,0.724885880947113
29,4.338882494482104e-05,0.0012127288311356479,0.928611159324646,0.7265318036079407
30,4.417775357621817e-05,0.001256906584711866,0.9308377504348755,0.7280495166778564
31,4.2913612793420534e-05,0.0012998201975052866,0.9329270720481873,0.7294571399688721
32,4.325133963163797e-05,0.0013430715371369245,0.9349367618560791,0.7307466268539429
33,4.312817411349126e-05,0.0013861997112504158,0.936983048915863,0.7323417067527771
34,4.306707629437766e-05,0.0014292667875447935,0.938848614692688,0.7335726022720337
35,4.317023979587722e-05,0.0014724370273406708,0.9405195713043213,0.7347390055656433
36,4.321721120756868e-05,0.0015156542385482395,0.9420647025108337,0.7358071208000183
37,4.349805959896806e-05,0.0015591522981472075,0.9435283541679382,0.7368187308311462
38,4.3837061175283874e-05,0.0016029893593224914,0.9450788497924805,0.7379174828529358
39,4.296459590489529e-05,0.0016459539552273867,0.9464916586875916,0.7389943599700928
40,4.346267952416769e-05,0.0016894166347515543,0.9479439854621887,0.7400627136230469
41,4.330533289741142e-05,0.0017327219676489657,0.9491173624992371,0.7408370971679688
42,4.341555570217374e-05,0.0017761375233511395,0.9502213001251221,0.7415406703948975
43,4.3223163868315364e-05,0.0018193606872194549,0.9513331055641174,0.7423388957977295
44,4.3560211032093265e-05,0.0018629208982515481,0.9525901675224304,0.7432066798210144
45,4.273484764536262e-05,0.0019056557458969107,0.9536923170089722,0.744044840335846
46,4.314734594602801e-05,0.0019488030918429387,0.9545775055885315,0.7446578145027161
47,4.318199999466562e-05,0.0019919850918376043,0.9556652903556824,0.7455034255981445
48,4.294328541520811e-05,0.0020349283772528124,0.9564782381057739,0.7459230422973633
49,4.3937333936593346e-05,0.0020788657111894056,0.9573620557785034,0.7466360330581665
