rmse,recall@5,ndcg@5,recall@10,ndcg@10,recall@20,ndcg@20,recall@50,ndcg@50
1.2328170794879996,0.0,0.0,1.5838824125696908e-05,3.6079558766947274e-05,0.0022223458977326475,0.0011589796873909485,0.03918135791938332,0.017635741602949815
