epoch,memory_usage_mb,cpu_usage_percent,epoch_time_sec,loss,rmse
0,1735.65234375,20.5,11.281172513961792,1391760.1145833333,2.177247507102662
1,1962.65234375,32.9,9.90968918800354,280048.9166666667,1.177753904458228
2,1965.0546875,31.4,9.996211767196655,302273.703125,1.1578220350058022
3,1965.91796875,29.9,9.627193212509155,206763.1875,1.3454209330066706
4,1966.8046875,28.7,9.874878883361816,171129.72395833334,1.4595584452800603
5,1966.75,32.6,10.046028852462769,168270.09635416666,1.3548402125599706
6,1966.99609375,31.6,9.633205652236938,156974.6640625,1.2457499081295147
7,1967.0,30.5,10.008908033370972,154230.3203125,1.2402981792687093
8,1967.0078125,27.6,9.940476655960083,150283.87760416666,1.2773579652827118
9,1967.01171875,26.8,9.706640005111694,149259.72135416666,1.278480039560477
10,1967.00390625,28.9,10.461881399154663,144356.33333333334,1.2532077932930141
11,1967.26171875,30.7,9.559828281402588,148439.59895833334,1.2380630756257487
12,1967.2734375,31.3,9.876893997192383,147045.19270833334,1.2358841270645367
13,1967.50390625,31.3,10.336100816726685,148423.08333333334,1.24376804741589
14,1967.50390625,27.0,10.723684072494507,139714.171875,1.2322739117999075
15,1967.62890625,37.4,10.177841424942017,143380.66145833334,1.2170965419323725
16,1967.62890625,33.7,9.683712005615234,148594.11458333334,1.2247330877285605
17,1967.62890625,30.8,9.906177520751953,146001.70833333334,1.2215571595619212
18,1967.62890625,33.3,10.149726390838623,144722.23697916666,1.2120903638827796
19,1967.61328125,30.1,10.277108430862427,145104.47916666666,1.2089082702224971
20,1967.61328125,29.7,9.639214754104614,142309.13802083334,1.2097913079529992
21,1967.61328125,29.4,9.99013352394104,145317.03645833334,1.2050141570865294
22,1967.609375,28.4,9.896513938903809,143535.65625,1.1930311569231575
23,1967.609375,32.5,9.793226718902588,144134.97916666666,1.1969794385955352
24,1967.609375,34.1,9.954245328903198,139336.83333333334,1.1869847846611674
25,1967.609375,32.4,10.577778100967407,144184.29427083334,1.1856550138440718
26,1967.609375,31.6,9.700225591659546,143045.203125,1.1836624720061963
27,1967.640625,30.6,9.679829835891724,137942.41536458334,1.1794689001377805
28,1967.8125,29.2,10.37771725654602,140498.86979166666,1.1733349424052644
29,1965.796875,40.7,9.953202247619629,137518.07421875,1.1780987477260383
30,1966.86328125,29.3,9.454522848129272,134466.58984375,1.172407718831828
31,1967.14453125,28.4,10.066714525222778,140677.65104166666,1.1707224478387506
32,1967.203125,25.9,10.145833492279053,133452.27604166666,1.1636358931797885
33,1967.21875,25.7,9.75506854057312,134820.69270833334,1.16376025547716
34,1967.21875,30.8,9.646056652069092,132964.39192708334,1.1621044544847792
35,1967.21875,26.9,10.111119031906128,133613.65885416666,1.1596516649991957
36,1967.21875,27.7,9.989055395126343,131587.13671875,1.1580629733842804
37,1967.21875,33.3,9.747016906738281,136798.83854166666,1.156771071248053
38,1967.21875,27.3,10.210793256759644,131706.26953125,1.1542518155305928
39,1967.19921875,30.2,9.59240198135376,132120.27473958334,1.1492935198680123
40,1967.19921875,28.4,9.821020364761353,130767.54947916667,1.146835087660997
41,1967.20703125,30.7,10.255353927612305,130428.10286458333,1.1469433065251304
42,1967.20703125,27.2,10.232135534286499,130141.75130208333,1.1459894988022459
43,1967.20703125,28.1,10.195629119873047,125136.1953125,1.1460791177827474
44,1967.203125,27.3,10.045599222183228,129565.78515625,1.1448071902614503
45,1967.45703125,31.0,9.516657829284668,128875.18880208333,1.141033502673889
46,1967.45703125,27.2,10.036724090576172,125249.98958333333,1.1388324242005072
47,1967.52734375,29.2,10.396460056304932,123960.0234375,1.1380897559878782
48,1967.52734375,32.5,10.056952714920044,128035.69270833333,1.1313318908570655
49,1967.52734375,30.5,9.843238353729248,127145.5859375,1.1337013954893416
