epoch,train_loss,test_loss,test_rmse
0,1387764.8229166667,473798.72,2.1754362737839905
1,278775.7552083333,138990.4,1.1768029792642052
2,307919.34375,134548.06,1.1577605165058502
3,206269.1796875,178376.03,1.3336579103539767
4,171336.578125,210417.88,1.4487899179710166
5,168513.9296875,181824.48,1.3465019380671233
6,154949.93229166666,154132.02,1.23942039328392
7,154341.81510416666,152768.95,1.2339076845549597
8,149162.89583333334,160610.69,1.2652782285164526
9,152678.59895833334,162494.73,1.27269833701035
10,146518.31510416666,156088.08,1.247275205283906
11,148754.37760416666,151912.94,1.230423033599621
12,143626.4140625,152426.95,1.2325077824313504
13,148277.05729166666,150958.16,1.2265322711247637
14,146292.27864583334,148414.88,1.2161177721093797
15,147468.21614583334,149729.17,1.221506823253576
16,141294.13802083334,148862.64,1.2179517970092255
17,141130.36458333334,144230.92,1.1987832989406824
18,144715.5078125,145109.39,1.2024364453211103
19,147892.97135416666,146880.88,1.2097747107540417
20,146455.09114583334,143692.8,1.1965209238257306
21,143528.06770833334,142625.97,1.1920475352456237
22,144835.55598958334,141757.25,1.1883906765267003
23,140030.02864583334,142182.66,1.1901717202409259
24,143287.66145833334,140873.6,1.1846513344058587
25,144086.03385416666,139546.67,1.1790275651115762
26,140602.61979166666,138342.94,1.1739005492816188
27,140977.359375,138708.89,1.1754478732890277
28,137329.92578125,136780.9,1.167204503220044
29,142405.55989583334,136403.27,1.1655725871739746
30,139686.828125,136129.5,1.1643848782179693
31,137188.8515625,135828.25,1.1630766302030409
32,137074.58203125,134289.34,1.1564259230858134
33,137006.89453125,133853.9,1.1545246069247233
34,134267.5546875,134851.53,1.158820020673577
35,131865.41015625,133400.14,1.1525230805940865
36,138571.70963541666,133104.73,1.1512222721548693
37,130320.20442708333,132206.12,1.1472920126237516
38,131694.34765625,131631.73,1.1447650743506452
39,129855.84635416667,131225.6,1.1429693481221914
40,131777.01302083334,131079.08,1.142307637114552
41,130111.15234375,130688.12,1.140573915366971
42,128072.19661458333,130033.24,1.1376777792264157
43,133167.14973958334,129965.26,1.1373554573359046
44,128011.12239583333,129471.23,1.135157354118836
45,127552.75911458333,128090.016,1.129033390594662
46,127774.83984375,128496.695,1.1308103379498327
47,125708.09114583333,127946.27,1.1283484999202953
48,126393.90625,127345.414,1.1256575078368523
49,125636.13802083333,127088.72,1.1244922952775664
