epoch,memory_usage_mb,cpu_usage_percent,epoch_time_sec,loss,rmse
0,1909.09375,16.8,35.3074004650116,1389496.78125,2.1731156106084395
1,2118.875,16.8,35.1379132270813,277806.8125,1.1722285676049737
2,2121.2109375,17.3,35.147547006607056,312685.2083333333,1.163807757451869
3,2121.890625,17.2,35.20300006866455,208041.81770833334,1.3566560102659755
4,2122.0078125,16.9,35.40293478965759,173066.0625,1.471635581828789
5,2122.01953125,18.1,35.09276080131531,170190.96354166666,1.3537239299589834
6,2122.1796875,16.8,34.9898145198822,155356.09114583334,1.242120081346321
7,2122.44140625,16.7,34.206604957580566,154845.06770833334,1.2426847107360994
8,2122.4375,16.7,33.97706699371338,149371.15364583334,1.2765888185686047
9,2122.4375,17.0,34.232890605926514,152742.6640625,1.2820341277084926
10,2122.4375,17.0,34.128336668014526,146562.72135416666,1.2541801638323606
11,2122.44140625,16.0,34.22535276412964,148642.06770833334,1.2377865543477724
12,2122.4375,18.1,34.22239422798157,143534.36458333334,1.2407216513445287
13,2122.4375,17.0,34.244455337524414,148059.75,1.235063515680706
14,2122.43359375,17.7,34.14829063415527,146013.65364583334,1.224940587002077
15,2122.43359375,16.9,34.815306425094604,147130.26041666666,1.2308734651976507
16,2122.43359375,18.2,34.47375130653381,140852.4765625,1.225835659358721
17,2122.43359375,17.5,34.06023335456848,140618.81770833334,1.207071372148321
18,2122.4375,16.7,34.153481245040894,144038.14322916666,1.212634652272149
19,2122.43359375,17.3,34.38154101371765,147108.30989583334,1.2168614180477455
20,2122.43359375,16.7,33.9670295715332,145596.40364583334,1.2045389162147784
21,2122.4375,17.0,33.93129301071167,142584.2421875,1.2009958771996891
22,2122.4375,17.2,34.22182774543762,143794.24348958334,1.197813525743136
23,2122.4375,17.0,34.32731032371521,139058.44010416666,1.200422088518188
24,2120.10546875,17.9,36.168572187423706,142126.78645833334,1.1924921065269218
25,2121.44921875,23.6,34.531657457351685,142813.9453125,1.1884736998192218
26,2121.81640625,17.1,34.17736458778381,139266.79036458334,1.1817033930088983
27,2121.94140625,16.9,34.30645132064819,139501.78385416666,1.1836419696719918
28,2122.01171875,16.9,34.37864375114441,135799.15625,1.1751848180036375
29,2122.015625,17.2,34.149351358413696,140780.015625,1.1743419273284779
30,2122.01171875,16.6,34.27153944969177,137998.25,1.1708120467793484
31,2122.765625,16.5,34.35918641090393,135452.15234375,1.1704654016077523
32,2122.84375,17.4,34.35966634750366,135336.73958333334,1.1649588603169316
33,2122.84765625,17.4,34.04741096496582,135235.11848958334,1.1614966688623913
34,2122.84375,17.0,34.28239846229553,132384.84114583334,1.164507610029539
35,2122.84375,17.1,34.165772438049316,129940.21484375,1.1588864079631922
36,2122.84375,16.5,34.37542271614075,136468.07942708334,1.158068909400679
37,2122.84375,16.7,34.29244089126587,128433.16927083333,1.1538988417149305
38,2122.84375,17.6,34.30810260772705,129697.00260416667,1.1505958762111521
39,2122.84765625,17.3,34.181015491485596,127826.89583333333,1.147939788169331
40,2122.84765625,17.4,34.028369188308716,129648.18619791667,1.1484901945760124
41,2122.84375,17.0,34.424150228500366,127909.48307291667,1.147008141682693
42,2122.84375,16.9,34.25509285926819,126015.01822916667,1.1431227836079374
43,2122.84765625,16.6,34.27151083946228,130987.6328125,1.1420264931264252
44,2122.84765625,16.8,34.052680253982544,125795.796875,1.1401617699801858
45,2122.84765625,16.7,34.33067440986633,125510.72135416667,1.1339519583414492
46,2122.84765625,17.1,34.1697473526001,125651.95703125,1.135510997609207
47,2122.84765625,17.0,34.17582559585571,123712.99609375,1.1327271468514006
48,2122.84765625,16.3,34.266711950302124,124391.1484375,1.130584068890448
49,2122.84765625,16.8,35.26069664955139,123581.64453125,1.1291167683460166
