epoch,epoch_emissions_kg,cumulative_emissions_kg,rmse,recall_5,recall_10,recall_20,recall_50,ndcg_5,ndcg_10,ndcg_20,ndcg_50
26,0.00014541835454756567,0.004159817854958983,0.8690973678910467,0.5874894032620918,0.7644400444387568,0.8962217112334926,0.9761241107254088,0.960595008925659,0.9613542205118017,0.9646503753413763,0.9696148012286523
27,0.00014381942186282842,0.004303637276821811,0.8672674459759153,0.5872889213632398,0.7646556596216274,0.8963790293875777,0.9761839015866223,0.9602460380905359,0.9616064715223374,0.9648018606702636,0.9697017907887383
28,0.0001423359425723818,0.004445973219394193,0.8655892821777174,0.587458692279942,0.7648107222594555,0.8962835908550606,0.976207680549954,0.9603387038342454,0.9617243465333565,0.9647887000587407,0.969789425300526
29,0.00014548264944990252,0.004591455868844095,0.8637550219968996,0.58776031173343,0.7648455096615161,0.896466835159754,0.976206797732245,0.9615039938823255,0.9620745798421177,0.9652424025913452,0.9700781673021439
30,0.00014500695381921094,0.004736462822663306,0.863194102890969,0.5880793525745986,0.7651559113486653,0.8964033017527447,0.976233320699081,0.9611498610597795,0.9624824524297645,0.9652327173614673,0.9701234816555191
31,0.00014310574225899817,0.004879568564922304,0.8623177268312328,0.587760047268187,0.7649567738424603,0.8964875862936689,0.9762568056933669,0.9617292181627963,0.9628665133284248,0.9657510099637535,0.9706466275178929
32,0.00014398359649340088,0.005023552161415705,0.8607817541304355,0.5877413757983676,0.7649720715233543,0.8965736958866413,0.9762565508813409,0.9616222296857055,0.9628340012696323,0.965814002484271,0.9706464267695655
33,0.00014319005903762656,0.005166742220453332,0.8595122641546443,0.5881277711982698,0.7650798358678177,0.8966896034390405,0.9762566913540318,0.9619619702854976,0.9629625630330648,0.9658883435768584,0.9705647673184586
34,0.0001433860950001275,0.005310128315453459,0.8586070446729308,0.5878221551181897,0.7649463772845044,0.8966343763919542,0.9762856514594221,0.9623276221216335,0.9633359378535875,0.9663159151796524,0.9710849368816222
35,0.00014419014222284379,0.005454318457676303,0.8581097933310505,0.5880081155525153,0.765380845457212,0.8967119484164688,0.9763003938280512,0.9621317943395418,0.9634839942850253,0.9661099195258104,0.9708355362641129
36,0.00014747532619422847,0.005601793783870531,0.8581566611862262,0.5881024370990815,0.7652644391051009,0.8967740039273971,0.9762770721529823,0.9624503631246079,0.9633591509285195,0.9662440828858385,0.9709306112302628
37,0.0001457630474645522,0.005747556831335083,0.8578032797488284,0.5883499475160048,0.7650763336158092,0.8968241394726538,0.9762686551342895,0.963072784439334,0.9636655265331812,0.9666054242101263,0.9712331263342276
38,0.00014374288846602263,0.005891299719801106,0.8573825645841205,0.5878971417838039,0.7650768750255817,0.8966931028142634,0.9762881933682945,0.9622514329062887,0.9632710065697042,0.9662006683648482,0.9708871862422213
39,0.0001461885617485849,0.00603748828154969,0.857907242895344,0.5877898411769724,0.7651698287418756,0.8968780130555408,0.9762948781865772,0.9620651628744155,0.963093201268668,0.9662104059378166,0.9707952357310556
40,0.00014307206688489842,0.006180560348434589,0.8577924814513656,0.5879338296918832,0.7651407096767607,0.8968397264941861,0.976304925799157,0.9624734498424057,0.9634318785408257,0.9664958632394383,0.9711166535454515
41,0.00014376341527882471,0.006324323763713414,0.8579264708106751,0.5877541184537055,0.7655269179843729,0.8967981210664596,0.9762656983358465,0.9621258953109443,0.9636086990235342,0.9663421675751173,0.9709581031192359
42,0.00014668245654681384,0.006471006220260228,0.8591387197645599,0.5881070029173654,0.7651870331340088,0.8968490083689504,0.9762703331565408,0.9619173347718449,0.9630779943563055,0.9661002289693772,0.9707276026124975
43,0.00014319508934235918,0.006614201309602588,0.858970027997004,0.5879049914246008,0.7652864287708638,0.8967324788104589,0.9763236144540697,0.9616399288957419,0.9629488016276858,0.9658611258646254,0.9705765472835852
44,0.00014200393266452423,0.006756205242267112,0.8603059773077766,0.5879538046638321,0.765411321228529,0.8966879229481673,0.9762818122419644,0.9618581552424013,0.963251527421612,0.9660608331355164,0.9707643447345665
45,0.00014947613628508148,0.006905681378552193,0.8610157204720257,0.5882523207750066,0.7652823267370826,0.8966476056894979,0.9762702205094791,0.9622431187285171,0.9630763410869622,0.9660125347736025,0.9707779611163871
46,0.00014439926501779972,0.007050080643569993,0.8626111529345459,0.587966074366559,0.7651467319625812,0.8966717393255199,0.9762428958508406,0.9617478111927832,0.9627744323710804,0.965731925151034,0.9704560513381257
47,0.00014109930972756084,0.0071911799532975535,0.8641947969754682,0.5882680187787013,0.765172699748587,0.8963863828644126,0.9762750143843949,0.9618549000201464,0.9628263730108619,0.965562219710513,0.9705423059936801
48,0.00014412762111378792,0.0073353075744113415,0.8658584144799985,0.5877910303368991,0.7653872153783228,0.8964247369762078,0.9762358137450896,0.9615766906117423,0.9630395365762182,0.965654458735191,0.9705386831456967
49,0.00014890943878549608,0.007484217013196837,0.8671934160736547,0.5880418283829337,0.7651711163997506,0.8963860060608563,0.9762894724476532,0.961135372070798,0.9624916891747521,0.9652342080751941,0.9701983030590301
