epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,val_loss,rmse
1,2.471414344279937e-05,2.471414344279937e-05,1.241466999053955,1.217222809791565,1.1032780245404985
2,2.4671622574256723e-05,4.938576601705609e-05,1.160474419593811,1.1565086841583252,1.0754105338992992
3,2.5994215632625947e-05,7.537998164968204e-05,1.1486543416976929,1.1492093801498413,1.0720119621767712
4,2.4843494130825334e-05,0.00010022347578050738,1.14328932762146,1.150720238685608,1.0727160058019334
5,2.4698871466282614e-05,0.00012492234724679,1.1389225721359253,1.1473520994186401,1.0711449125790231
6,2.6385890323582897e-05,0.0001513082375703729,1.1349296569824219,1.1322394609451294,1.064067345168339
7,2.7234002505054768e-05,0.00017854224007542765,1.1324471235275269,1.1314862966537476,1.0637132872720574
8,2.6385847520496653e-05,0.0002049280875959243,1.1302258968353271,1.1222150325775146,1.059346977710684
9,2.5686059499897696e-05,0.00023061414709582198,1.1281424760818481,1.1173208951950073,1.0570334405198158
10,2.6864184591003574e-05,0.0002574783316868256,1.1263655424118042,1.1147433519363403,1.0558143144232182
11,2.594092828731962e-05,0.0002834192599741452,1.1245237588882446,1.1125503778457642,1.0547752644929353
12,2.4718075127930074e-05,0.0003081373351020753,1.1231634616851807,1.1188035011291504,1.0577347514455173
13,2.5905650066029676e-05,0.00033404298516810497,1.1220229864120483,1.1099071502685547,1.0535210707147484
14,2.5278013866303025e-05,0.000359320999034408,1.1203527450561523,1.1165001392364502,1.0566455493577387
15,2.5128462669007992e-05,0.000384449461703416,1.1194924116134644,1.1154839992523193,1.0561649942833065
