epoch,train_loss,val_loss,val_rmse,val_mae
0,2.5185213294907993,0.2870317628922306,0.5357534534549035,0.35867129367988215
1,0.25284800559344406,0.25288572782095803,0.5028774479649865,0.3276063843464662
2,0.22273959321253994,0.23776504865454115,0.48761157573928265,0.3147529182131671
3,0.20197794326456428,0.22862581939416454,0.47814832361722653,0.3062378026458982
4,0.1867959047058867,0.22199748850692305,0.4711660943908718,0.29988872869368455
5,0.1748090424234262,0.21722632197332004,0.46607544663256434,0.29442836394261396
6,0.16523609300060227,0.21435944424547668,0.46298968058678663,0.29281199402339325
7,0.15736033298973698,0.21274076622515276,0.46123829639913033,0.2870573969632556
8,0.1504877736273695,0.21011839248788453,0.4583867278891841,0.28469631104345094
9,0.14482212867400476,0.20930798799710798,0.45750189963309346,0.2871622785868488
10,0.13945142591781046,0.2089153520518224,0.4570725894747161,0.2843118966989312
11,0.13472000779589957,0.2082396713483104,0.4563328515913179,0.2858709599288647
12,0.13076826015751766,0.20825800576539433,0.4563529399878967,0.28848592030232517
13,0.12657215850051573,0.20788883894378168,0.4559482853075875,0.2858518966381034
14,0.12316641118217121,0.20874469036626653,0.456885861409763,0.2895096443841573
15,0.11981165889322169,0.20813465559199065,0.45621777225382754,0.2867218038314871
16,0.11621484400945328,0.20865868276674912,0.45679172784508054,0.2875686593665947
17,0.11301539508347236,0.2103942598937457,0.45868754049569793,0.28975905145146164
18,0.10991993801791652,0.21122520398175595,0.4595924325266441,0.29184421422662443
19,0.10676039004548364,0.21245405654540014,0.4609273872926118,0.29367184873345487
20,0.10344683314264604,0.21474926618257978,0.4634104726120815,0.297928396291938
21,0.10015934885366354,0.21595674745628815,0.4647114669364097,0.2990780829735277
22,0.09715196437430984,0.2169235497206821,0.465750522878264,0.2981455597926104
23,0.09365212788662422,0.21947868844458363,0.4684855265314641,0.3037852185984835
24,0.09060459178829794,0.22126516468190122,0.47038831276136084,0.3045588768757078
25,0.08743126812572657,0.22409515812739916,0.47338690127796673,0.3092182903354597
26,0.0839269020070392,0.22434904115521354,0.4736549810251231,0.3092954420908391
27,0.08065971927095433,0.2293185930046868,0.47887220940443437,0.3124906705378946
28,0.07739625866253587,0.23106270540206106,0.48068982240412544,0.31827500478327614
29,0.07369552624829656,0.23495724562205383,0.48472388600929855,0.32070434639434986
30,0.07026888184364835,0.2383412758086303,0.4882020851736871,0.32630484109016666
31,0.0671527540704268,0.24239068547907125,0.49233188557242447,0.3329805837698188
32,0.06371764158915272,0.24595405138294937,0.49593754786220234,0.33453001547237754
33,0.060614361796051175,0.2483905892585439,0.49838799075900353,0.3377115873896252
34,0.05725378914519941,0.2522196093313016,0.5022147045527506,0.33989927609401543
35,0.05405485266417095,0.25614027551184426,0.506103028695689,0.343888764084398
36,0.05111026112319303,0.2604183736959913,0.5103120354560388,0.35031135740528563
37,0.04834164142348071,0.2637728994429989,0.5135882588112818,0.35374810466139933
38,0.045331056265632476,0.26702134618942763,0.5167410822936623,0.3582202735978642
39,0.04261645125582122,0.2704161722163247,0.520015549748338,0.35982701406338474
40,0.04006885019597383,0.2749034069024558,0.5243123180451267,0.362859760426989
41,0.03735920353674895,0.27905703726468245,0.5282584947256711,0.36879482869788716
42,0.035025011032517324,0.2807338198597542,0.5298432034318429,0.37111133337830904
43,0.03284226542193086,0.2854593187293812,0.5342839310028314,0.37361815853270103
44,0.030930627511740486,0.2883029583180882,0.5369385054252942,0.37824358792159185
45,0.028860577122166806,0.2909286169395576,0.5393779909017073,0.37869727889651755
46,0.02682245193546996,0.2943917363888815,0.5425787837981136,0.3820084534037019
47,0.02520545691392166,0.29678377801672656,0.5447786507952923,0.3855915702914868
48,0.023649524397290064,0.2994992584455864,0.5472652544520313,0.38795639781152674
49,0.022135694440607145,0.302907853130576,0.5503706506425688,0.39143293750110597
