epoch,memory_usage_mb,cpu_usage_percent,epoch_time_sec,loss,RMSE,Recall@5,NDCG@5,Recall@10,NDCG@10,Recall@20,NDCG@20,Recall@50,NDCG@50
0,538.3515625,16.0,295.8455083370209,0.528323689662399,1.9025257178727004,0.02592232744729942,0.13510255431654758,0.044834434673993305,0.1815604120986376,0.08198038577936247,0.225427512052848,0.1588817751817685,0.26700497994841216
1,589.515625,40.4,293.2861714363098,0.4194334209118527,1.945088777431848,0.025958177043211718,0.13520299594183657,0.044911531618926026,0.1803528751128972,0.08126388802842724,0.2240769704420482,0.15763116180701436,0.2662565839051095
2,470.88671875,40.9,292.80121994018555,0.41083218896603524,1.919515731687945,0.02617168676784115,0.13640841966293885,0.04538459619682962,0.1829396239056044,0.08280876628315624,0.22705852397892218,0.16118890927632853,0.26828514411907456
3,583.48828125,41.2,293.6960725784302,0.3976593349310917,1.9321259350721898,0.026655620918144513,0.13827808785100515,0.046947222152773194,0.18678269774101908,0.08463748329971658,0.23109907931842644,0.16487272496107305,0.2716342815814904
4,596.30859375,41.0,294.2277159690857,0.3809119271435284,1.9630593176453714,0.027281862220525657,0.14263688123691173,0.048806444522770574,0.19260771303816648,0.08792851888733261,0.2368672131963469,0.1712413040526432,0.27781404635805107
5,609.56640625,40.2,293.7513380050659,0.36543421382156316,2.031385488596877,0.02917850616402059,0.1494169833023072,0.05076111932345507,0.19847856215105744,0.09237562466648,0.24354777165613642,0.1770710466831485,0.28374400549889817
6,622.3671875,40.4,292.9393947124481,0.3528267525155624,2.111935501381795,0.02885888545505455,0.1528228707795868,0.053353967476653996,0.2049819756248253,0.09497461103852274,0.24851637334113977,0.18457558304078464,0.28891010199915096
7,635.43359375,40.5,293.17717695236206,0.3421969103476076,2.1773807104526077,0.029785759504419182,0.16003040797789064,0.05632202097715445,0.21257179036582383,0.09829457616308612,0.25629078798749844,0.1911633590940125,0.2966119272524899
8,648.41796875,40.2,301.9583842754364,0.33167719266408513,2.2410136937185183,0.03192972377239914,0.16504146785964358,0.05836105165740482,0.21762847130311025,0.10226104156104085,0.2607937190585378,0.1978201144493994,0.30171849535783324
9,662.109375,42.4,297.1080677509308,0.3231521730711037,2.30585762104037,0.032810279263581786,0.16684270113417754,0.05997632094755325,0.22077029368876167,0.10438875667949639,0.2648311755829863,0.20154875767946973,0.30568228500885175
10,675.328125,41.3,292.7074644565582,0.3166253236541405,2.353776171738705,0.03333288964108399,0.16789645021949792,0.06031544912913414,0.2213069737366194,0.1067082942529311,0.26758023711848833,0.20452728887880672,0.30788114266071087
11,687.72265625,40.2,309.52192974090576,0.31180535919562097,2.391695503537638,0.03425083430021853,0.16929997729079124,0.06131174562394667,0.22132853260625263,0.10760171878257409,0.2686786326979362,0.20726182860587591,0.3096073471273894
12,700.77734375,43.8,293.4448492527008,0.30612704357022186,2.4284588677747365,0.03449072184834325,0.17056562519878907,0.06141073527454246,0.223101001351763,0.10908552693273359,0.27243481574731304,0.21045049999813825,0.31175281454168696
13,713.8203125,40.5,292.9016342163086,0.30154873220044115,2.4679853810841514,0.03503172083654132,0.17126847264448605,0.06334693646163786,0.2264970705401116,0.11081932657966777,0.27425627655566787,0.21346925249754897,0.313888319667086
14,727.6953125,40.2,295.242577791214,0.2964562235883698,2.4946420593243657,0.035212731044440095,0.17281409945227033,0.06405184577782044,0.22904518294073856,0.11308779351915933,0.2771811059142143,0.21658379679642847,0.31556321486999495
15,741.15234375,41.9,292.84472846984863,0.2916664104994894,2.5288029935310226,0.03575643157560498,0.17293949665618216,0.06458001626197332,0.22948687732061668,0.11325429030955154,0.27839080847093167,0.21968567130077013,0.31753723606119516
16,754.04296875,40.4,295.50720953941345,0.2883148441584374,2.5575002522797488,0.036107691976564486,0.17341917155499068,0.06547277091476167,0.23069403041185862,0.11551499535830981,0.28039691228005187,0.22164698553970946,0.31857826326566874
17,767.25,40.8,292.5749657154083,0.28509135869903857,2.585901463063066,0.03584057996082254,0.17253359458421302,0.06555501128104906,0.23105515324289447,0.1166973844867763,0.2812170565962395,0.22366795607632603,0.31996650047316016
18,779.98828125,40.1,291.96212935447693,0.2813517035279605,2.6236518602863494,0.036258292863598676,0.17489316723917295,0.06592554030810875,0.23144985828013356,0.11752053019072092,0.28332164910698854,0.22704168409954617,0.3221658072267566
19,793.0625,40.4,292.25104784965515,0.2779363828177317,2.6470465146476303,0.03649876477299919,0.17539879725306398,0.06653567486319918,0.2316719142004728,0.11873460562684506,0.2847176238689194,0.22907859787209936,0.3229656839728346
20,805.7421875,40.3,292.05838537216187,0.2749546036545599,2.6703453901315855,0.03682823543530796,0.17559539442452066,0.06738799810908423,0.23307894705639318,0.11940199431204203,0.28555219913720564,0.2313303490863903,0.32409782509445617
21,819.0078125,40.5,294.9954128265381,0.27223358990907054,2.7045234562700977,0.03687031241849962,0.17589277669518302,0.06852757777263656,0.23497194784091713,0.12067710997407331,0.28662541178037965,0.23194355571689226,0.32473756354325967
22,832.69921875,41.4,292.56992626190186,0.2709295980268395,2.7179718843108582,0.03725179455299785,0.1760899708234917,0.06855493492109713,0.2350497929276441,0.12113683522434536,0.28658079840895545,0.23336424378501047,0.3251681599885759
23,844.2421875,40.6,291.5860800743103,0.2678627383279923,2.7523483586424686,0.03766154056747381,0.17752406383763203,0.06848246339812213,0.23555342364241785,0.122061392950322,0.28749631519838775,0.23525909907246867,0.32609229026906195
24,856.828125,40.3,291.92151069641113,0.2660013827229527,2.7675426638673066,0.037929556437855054,0.17716643674884572,0.06929852200066276,0.23660487393245302,0.12219310425516329,0.2878429348962498,0.23717431193728566,0.3273144711892247
25,871.57421875,40.2,292.6439619064331,0.26302422376249013,2.7952044625287487,0.03824425604062117,0.1791912854986332,0.0697526131270329,0.23782443712469192,0.12230705527646554,0.28798485731418655,0.2380235211944921,0.3281352312085671
26,884.265625,40.4,291.87478709220886,0.2611643774267334,2.8131187761312924,0.03845793626130676,0.17963208844007403,0.07003223750339722,0.2390353742767158,0.12364268769594194,0.2899286224304761,0.23920409506242749,0.3294510212718742
27,897.578125,40.5,292.9408850669861,0.2599202666460395,2.830678487188984,0.037387001879061535,0.1781134948866341,0.0709263113731073,0.23950084129689808,0.12377545817245424,0.28988946804412813,0.2407039142596233,0.3296282560600846
28,910.0859375,40.4,291.643009185791,0.2585581904971508,2.8436773228398606,0.03788147881912794,0.17964070546792912,0.07112832463739234,0.24061381697057863,0.1244359953565083,0.2908934382226838,0.2419113654242825,0.33048150117615954
29,923.48046875,40.9,291.69764018058777,0.25690309159400226,2.8656512072658136,0.03801959582243583,0.17984743941244244,0.07135081565844979,0.2403338012913918,0.12595352866157303,0.2907534177918786,0.2426923321423666,0.33099533430724914
30,936.20703125,40.6,292.31075263023376,0.2558734754823474,2.8774384935154873,0.03841412722358667,0.18108945016754674,0.07223798049640413,0.24161739113773795,0.126571630394144,0.292076470196426,0.24418360194708325,0.3320210425257871
31,950.03515625,40.7,292.62916827201843,0.253484825127229,2.9008994897531815,0.03834207105620134,0.1804878202584335,0.07231917621207253,0.24193344112810175,0.12642029071110497,0.29192768160004356,0.24466016978632382,0.33200338981872285
32,962.2265625,40.8,292.82289457321167,0.2525825190590096,2.9122918811480742,0.03804768399281878,0.1794978290060887,0.07296397977389983,0.24133290541417549,0.12718705364072733,0.29220232002289037,0.24518117866201564,0.33182019939382024
33,973.80859375,40.6,300.5621998310089,0.2515497162823199,2.9347604264970055,0.038144020406671676,0.17907141689364972,0.07310652439625184,0.24183659287035772,0.12793299727728646,0.2920325514660476,0.2462206979457742,0.3319700955201191
34,988.859375,41.5,325.71120405197144,0.24959610184238012,2.9533373671603784,0.0384285625617341,0.18089477549819913,0.07354388291906144,0.24259251230639997,0.12838973815559002,0.2936080027110777,0.24689792964107513,0.3328714100891783
35,1001.35546875,43.5,294.02320671081543,0.24936222137552913,2.9561904194582977,0.038651619015469305,0.18070508545783578,0.07368918093936902,0.2432845754041609,0.12840451898358413,0.2944660584587774,0.24791010043583053,0.33341056862193175
36,1014.80078125,40.6,292.4261202812195,0.2477167003182335,2.9742533742982538,0.03863190852766527,0.1812755346427568,0.07339197211558787,0.24240470812353465,0.12876280333573412,0.29453071015578575,0.24801377572104513,0.3334322680187019
37,1028.4375,40.8,292.49212074279785,0.24776629329800298,2.9754221783553834,0.03834174724897994,0.18208528477526717,0.07379503518768063,0.24377691129401366,0.129893089971919,0.29545849856855316,0.24936261628242165,0.3347216997913538
38,1039.13671875,40.4,291.8341369628906,0.24569764055292526,2.9938105262879167,0.03901958425223958,0.1814062193203036,0.07430255041485437,0.24329619888968612,0.12958415599134693,0.2943450036500458,0.25012889921487547,0.33405018427848104
39,1054.13671875,40.2,291.91336154937744,0.24443908583535634,3.0108947776793493,0.03948400163143191,0.18335238528899922,0.07384781329889842,0.24365922251282804,0.12975087708957375,0.2952232512278662,0.25133164095189775,0.33485353722145006
40,1066.89453125,40.4,294.5651068687439,0.24413264816708308,3.016820695964637,0.03977518043513599,0.18432878830128094,0.07433041397084986,0.2446794244817526,0.12977988553689987,0.29614469552662903,0.2519476300930559,0.3353625418438635
41,1079.38671875,41.0,291.7009930610657,0.24280395065757487,3.0265109392203913,0.03965475160676118,0.18273921759323963,0.0744044472055505,0.243718879786368,0.13064512423581384,0.2954000642156901,0.25217304211979935,0.3350681287212313
42,1091.91796875,40.5,291.686851978302,0.24265877121058713,3.038619553547155,0.03964846377626816,0.18323754466940945,0.07410066518166092,0.24392707970711933,0.13162227493449236,0.29522570135567633,0.2527904574841291,0.33516677047729065
43,1105.64453125,40.6,290.8796467781067,0.24209249831716934,3.0429317132572358,0.03969947081121565,0.1836956917583986,0.07455203783857503,0.24417495780903137,0.13098788735639774,0.2954728598931467,0.25333238646693207,0.3354044209542547
44,1118.15625,40.5,292.5810921192169,0.2401510745593392,3.060663095880159,0.040283302668808134,0.18424900562639066,0.07504783796755415,0.245190877157744,0.13103104774473634,0.29587379177358575,0.2531662297371159,0.33579780820735866
45,1131.22265625,40.8,291.7034170627594,0.2395262359653463,3.0710227663524936,0.040590639569550634,0.1840399186833775,0.07492572456872303,0.24498743616341698,0.13197230421010045,0.29619634997501426,0.25350545721616113,0.33597912708541033
46,1145.2734375,41.0,294.46507573127747,0.23956335625182693,3.075827053779725,0.04051192917782581,0.18338325916734877,0.0746153320443562,0.2436135153420233,0.13200569253151934,0.29638700750817354,0.2546735644476087,0.3359236534822677
47,1158.22265625,41.2,291.66146993637085,0.23813823677580276,3.092860411312444,0.04079237614608075,0.1845693599010081,0.07475117047781103,0.24452218265006165,0.1319074630315525,0.29632889472138635,0.25539410113685257,0.3360951175620326
48,1170.16015625,40.5,291.4745554924011,0.23792896797080887,3.1014109832261507,0.040646715957026305,0.18416059870887455,0.07446319470355209,0.24405121937252322,0.131985497129474,0.29627306162305256,0.2555472109837023,0.336331591316616
49,1183.53125,40.7,292.78651094436646,0.23670743436464,3.104199335910982,0.04072652158597306,0.18355965693077547,0.07521558405329089,0.24414893222249373,0.13219896506585685,0.2964101120575048,0.25626673178562337,0.336306960616698
