final_rmse,final_mae,final_r2,final_recall@5,final_ndcg@5,final_recall@10,final_ndcg@10,final_recall@20,final_ndcg@20
1.0275552,0.83737355,0.15709635989288628,0.4156746080906827,0.802568587473222,0.6130599040474466,0.8135815348821865,0.7856776841133837,0.8335013251245893
