final_rmse,final_r2,final_recall@5,final_ndcg@5,final_recall@10,final_ndcg@10,final_recall@20,final_ndcg@20,final_recall@50,final_ndcg@50
1.0525311108697728,0.11562293624146636,0.4174316857927169,0.8023604620464782,0.6170655356817575,0.81538257893474,0.7901588421096933,0.8357594823196649,0.9407638487025536,0.8704884688861323
