epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,rmse,time_sec,memory_mb,cpu_percent,recall@5,ndcg@5,recall@10,ndcg@10,recall@20,ndcg@20,recall@50,ndcg@50
15,0.0001461204749028198,0.0023645773749104405,1.6007405118035167,0.8182601468439501,240.49242234230042,576.59765625,12.5,0.049616378800270554,0.11277054264396016,0.0844087720994858,0.10998386298314006,0.1606146759867847,0.12552313829195563,0.2586736046806221,0.15634022714832094
16,0.00014804453892689457,0.002512621913837335,1.59901269358657,0.8130055202778965,243.65834832191467,576.42578125,30.3,0.06415554811825241,0.12840899420673996,0.11158910623819902,0.13131845665348882,0.1509145663158371,0.13541144643970904,0.24494053986349326,0.16719494657340886
17,0.00014494876285660614,0.002657570676693941,1.594512559760812,0.8092797962650012,238.66082501411438,575.7265625,12.5,0.061781166717699225,0.12220623046859334,0.08621460204245665,0.11348407023036237,0.14539278127636343,0.12443358066440399,0.24372196908068766,0.15683047539414846
18,0.00014851273636137552,0.0028060834130553165,1.5916151648009038,0.8079063437979224,244.36012315750122,575.765625,18.8,0.058117673257447364,0.11130517361217131,0.09881628327399407,0.11113343898973692,0.16842848596804533,0.12300837476944489,0.24444085663334802,0.15045640614969955
19,0.00014470005662654237,0.0029507834696818587,1.5862031038132303,0.8014764990316043,238.1757779121399,570.265625,18.8,0.06468224261398715,0.10958000534530242,0.08665913500264427,0.10361634620444446,0.12418267341979597,0.1096274671739276,0.2305545014345115,0.145868534592827
20,0.00014529512401647923,0.003096078593698338,1.585818492661405,0.798828347095003,239.05410957336426,570.1796875,12.9,0.06553467819010693,0.12496506121242472,0.11148869476177058,0.12296308222815705,0.16575528001473516,0.13563525055932227,0.24727614923839078,0.16457684036977935
21,0.00014689331186578828,0.003242971905564126,1.585006648899657,0.7922381701687966,241.7029058933258,570.72265625,12.5,0.08198162890021556,0.12671192506495127,0.12059495898258589,0.12374215229254983,0.16607614693031736,0.13419521684858163,0.25532179209132666,0.16521195151338083
22,0.00014422765685650178,0.003387199562420628,1.5819687261066584,0.7910537446153836,237.32497000694275,570.3125,13.3,0.05169115037289492,0.11022591827972839,0.1026570984255303,0.11213889999486398,0.1504279442757787,0.12204279253695532,0.25265868123417556,0.15729001410474291
23,0.00014594457599482997,0.0035331441384154577,1.5791725453496899,0.7907002337405936,239.94911408424377,569.36328125,15.6,0.06957958589677936,0.12474717442463708,0.1154628703310034,0.12515206470700313,0.1718749799714212,0.1329193336470591,0.2788866871475263,0.16757034066942306
24,0.00015358363805987712,0.003686727776475335,1.5786111486601646,0.7890596245899478,252.56683945655823,569.4921875,13.6,0.044394263434336334,0.09753190109084517,0.07855896193093417,0.09595663765671002,0.14388395313423358,0.11014929514137187,0.24060035995945475,0.14422241205502268
25,0.00014642508579854372,0.0038331528622738784,1.577556876413007,0.7848520418120749,240.7745234966278,517.4921875,11.1,0.05312294020329156,0.10684422955813247,0.09751761378819285,0.10548788448718283,0.1658639926116323,0.12007956726985027,0.25213041134165337,0.1490442238731296
26,0.00014426379654847795,0.003977416658822356,1.5749532296908852,0.7831032409786928,237.45068764686584,569.60546875,9.7,0.06544392477427613,0.12917179753614477,0.1073459886297256,0.12423719836293809,0.1749737364691782,0.13810865031240915,0.28853515152337683,0.17679253906756706
27,0.00014296180176884344,0.0041203784605912,1.5735550717400402,0.7818530380548872,235.423681974411,569.53515625,25.0,0.07160348803523259,0.11180504563284588,0.1042187656585306,0.11120098958767122,0.1375333627323956,0.11305607355534754,0.21693587399688544,0.14084558714044904
28,0.00014206751694968435,0.004262445977540884,1.5710927162194925,0.7765264334075831,233.76071763038635,569.37890625,12.5,0.06478342619019739,0.11584947141878069,0.09474578840938155,0.11173660082141636,0.15183142764561083,0.12431176956944107,0.2649585551301862,0.16119173624535144
29,0.0001412808404597496,0.0044037268180006335,1.570639861886483,0.7732920529125347,232.57879662513733,569.25390625,12.5,0.06831695452034012,0.1178079008769809,0.10232425116526368,0.118893109799058,0.1480842902689668,0.1278506374775602,0.2382346186278107,0.15888064049833323
30,0.0001407650812954535,0.004544491899296087,1.5690924983404595,0.7675666869168158,231.6377317905426,569.80078125,10.0,0.06860539142163612,0.10957085140566356,0.10246404224793401,0.10637609474064429,0.1537839496996634,0.11874413047658308,0.24415857991847031,0.14891907971331667
31,0.00014131818824465,0.004685810087540737,1.566157648066935,0.7689157754593821,232.78196930885315,569.8984375,12.5,0.07209087246189594,0.11692252665532515,0.10385311838590658,0.11679439865316826,0.1394845689908774,0.12358590109817441,0.24314917732945204,0.1562352023381526
32,0.00014153993081836476,0.004827350018359102,1.5659281567007226,0.7680465988115432,233.04392433166504,570.03125,30.0,0.058900726294689135,0.09639349542275498,0.08502302858323613,0.0991598123073775,0.13225925046974926,0.108666731072087,0.2408327989044032,0.14532115704863555
33,0.00014149709544657036,0.0049688471138056725,1.564786190851795,0.7685936208734597,233.2562370300293,569.203125,12.5,0.07640790776577336,0.11368702235412112,0.09451243479272624,0.11076154522885219,0.1416085965551327,0.12157159053766443,0.2449359138958992,0.15394951903773701
34,0.00014218726677257202,0.005111034380578245,1.5615432032582692,0.7649178153429124,233.87262725830078,570.00390625,13.3,0.07124771656874923,0.10478820492557243,0.10175860224093683,0.1062191627490336,0.14513879688289616,0.11195527065618843,0.2378737566816039,0.14458552012856185
35,0.00014121957595641778,0.005252253956534662,1.5606273452543047,0.7615246861669857,232.34296369552612,570.42578125,15.2,0.057355518745292856,0.1082966312674293,0.110488331163545,0.11092553276212959,0.14643069110921314,0.11622916375330934,0.22602396393049534,0.14447618118426775
36,0.00014058854286468338,0.005392842499399346,1.5591935149195262,0.7591694095724643,231.77669954299927,570.51171875,14.8,0.05370756143168089,0.09806525472908849,0.07802224519496229,0.0936335533634037,0.13173082464720579,0.10149539574997064,0.25285459358222595,0.14268072365456066
37,0.00014108767746508365,0.00553393017686443,1.5593244765901932,0.7609633481900464,232.18076133728027,570.98046875,13.8,0.0390989661054385,0.08541863622083151,0.09105148332868956,0.09209923772592042,0.15844249843839542,0.10805547868165313,0.23985266608935416,0.13792849595363782
38,0.00014087419185105024,0.0056748043687154795,1.5572291827140554,0.7590722035821478,232.0391914844513,570.8046875,21.9,0.06324629678886645,0.08968138281516733,0.0868079468192072,0.08977537788726708,0.13148803706200174,0.10074833811812667,0.22661211341824203,0.13215107398901751
39,0.00014059472839444718,0.005815399097109927,1.5581103961694516,0.7589397734889898,231.51014041900635,570.6796875,16.7,0.060458482173333675,0.10315008921396077,0.09111901402194604,0.10178928909996317,0.12790579142003453,0.10745319583266548,0.2158290406795949,0.13799596278812085
40,0.0001417486761629566,0.0059571477732728835,1.5546195025922094,0.7542780495278584,233.05419898033142,571.203125,16.7,0.0638039978597254,0.11133590199345257,0.08651733366672527,0.10636359660862553,0.1368319053989349,0.11583776183258801,0.21343822837458934,0.14184165259978093
41,0.00014296088563859642,0.00610010865891148,1.555934635103515,0.7524125259906862,235.16247057914734,572.6640625,17.9,0.05602194657767413,0.10323956780109234,0.08568772835631502,0.10091197926963195,0.1282387696045607,0.10955584156800727,0.21909364900728368,0.1415603215590059
42,0.00014268758054768695,0.006242796239459167,1.5537152075828806,0.7512396602298683,234.75711798667908,572.79296875,12.5,0.05030331433272609,0.07966204058166962,0.08290399387117815,0.08514808696658469,0.1149981992125372,0.09036301071780146,0.20142778649615084,0.12053863114461894
43,0.0001420064217632503,0.006384802661222417,1.5532952320299909,0.7539175669482604,233.5944001674652,572.89453125,12.5,0.06447857639716305,0.10614260636996108,0.08958009312948473,0.1017265248104877,0.12813093831113487,0.10556560777474151,0.21289638497597316,0.13845218621103733
44,0.00014196820216190293,0.00652677086338432,1.5536379590439,0.7519341398090202,233.69823169708252,572.9609375,77.6,0.05873006673688867,0.10238317970384436,0.08884260372773387,0.10056183115516536,0.1462064688959334,0.11132201607574928,0.22467713630851296,0.14133356490963198
45,0.00014080897855023872,0.006667579841934558,1.5530057446815668,0.7493239951767955,232.01548194885254,572.80078125,17.4,0.041289803182074036,0.08665731479910682,0.06306701927803159,0.08151409411689588,0.1121780415469286,0.09132979611059638,0.22460279742566933,0.12889277398938662
46,0.00014086457306218772,0.0068084444149967465,1.5534870765509519,0.7498286788562203,231.83168077468872,573.12890625,13.3,0.04983782009464204,0.08145358542559908,0.09108757929160567,0.08758906504992053,0.12827260298823928,0.09700378569043203,0.20212632629731395,0.12480213612681
47,0.0001411169567457396,0.006949561371742486,1.5505140820628267,0.7489987052650454,232.29561734199524,573.203125,12.5,0.04707769681299093,0.08514239877578632,0.06569921061610529,0.08100775435800754,0.11794545573831665,0.09489448025123387,0.1952086643280815,0.12349340455157776
48,0.00014095271225175114,0.007090514083994237,1.5497968803641116,0.7452760047403214,232.25945019721985,573.37109375,12.5,0.04993176373270333,0.07632564639016864,0.0694182213926904,0.07399120797546269,0.10209866476336148,0.08291236626946401,0.18864654315062857,0.11532447356632909
49,0.00014072399487787953,0.007231238078872116,1.5497745260174907,0.7469477369622942,231.82308411598206,572.57421875,30.3,0.05808873766195911,0.09479021407844844,0.07463888093114261,0.09055528192886704,0.10691404249408588,0.09908626936938159,0.218421172643,0.13559536868017535
